drug,countreact
ACCUTANE ROCHE,16
TRENTAL,16
AERIUS,16
LIDOCAINE,16
DILTIAZEM CD,16
PROTAMINE SULFATE INJECTION, USP,16
PERSANTINE,16
ZITHROMAX,16
TYLENOL WITH CODEINE,16
VERSED,16
DITROPAN,16
HYDRODIURIL,16
ENTERIC COATED ASA,16
RESTORIL,16
THEO-DUR,16
MEVACOR,16
METAMUCIL,16
VERAPAMIL HCL,16
HALCION,16
TRIPHASIL 28,16
QUININE,16
VALIUM,16
ORGARAN INJ.-750ANTI-XAUNIT/AMP1250UNIT/ML,16
RITALIN,16
PROSCAR,16
NOZINAN,16
RATIO-OXYCOCET,16
TUMS,16
LAMISIL,16
PENTASA,16
CARBOCAL D,16
FLEET ENEMA,16
FOSINOPRIL,16
GANCICLOVIR,16
IMDUR - EXTENDED RELEASE TABLETS 60 MG,16
DEXTROSE 5% IN WATER,16
ASCORBIC ACID (VITAMIN C),16
VANCOMYCIN,16
SOTALOL,16
BEXTRA,16
ROCURONIUM,16
WELLBUTRIN XL,16
TAZOCIN,16
BLEOMYCIN SULPHATE FOR INJECTION USP,16
MOTRIN,15
SANDOSTATIN LAR 10MG,15
LABETALOL,15
NADOLOL,15
PROGESTERONE,15
TIMOPTIC,15
BENZTROPINE,15
FLUIDS,15
RENEDIL,15
INDOMETHACIN,15
PRINIVIL,15
MULTIPLE VITAMINS,15
CENTRUM TABLETS,15
MICRO-K EXTENCAPS,15
PAMIDRONATE DISODIUM FOR INJECTION,15
CHLORPROMAZINE,15
CALCIUM CHANNEL BLOCKER,15
VENOFER,15
PROCYCLIDINE HCL,15
PENICILLIN NOS,15
SUCCINYLCHOLINE CHLORIDE,15
CEFOTAXIME,15
ALBUMIN (HUMAN),15
MARVELON 28 TAB,15
FISH OIL,15
BUSCOPAN,15
ESOMEPRAZOLE,15
MELLARIL,15
NOREPINEPHRINE,15
AMOXIL,15
BACTRIM,15
CO-TRIMOXAZOLE,15
PEGETRON,15
PIPERACILLIN FOR INJECTION, USP,15
SULFAMETHOXAZOLE AND TRIMETHOPRIM,15
FELODIPINE,15
PHENYLEPHRINE HCL,15
PYRIDOXINE,15
XENICAL 120MG CAPSULE,15
FLUOROURACIL INJ 50MG/ML,15
MIACALCIN NASAL SPRAY 200 IU,15
COGENTIN,15
AVODART,15
HERCEPTIN VIALS,15
ZESTRIL,14
MODURET,14
MORPHINE SULPHATE INJECTION, USP,14
LOZIDE,14
HEMODIALYSIS,14
DEPO-PROVERA STERILE AQUEOUS SUSPENSION 150 MG/ML,14
YASMIN 21,14
TECTA,14
LIBRIUM,14
ATASOL TAB 325MG,14
SALOFALK,14
MERREM,14
FEMHRT 1/5,14
TRASYLOL,14
PENICILLIN,14
NIASTASE,14
SENNA,14
PENICILLIN G,14
PEPCID,14
COPAXONE,14
AGGRENOX,14
MERCAPTOPURINE,14
TYSABRI,14
HYPAQUE SODIUM,14
DESIPRAMINE,14
AMPHOTERICIN B,14
LITHIUM CARBONATE,14
VENLAFAXINE,14
PIPERACILLIN/TAZOBACTAM,14
DIALYSIS,14
CAPOTEN,14
CORDARONE,14
AFINITOR,14
CLAVULIN,14
MISOPROSTOL,14
CLOZAPINE,14
VENTOLIN FOR INHALATION,14
PROPRANOLOL HYDROCHLORIDE INJECTION USP,14
CANDESARTAN CILEXETIL,14
SUPEUDOL,14
NUVARING,14
ADVAIR DISKUS,14
LAXATIVES,14
MAALOX,14
DIVALPROEX SODIUM,14
SULCRATE,14
NSAIDS,14
CEFUROXIME FOR INJECTION USP,14
METHYLPHENIDATE,14
EPIRUBICIN HYDROCHLORIDE INJECTION,14
APO FUROSEMIDE,14
PURINETHOL,14
HUMULIN 30/70 (INSULIN HUMAN BIOSYNTH INJ),14
FLUID(S),14
ALVESCO,14
DENOSUMAB,14
LEVAQUIN,14
PALAFER,14
VALIUM INJ ROCHE 5MG/ML,14
PENTAMIDINE ISETHIONATE,13
SUFENTANIL CITRATE INJECTION USP,13
GEMCITABINE FOR INJECTION, USP,13
CALCIUM & MAGNESIUM,13
DICETEL,13
KEMADRIN,13
XATRAL,13
FLORINEF,13
STREPTASE,13
SIMPONI,13
IMODIUM,13
ABILIFY,13
TRI-CYCLEN,13
LIPID MODIFYING AGENT,13
TAGAMET,13
HYDRATION,13
LOXAPINE,13
TICLID TAB 250MG,13
TRIMETHOPRIM-SULFAMETHOXAZOLE,13
PLATELET CONCENTRATE,13
MILK OF MAGNESIA,13
MOTILIUM TAB 10MG,13
ACETAMINOPHEN WITH CODEINE - CAPLET,13
CRESTOR - 10MG,13
TRIAMTERENE & HYDROCHLOROTHIAZIDE,13
CLARITHROMYCIN,13
MEPERIDINE,13
DAPSONE,13
KYTRIL,13
SIMULECT,13
AREDIA,13
DETROL LA,13
CALTRATE,13
AVONEX,13
ALBUTEROL,13
ASACOL,13
CALCITRIOL,13
RINGER'S INJECTION USP,13
STREPTOKINASE,13
PREPULSID,13
PARACETAMOL,13
ISOPTIN,13
PENTOTHAL,13
ROSUVASTATIN,13
SALINE,13
BENZTROPINE MESYLATE,13
PLASMAPHERESIS,13
METOLAZONE,12
ANAFRANIL,12
TINZAPARIN,12
TRANSDERMAL NICOTINE PATCH,12
SERC,12
EPIPEN,12
CALCIUM SANDOZ,12
CHEMOTHERAPY,12
PRIMACOR INJECTION 1MG/ML,12
GLUCONORM,12
BETAMETHASONE,12
MEPERIDINE HCL,12
TYLENOL ARTHRITIS PAIN,12
ENDOCET,12
NITROGLYCERIN PASTE,12
NOLVADEX,12
GAVISCON,12
NOVO-SEMIDE,12
NAVELBINE,12
VALIUM 5 TAB,12
SULFATRIM,12
DOXYCYCLINE,12
NEORAL,12
CHOLESTYRAMINE,12
LEVOPHED LIQ IV 1.0MG/ML,12
TOTAL PARENTERAL NUTRITION (TPN),12
XYLOCAINE,12
EMPRACET-30,12
CARDIZEM CD,12
VITALUX,12
DIOVOL,12
DOXEPIN HYDROCHLORIDE,12
CHLORTHALIDONE,12
BRICANYL,12
MIRAPEX,12
FEMARA 2.5MG,12
TRAMADOL HYDROCHLORIDE,12
VOLTAREN SR,12
DARVON N 100MG CAP,12
NITROLINGUAL PUMPSPRAY,12
OMNIPAQUE,12
ONE ALPHA,12
HYDRALAZINE,12
TYLENOL EXTRA STRENGTH EZ,12
EXJADE,12
PETHIDINE INJECTION B.P.,12
SECTRAL,12
PLATINOL AQ INJ 1MG/ML,12
TEQUIN,12
GEMZAR,12
ANTIHISTAMINIC DRUGS,12
IRINOTECAN HYDROCHLORIDE,12
ISONIAZID,12
DOBUTAMINE INJECTION USP,12
CISAPRIDE,12
DIAMICRON MR,12
ESTROGEL,12
COD LIVER OIL,12
MACROBID (100 MG),12
ADVAGRAF,12
TYLENOL WITH CODEINE NO. 2 - TAB,12
RISPERIDONE (JANSSEN-ORTHO),12
CALCIUM GLUCONATE,12
ACTOS,12
REPLAVITE,11
AMPHOJEL,11
ESTRADIOL,11
MAGNOLAX,11
CEFTRIAXONE FOR INJECTION USP,11
IMMUNE GLOBULIN INTRAVENOUS (HUMAN),11
GARLIC,11
THYROID HORMONES,11
BACTROBAN,11
QUINAPRIL,11
RENOGRAFIN,11
NOVOLIN GE TORONTO INJ 100U/ML,11
BECLOMETHASONE,11
KALETRA,11
REMINYL,11
PANCURONIUM,11
MELATONIN,11
FLEXERIL   -(10MG),11
NIASPAN,11
DARVON N COMPOUND PULVULE 405,11
RENAGEL,11
PREGABALIN,11
THIAMINE HCL,11
LOSARTAN,11
CYTOTEC,11
HYTRIN,11
VALIUM ORAL,11
LARGACTIL,11
FUCIDIN,11
OVRAL 21 TAB,11
ESTRADOT,11
ADALAT P.A.,11
PHYTONADIONE,11
CESAMET,11
DDAVP,11
GAMUNEX,11
MINOCYCLINE,11
SODIUM PHOSPHATE,11
CORTEF,11
ADALAT XL - SRT,11
NITROGLYCERIN INJECTION USP,11
HYDROXYUREA,11
CASODEX,11
PLASMA,11
FLUTICASONE PROPIONATE/SALMETEROL XINAFOATE,11
BLOOD TRANSFUSION,11
EPHEDRINE HCL,11
TRANEXAMIC ACID,11
MYOCHRYSINE,11
KEPPRA,11
OXY.IR,11
NOVO-HYDRAZIDE,11
NOVO-SPIROTON,11
DIPHTHERIA AND TETANUS TOXOIDS WITH PERTUSSIS VACCINE ADSORBED,11
SEPTRA DS TABLETS,11
INHIBACE,11
ALDACTAZIDE,11
ERBITUX,11
MINOCIN,11
PRAZOSIN,11
OGEN,11
RADIATION,11
PARNATE,11
VERAPAMIL HYDROCHLORIDE INJECTION USP,11
INTEGRILIN,11
TISSUE PLASMINOGEN ACTIVATOR,11
QUINIDINE SULFATE,11
DURAGESIC MAT,11
XYLOCAINE HCL,11
METHOTREXATE INJECTION, USP,11
ZENAPAX 5MG/ML,11
ESTRACE,11
DIANEAL PD4 CAPD SOLUTION WITH 4.25% DEXTROSE AND 2.5MEQ/L CALCIUM,11
THALIDOMIDE,11
ALENDRONATE SODIUM,11
APO-RAMIPRIL,11
CLOPIDOGREL,11
DIAZEMULS,11
HABITROL,11
HEPARIN LOW MOLECULAR WEIGHT,11
NITROUS OXIDE,10
BROMAZEPAM,10
DEXTROMETHORPHAN,10
NOVO-METOPROL,10
PROPAFENONE,10
BACTRIM ROCHE,10
KEFLIN,10
FLAXSEED,10
NEXIUM - 40MG,10
APO-OXAZEPAM,10
BLOCADREN,10
LEVEMIR PENFILL,10
BUPIVACAINE,10
ATORVASTATIN,10
STRATTERA,10
ASPIRIN COATED,10
GEMFIBROZIL,10
INFLUENZA VACCINE,10
PARLODEL,10
CALCIUM CHLORIDE,10
TOLBUTAMIDE TAB 500MG,10
SUCRALFATE,10
WINRHO SDF,10
ALDOMET,10
NICOTINE,10
MIN-OVRAL 28 TAB,10
MOMETASONE FUROATE,10
PRIMAXIN INJ,10
ANTI-INFLAMMATORY AGENTS,10
ST JOHNS WORT,10
MACROBID,10
GRANISETRON,10
JAKAVI,10
MEDROL,10
QUININE SULFATE,10
DALACIN C PHOSPHATE,10
ORTHO 7/7/7 TABLETS (28 DAY),10
HYGROTON 50MG,10
OXYNEO,10
RIFAMPIN,10
INH,10
PROMETRIUM,10
ISOPTIN SR,10
PHENERGAN,10
SURGAM,10
TRIDURAL,10
SECONAL SODIUM PULVULE 240 0.1GM,10
ORTHO-NOVUM 1/50 TABLETS (28 DAY),10
REBETRON,10
TYLENOL WITH CODEINE NO. 4 - TAB,10
LESCOL,10
VICTRELIS,10
ACETAMINOPHEN AND CODEINE,10
PINDOLOL,10
RANITIDINE INJECTION USP,10
HUMULIN N INJ 100UNIT/ML,10
SEPTRA INJECTION,10
ZIDOVUDINE,10
DEXTROSE,10
VASOPRESSOR DRUGS,10
THYROID,10
LUVOX,10
COSOPT  -(2%/0.5% OPH DPS),10
DOXAZOSIN,10
MERIDIA,10
FOSAVANCE,10
VALACYCLOVIR,10
DIFLUCAN,10
LUCENTIS,10
TIMENTIN,10
CARBOCAL D 400,10
MYFORTIC,10
BECLOFORTE INHALER - AEM INH 250MCG/AEM,10
SALMON OIL,10
HYPERTENSION MEDICATION,10
AMILORIDE/HYDROCHLOROTHIAZIDE,10
PACLITAXEL INJECTION,10
CAFFEINE,10
LOVASTATIN,10
VERAPAMIL SR,10
OCTAPLEX (HUMAN PROTHROMBIN COMPLEX),10
REFRESH LACRI-LUBE,10
CLOBAZAM-10,10
MACRODANTIN,10
DOCUSATE,10
NALOXONE,10
NIFEDIPINE XL,10
DEPAKENE,10
MICARDIS PLUS,10
BUSPIRONE,10
VALIUM NOS,10
VICTOZA MULTIDOSE PEN-INJECTOR. 30DOSES(0.6MG)-15DOSES(1.2MG)-10DOSES(1.8MG). 1/2/3,10
TALWIN 30 MG/ML,10
ORTHO-NOVUM 2 MG,10
SODIUM AUROTHIOMALATE INJECTION BP,10
PENTAMIDINE ISETHIONATE INJ 300MG/VIAL BP,10
VINORELBINE TARTRATE FOR INJECTION,10
BENADRYL INJ. 50MG/ML,10
HEPALEAN,10
ELOCOM,10
LECTOPAM,10
ZOVIRAX,10
RIBAVIRIN,10
PLENDIL,10
I.V. SOLUTIONS,10
PRED FORTE 1%,10
ATGAM,10
MOXIFLOXACIN,10
TIMOLOL,10
PERPHENAZINE,10
ADRIAMYCIN,10
CLOBAZAM,10
NOVO-GESIC TAB 325MG,10
MULTI-VITE,10
VINBLASTINE SULFATE INJECTION,10
TRANDATE,10
RADIOTHERAPY,10
METOCLOPRAMIDE HCL,10
LERITINE,10
REOPRO - LIQ IV 2MG/ML,10
IMIPRAMINE,10
DIDROCAL,10
CEFTIN,10
CALCITONIN,9
THEOPHYLLINE,9
SABIN,9
FIORINAL,9
APO-LORAZEPAM,9
ALESSE 28,9
TUINAL,9
ORTHO-NOVUM NOS,9
HYPAQUE-M,9
PRIVIGEN,9
ACETAMINOPHEN WITH CODEINE AND CAFFEINE,9
APO TRIAZIDE TAB,9
TAMIFLU CAPSULE 75MG,9
NITRATES,9
SLOW -K,9
SPRYCEL,9
CARBOLITH,9
ACTIVASE RT-PA,9
PHENYLBUTAZONE,9
DESYREL,9
VANCOCIN,9
APO FOLIC ACID TAB 5MG,9
SURFAK,9
NARCOTIC ANALGESICS,9
TICARCILLIN,9
ACETYLCYSTEINE SOLUTION,9
CORGARD,9
CYKLOKAPRON 500 MG,9
VASOPRESSIN,9
MONITAN,9
CODEINE PHOSPHATE,9
EVRA   -(6/0.75),9
CONCERTA,9
SALINE INJECTION 0.9% USP,9
FINASTERIDE,9
APO-OMEPRAZOLE,9
PREXIGE,9
PRISTIQ,9
THIOPENTAL SODIUM,9
DIOVAN-HCT 160/25MG,9
KEFZOL,9
ALEVE,9
TEMODAL,9
NIZORAL,9
CAFERGOT,9
ASPIRIN CHILDRENS,9
NOVO-LEXIN,9
ANTITHYMOCYTE IMMUNEGLOBULIN,9
VIPRINEX,9
APO METOPROLOL,9
NOVOLIN GE NPH INJ SUS 100U/ML,9
BETALOC,9
MEROPENEM,9
FLUDARABINE,9
SEVOFLURANE,9
CLINORIL,9
PRIMAXIN,9
PRO-BANTHINE,9
MANDOL,9
FLUOROURACIL INJECTION USP,9
CHOLEDYL,9
NORLESTRIN,9
GRANULOCYTE COLONY STIMULATING FACTOR (G-CSF),9
COREG,9
CELEBREX 200MG,9
OCTREOTIDE,9
AGAROL,9
KIVEXA,9
MESALAZINE,9
CHLOR-TRIPOLON,9
METHOTRIMEPRAZINE,9
ZOMIG,9
DIAMOX,9
VENTOLIN NEBULE(S),9
MUSCLE RELAXANTS,9
PENTOXIFYLLINE,9
BAYCOL,9
MELPHALAN,9
L-ASPARAGINASE,9
ZIAGEN,9
VASOPRESSIN INJECTION, USP,9
PEGASYS,9
MYSOLINE,9
TRIAMTERENE,9
ALESSE 28 TABLETS,9
ZOLADEX LA INJ DEPOT 10.8MG,9
NORFLOXACIN,9
LEVETIRACETAM,9
GAMMAGARD S/D  (IV),9
THIORIDAZINE,9
292 TAB,9
CORTATE,9
MARIJUANA,9
VITAMIN K1,9
COENZYME Q10,9
STELAZINE,9
MAGNESIUM HYDROXIDE,9
VITAMIN A,9
SALAZOPYRIN,9
NEULASTA,9
LACTATED RINGERS SOLUTION,9
SENOKOT TABLETS,9
ZELDOX,9
TYLENOL W CODEINE NO2 TAB,9
INFUFER,9
TIAZAC XC,9
BECLOVENT  -  AEM 50MCG/AEM,9
TAXOL LIQ IV 6MG/ML,9
ESTRADERM TTS,9
ETIDRONATE,9
HALOTHANE,9
SANDOZ BISOPROLOL,9
CHARCOAL,9
DESFERAL,8
BUSULFAN,8
MINIPRESS,8
NOVO-ATENOL,8
DIA-VITE,8
PROCTOSEDYL,8
CRYSTALLOIDS,8
MEFOXIN,8
NEOSTIGMINE METHYLSULFATE INJECTION USP,8
EDECRIN,8
BROMOCRIPTINE,8
NORPRAMIN,8
GAMMAGARD LIQUID,8
CAELYX,8
ASPIRIN - TABLETS,8
ANDROGEL,8
RIVASA FC,8
GLUCAGON,8
TOFRANIL,8
PICO-SALAX,8
OSTOFORTE,8
RISEDRONATE,8
LUDIOMIL,8
INVEGA,8
CONRAY 60,8
FAMCICLOVIR,8
FELDENE,8
CEFZIL,8
QUINIDINE,8
HORMONES,8
OPIOID (S),8
ALIMTA,8
TARO-WARFARIN,8
ORBENIN,8
EMEND,8
