drug,countreact
MOMETASONE FUROATE,22
CIALIS,22
CIPRO XL,22
SEPTRA INJECTION,22
CELEBREX 200MG,22
RISEDRONATE,22
LOZIDE,22
INSULIN REGULAR,22
ZIAGEN,22
CLOTRIMAZOLE,22
AMOXICILLIN/CLAVULANATE,22
ADALAT XL - SRT,22
CYCLOCORT,22
THEOPHYLLINE,22
COMBIVIR,22
PHYTONADIONE,22
PRINIVIL,22
APO-ATORVASTATIN,22
LAMISIL TAB 250MG,22
YAZ,22
OGEN,22
BACITRACIN USP,22
KIVEXA,22
BECLOVENT  -  AEM 50MCG/AEM,22
MAXALT,21
NITROGLYCERIN PASTE,21
SENOKOT S TAB,21
METHYLDOPA,21
METFORMIN HYDROCHLORIDE,21
M-ESLON,21
TIMOPTIC,21
ANTIVERT TAB,21
TRENTAL,21
HYDROXYUREA,21
ZYVOXAM,21
SINEQUAN,21
ORBENIN,21
SODIUM AUROTHIOMALATE INJECTION BP,21
XYLOCAINE HCL,21
DOVONEX,21
BECLOVENT,21
ASAPHEN EC,21
CELESTODERM V CRM 0.1%,21
MOISTURIZER,21
CONCERTA,21
POLYETHYLENE GLYCOL,21
CHLOROMYCETIN,21
REYATAZ,21
IMDUR - EXTENDED RELEASE TABLETS 60 MG,21
PROCTOSEDYL,21
FAMVIR,21
DEPO-PROVERA STERILE AQUEOUS SUSPENSION,21
MESALAZINE,21
FLOVENT HFA,21
DOCOSAHEXAENOIC ACID/EICOSAPENTAENOIC ACID,21
ANALGESICS,21
TIMOLOL,21
BENADRYL INJ. 50MG/ML,21
PROCYTOX,21
TRILAFON,21
SULFONAMIDES,21
TRANSDERM-NITRO,21
CISAPRIDE,21
ZINACEF,21
CRESTOR - 5MG,21
TRIPHASIL 28,21
SARNA HC,21
MEPROBAMATE TAB 400MG,21
HUMULIN 30/70 (INSULIN HUMAN BIOSYNTH INJ),21
VERAPAMIL SR,21
HYDREA CAP 500MG,21
DESIPRAMINE,21
DILANTIN - 100MG,21
COLACE CAPSULES 100 MG,21
OMEGA 3-6-9,21
PERPHENAZINE,21
NEOMYCIN,21
CIPRALEX   -10MG,20
LINCOCIN,20
MALARONE,20
OMNIPAQUE 300,20
EDECRIN,20
RETIN-A,20
EPIPEN,20
ESTRADERM TTS,20
ANTACID,20
BUTAZOLIDIN,20
ISOTRETINOIN,20
CYCLOMEN,20
AMEVIVE,20
EPIRUBICIN HYDROCHLORIDE INJECTION,20
SLEEPING PILL(S),20
CHEMOTHERAPY,20
OXY.IR,20
LOSARTAN,20
KETOCONAZOLE,20
ESTRADOT,20
INHIBACE,20
ORTHO-NOVUM 2 MG,20
TALWIN NOS,20
SPORANOX,20
NIZORAL  - 2%,20
PROMETHAZINE,20
TESTOSTERONE,20
LIPID MODIFYING AGENT,20
MYSOLINE,20
SMALLPOX VACCINE (GLYCERINATED),20
PRED FORTE 1%,20
DOXAZOSIN,20
FRISIUM TABLET 10MG,20
LAPATINIB DITOSYLATE MONOHYDRATE,20
CHOLEDYL,20
NORFLOXACIN,20
GLUCOSAMINE SULFATE,20
DORIDEN,20
OTRIVIN,20
INFUFER,20
LEVETIRACETAM,20
CHLORTHALIDONE,20
PLENDIL,20
PROGESTERONE,20
SANDOZ BISOPROLOL,20
HEXAVITAMINS TAB,20
CALCIUM SANDOZ,20
LIPITOR 20MG TABLETS,20
AVAMYS,20
AMCINONIDE,20
POLYSPORIN ANTIBIOTIC OINTMENT,20
ANTI-INFLAMMATORY AGENTS,20
UNIPHYL,20
BENTYLOL,20
FLUVOXAMINE,20
MISOPROSTOL,20
MOUTHWASHES,20
BETADERM CRM 0.1%,20
LIPIDIL EZ,20
RHINOCORT,20
PRIMIDONE,20
VALIUM,20
MEDROXYPROGESTERONE,20
GEMZAR,20
KERI LOTION,20
FOLATE,20
DIAMOX,20
TRI-CYCLEN,20
SUCCINYLCHOLINE CHLORIDE,20
TRUVADA,20
BROMAZEPAM,20
KETAMINE HYDROCHLORIDE INJECTION USP,20
ESOMEPRAZOLE,20
MINITRAN,20
NEXAVAR,20
UREMOL,20
COREG,20
MEFOXIN,20
BRICANYL,20
ARTANE,19
ISOPTO TEARS,19
ALTEPLASE (T-PA),19
TYLENOL WITH CODEINE NO. 4 - TAB,19
SYNTHROID - TAB 75MCG,19
DERMOVATE,19
XYLOCAINE VISCOUS 2%,19
SERZONE-5HT2,19
AMILORIDE/HYDROCHLOROTHIAZIDE,19
NEGGRAM,19
NOVO-METHACIN,19
REBETRON,19
TRANSDERMAL NICOTINE PATCH,19
NITRONG SR SRT 2.6MG,19
EMPRACET-30,19
CO-TRIMOXAZOLE DS,19
VALIUM 5 TAB,19
NITROUS OXIDE,19
NOLVADEX,19
CARBOCAL D 400,19
QUINIDINE,19
ALESSE 28,19
RYTHMOL,19
TIMENTIN,19
MULTI-VITE,19
APO-OXAZEPAM,19
LETROZOLE,19
ZIDOVUDINE,19
STRATTERA,19
SALINE,19
NOVO-TRIAMZIDE,19
EMEND,19
LUDIOMIL,19
MEDROXYPROGESTERONE ACETATE,19
ALERTEC,19
GLYCERYL TRINITRATE,19
GANTANOL,19
CARBOLITH,19
ZOLADEX,19
QUINIDINE SULFATE,19
ARTIFICIAL TEARS,19
MENTHOL,19
CLARUS,19
CEPHALEXIN MONOHYDRATE,19
NOVO-PUROL,19
NOVO-SPIROTON,19
LECTOPAM,19
GARAMYCIN OPH SOLN 3MG/ML,19
ASPIRIN COATED,19
NIZORAL,19
SECTRAL,19
LOPRESOR SR,19
DIPYRIDAMOLE,19
RAN-FENTANYL TRANSDERMAL SYSTEM,19
ANDROGEL,19
ACTOS,19
TAMIFLU,19
TOLBUTAMIDE TAB 500MG,19
ECTOSONE,19
ACIDOPHYLUS,19
FURADANTIN,19
MORPHINE SULPHATE INJECTION, USP,19
IRON SULPHATE,19
LIPIDIL SUPRA,19
BOTOX PWS INJ 100UNIT/VIAL,19
BECLOMETHASONE,19
VALIUM INJ ROCHE 5MG/ML,19
