drug,countreact
SEPTRA,52
XARELTO,52
CETIRIZINE,52
ESTRACE,52
EXELON,52
LEVEMIR PENFILL,52
CLARITIN,52
GLEEVEC,52
VIAGRA,52
NORMAL SALINE,52
VALTREX,52
QUININE,52
METHYLPREDNISOLONE NOS,52
EXJADE,51
STATEX,51
FLURAZEPAM HYDROCHLORIDE,51
CRESTOR - 10MG,51
EPIPEN,51
FLUVIRAL,51
GLYCERYL TRINITRATE,51
METHYLPREDNISOLONE SODIUM SUCCINATE FOR INJECTION,51
TERAZOSIN,51
PROGESTERONE,51
BETAMETHASONE,51
CARBOPLATIN,51
ENTERIC COATED A.S.A,51
COLCHICINE,51
TAMOXIFEN,51
MONOPRIL,51
AZITHROMYCIN,50
KEFLEX,50
MAXERAN,50
NITRO-DUR,50
SODIUM BICARBONATE,50
ACETAMINOPHEN AND CODEINE,50
SEREVENT,50
HALDOL,50
PEGETRON,50
LIPIDIL,50
CALCIUM & MAGNESIUM,50
FAMOTIDINE,50
DIURETIC(S),50
ACETYLSALICYLIC ACID ENT CTD,50
KEPPRA,50
VANCOMYCIN HYDROCHLORIDE FOR INJECTION, USP,49
ESTRADIOL,49
OXYCODONE-ACETAMINOPHEN,49
BISACODYL,49
ANALGESICS,49
DITROPAN,49
FLUOROURACIL,49
DIDROCAL-400MG(ETIDRONATE DISOD.)TAB AND 1250MG(CA CARB.)TAB(500MG CA),49
RASILEZ,49
LEVAQUIN,49
ESTRADERM,49
ANTIDEPRESSANTS,49
POTASSIUM (NOS),49
FOSINOPRIL,48
VALACYCLOVIR,48
TUBERCULIN PPD (MANTOUX),48
DESIPRAMINE,48
SALOFALK,48
ATENOLOL,48
STELARA,48
IPRATROPIUM,48
IRBESARTAN,48
CARDIZEM,48
CLARITHROMYCIN,48
EXTAVIA,48
TACROLIMUS,48
CONCERTA,48
GENTAMICIN,48
ZYBAN,48
AVODART,48
ATROPINE,47
SYMBICORT 200 TURBUHALER,47
ARICEPT,47
POTASSIUM,47
PRAMIPEXOLE,47
LANOXIN,47
INFLUENZA VACCINE,47
MIRAPEX,47
AMPICILLIN,47
PAMIDRONATE DISODIUM FOR INJECTION,47
APO FUROSEMIDE,47
DIABETA,47
TETRACYCLINE,47
RISPERDAL CONSTA,47
FLOVENT HFA,47
MILK OF MAGNESIA,47
VALIUM,47
COD LIVER OIL,47
PROGRAF,47
DOXORUBICIN HYDROCHLORIDE INJECTION,47
DECADRON,47
NITROLINGUAL PUMPSPRAY,46
NICODERM,46
DENOSUMAB,46
L-THYROXINE,46
GILENYA,46
ALERTEC,46
HABITROL,46
DICETEL,46
WELLBUTRIN XL,46
PARACETAMOL,46
NOVOLIN,46
JANUVIA,46
TYLENOL WITH CODEINE,46
DICLOFENAC SODIUM,46
CARVEDILOL,46
ASTHMA MEDICATIONS,46
ZITHROMAX,46
ATACAND PLUS,46
NADOLOL,46
ZINC,46
MAALOX,46
ANTIHISTAMINIC DRUGS,45
CANDESARTAN CILEXETIL,45
CLOZAPINE,45
NOVASEN,45
COSOPT  -(2%/0.5% OPH DPS),45
STEROID(S),45
PACKED RED BLOOD CELLS,45
CISPLATIN INJECTION,45
PENICILLIN,45
LEVODOPA-CARBIDOPA,45
COENZYME Q10,45
NOZINAN,45
LAXATIVES,45
RESTORIL,45
MOTRIN,45
VANCOMYCIN,45
DILTIAZEM CD,45
APO HYDRO,45
FLUVOXAMINE,45
MACROBID,44
CHOLESTYRAMINE,44
SODIUM CHLORIDE,44
SOTALOL,44
ANCEF,44
SUPEUDOL,44
CHLORPROMAZINE,44
GLUCONORM,44
MICARDIS PLUS,44
CIMZIA,44
SANDOSTATIN LAR 10MG,44
FEMARA 2.5MG,44
PANTOPRAZOLE SODIUM,44
DEPO-PROVERA STERILE AQUEOUS SUSPENSION 150 MG/ML,44
TUMS,44
DOXYCYCLINE,44
TYLENOL WITH CODEINE NO. 2 - TAB,44
NIACIN,44
BENZTROPINE MESYLATE,44
TOBRAMYCIN INJECTION USP,44
ADALAT XL - SRT,43
STUDY DRUG,43
COGENTIN,43
ESOMEPRAZOLE,43
K-DUR,43
ZELDOX,43
OXEZE TURBUHALER,43
KALETRA,43
CENTRUM TABLETS,43
HUMULIN R INJ,43
DIOVAN-HCT,43
GLUCOSAMINE & CHONDROITIN,43
PROMETRIUM,43
DALMANE,43
VENTOLIN FOR INHALATION,43
CLOBAZAM,42
AREDIA,42
AMOXIL,42
PRAVACHOL,42
UNIPHYL,42
CODEINE CONTIN,42
YAZ,42
ATARAX,42
LAMICTAL,42
NUVARING,42
VENOFER,42
OXYNEO,42
FLEXERIL   -(10MG),42
ENOXAPARIN,42
LABETALOL,41
INSULIN NPH,41
PROVERA,41
ACCUTANE ROCHE,41
EVISTA (60MG),41
MINOCYCLINE,41
NEXIUM - 40MG,41
MYCOPHENOLATE MOFETIL,41
ZOMIG,41
HUMULIN,41
IMDUR - EXTENDED RELEASE TABLETS 60 MG,41
ACEBUTOLOL HYDROCHLORIDE,41
APO-OMEPRAZOLE,41
LEVOFLOXACIN,41
EVRA   -(6/0.60),41
IV FLUIDS,41
ALEVE,41
CEFTAZIDIME FOR INJECTION, USP,41
SEPTRA INJECTION,41
CHLORHEXIDINE,41
MULTIPLE VITAMINS,41
ADALAT,41
FINASTERIDE,41
QVAR,41
NOVO-HYDRAZIDE,41
TRIAZOLAM,41
TYLENOL EXTRA STRENGTH EZ,41
DESYREL,41
TAXOTERE,41
TENORMIN,41
ISONIAZID,41
ADRENALIN CHLORIDE SOL 1:1000,41
GAVISCON,41
MERCAPTOPURINE,40
COMBIVENT,40
APO-SALVENT,40
ETOPOSIDE INJECTION, USP,40
ZYPREXA ZYDIS,40
BENZTROPINE,40
IMIPRAMINE,40
METFORMIN HYDROCHLORIDE,40
ROCEPHIN,40
ELOXATIN,40
ALENDRONATE SODIUM,40
TRIDURAL,40
AVAMYS,40
PROBIOTIC,40
DURAGESIC MAT,40
DIPHTHERIA AND TETANUS TOXOIDS WITH PERTUSSIS VACCINE ADSORBED,40
NICORETTE GUM,40
PENTASA,40
DIDROCAL,40
TESTOSTERONE,40
HALCION,40
CHLORAL HYDRATE SYRUP,40
APO-RAMIPRIL,40
SUTENT,39
NEUPOGEN,39
CALTRATE,39
SUCRALFATE,39
MAXALT,39
TYLENOL WITH CODEINE NO. 4 - TAB,39
DOCUSATE,39
STRATTERA,39
ALDACTAZIDE,39
LIORESAL INTRATHECAL 2MG/ML,39
PURINETHOL,39
VITAMIN A,39
CARBOCAL D,39
TOTAL PARENTERAL NUTRITION (TPN),39
OLMETEC,39
CO-TRIMOXAZOLE,39
MOMETASONE FUROATE,39
FIRMAGON,39
VALIUM 5 TAB,39
LITHIUM CARBONATE,39
CIMETIDINE,38
FIORINAL,38
FUCIDIN,38
CAPTOPRIL,38
MESALAZINE,38
PROSCAR,38
ISORDIL,38
DULCOLAX,38
URSODIOL,38
DETROL LA,38
ASAPHEN EC,38
DYAZIDE TAB,38
CALCITRIOL,38
CYTARABINE INJECTION,38
ANTICOAGULANTS,38
QUINAPRIL,38
BROMAZEPAM,38
BUTRANS 5,38
SALMON OIL,38
PULMICORT TURBUHALER,38
RIFAMPIN,38
PROCYCLIDINE HCL,38
FELODIPINE,38
METHOTREXATE INJECTION, USP,38
BACTRIM,38
VESICARE,38
ANAFRANIL,38
VENLAFAXINE,38
DOXEPIN HYDROCHLORIDE,37
INTUBATION,37
DEPO-MEDROL,37
THYROID HORMONES,37
ABILIFY,37
ACTOS,37
INDOCID,37
SERC,37
RAPAMUNE,37
COCAINE,37
PALAFER,37
DEXEDRINE,37
3TC,37
IMMUNE GLOBULIN INTRAVENOUS (HUMAN),37
DEPO-PROVERA STERILE AQUEOUS SUSPENSION,36
TIAZAC XC,36
CLOTRIMAZOLE,36
SULCRATE,36
HERCEPTIN VIALS,36
ACIDOPHYLUS,36
PROMETRIUM  - CAP 100MG,36
SALAZOPYRIN,36
VICTRELIS,36
ZYLOPRIM,36
FLORINEF,36
SOFLAX,36
LAMISIL,36
AGRIFLU,36
CARDIZEM CD,36
PEGASYS,36
PROTOPIC,36
MONOCOR,36
LOSARTAN,36
NITROFURANTOIN,36
MACROBID (100 MG),36
DESFERAL,36
ZESTRIL,36
HYDROCORTISONE ACETATE CREAM USP,36
BOTOX COSMETIC,36
HYDRALAZINE,36
BIAXIN XL,36
CHLOR-TRIPOLON,36
ZOVIRAX,36
ZAROXOLYN,36
MULTIVITAMINS WITH MINERALS,36
APO-LANSOPRAZOLE,36
DIPHTHERIA AND TETANUS TOXOIDS ADSORBED,36
CALCITONIN,35
LUCENTIS,35
ROCURONIUM,35
EMPRACET,35
ALESSE 28,35
STIVARGA,35
ATORVASTATIN,35
INDERAL,35
ESTRADOT,35
LOZIDE,35
RAN-FENTANYL TRANSDERMAL SYSTEM,35
THEO-DUR,35
NICOTINE,35
ANTI-INFLAMMATORY AGENTS,35
APO-AMITRIPTYLINE,35
RADIOTHERAPY,35
SPRYCEL,35
INVEGA SUSTENNA PRE-FILLED SYRINGE,35
CYTOTEC,35
NOVO-SPIROTON,35
ROCALTROL,35
MIACALCIN NASAL SPRAY 200 IU,35
NEORAL,35
CORTEF,35
THYROID,35
DIANE-35,35
MODURET,35
ADACEL,35
MISOPROSTOL,35
ADVAIR 250,34
VALIUM ORAL,34
KEMADRIN,34
TYSABRI,34
DIFLUCAN,34
DAXAS FILM-COATED TABLETS,34
TIMOLOL,34
MEVACOR,34
TRIAMTERENE & HYDROCHLOROTHIAZIDE,34
MYCOSTATIN,34
ZOLADEX LA INJ DEPOT 10.8MG,34
MOTILIUM TAB 10MG,34
QUININE SULFATE,34
KETOROLAC,34
MAGNESIUM SULFATE,34
APO-HYDROXYQUINE,34
PEPCID,34
ISOSORBIDE DINITRATE,34
RED BLOOD CELLS,34
REQUIP,34
CLOPIDOGREL,34
GARLIC,34
DOPAMINE,34
TASIGNA,34
METHYLPREDNISOLONE SODIUM SUCCINATE,34
MARVELON 28,34
CLAVULIN,34
MEDROXYPROGESTERONE ACETATE,34
TAZOCIN,34
SULFAMETHOXAZOLE AND TRIMETHOPRIM,34
ENTOCORT CAPSULE 3MG,34
METOLAZONE,34
ATIVAN SUBL,34
TRI-CYCLEN TABLETS - 28-DAY,34
CALAMINE LOTION,33
BETA-BLOCKING AGENTS,33
ELMIRON   -(100MG),33
PLATELETS,33
BRICANYL,33
METHYLPHENIDATE,33
ELIDEL,33
NOVO VENLAFAXINE XR,33
GLYCERIN SUPPOSITORIES,33
INNOHEP,33
CEFTRIAXONE FOR INJECTION USP,33
M-ESLON,33
ADVAIR 500 DISKUS,33
RIBAVIRIN,33
CEFUROXIME FOR INJECTION USP,33
CALCIUM SANDOZ,33
NSAIDS,33
HYDROXYUREA,33
TICLID TAB 250MG,33
AVONEX,33
VENTOLIN HFA,33
MODAFINIL,33
THEOPHYLLINE,33
BECLOMETHASONE,33
METHYLDOPA,33
AGGRENOX,33
TWINRIX,33
ALESSE 28 TABLETS,33
PENICILLIN NOS,33
LUVOX,33
LESCOL,33
XATRAL,33
ACETAMINOPHEN WITH CODEINE - CAPLET,33
CEFTIN,33
HUMULIN 30/70 (INSULIN HUMAN BIOSYNTH INJ),33
LOVASTATIN,33
PACLITAXEL INJECTION,32
TELMISARTAN,32
ADRIAMYCIN,32
ALTACE HCT,32
KYTRIL,32
LARGACTIL,32
BLOOD WHOLE,32
VERSED,32
BICALUTAMIDE,32
HORMONE REPLACEMENT THERAPY,32
ALLEGRA,32
IMMUNE SERUM GLOBULIN (HUMAN),32
TAGAMET,32
CLOPIDOGREL BISULFATE,32
C.E.S. TABLETS,32
DDAVP,32
ICE PACKS,32
ANTACID,32
HEPATITIS B VACCINE,32
CEFOTAXIME,32
BOTOX PWS INJ 100UNIT/VIAL,32
NIFEDIPINE XL,32
GLYCERIN,32
SABIN,32
DOXAZOSIN,32
TIMOPTIC,32
DARVON N 100MG CAP,32
APO TRIAZIDE TAB,32
ONE ALPHA,32
PRINIVIL,32
ADVAIR 250 DISKUS,32
PHENERGAN,32
APO FOLIC ACID TAB 5MG,32
CECLOR,32
CLOBAZAM-10,32
SENOKOT TABLETS,32
APO METOPROLOL,32
DEXTROSE 5% IN WATER,32
ROBAXACET,32
ACEBUTOLOL,32
PRIMIDONE,32
LOXAPINE,32
LIPID MODIFYING AGENT,32
LUPRON,32
LIORESAL,32
NICODERM 21MG/DAY TRD 114MG/PAD,32
FLEET ENEMA,31
CHLORTHALIDONE,31
AMINOPHYLLINE,31
NOVO-TRIAMZIDE,31
ANDROGEL,31
OMNIPAQUE,31
MERIDIA,31
DAPSONE,31
ALDARA 5% CREAM,31
CAPOTEN,31
XYLOCAINE,31
BENLYSTA FOR I.V. INFUSION ONLY. 80MG/ML (RECONST.),31
NOVO-SEMIDE,31
BACTROBAN,31
ACCURETIC,31
AMEVIVE,31
METHOTRIMEPRAZINE,31
FRISIUM TABLET 10MG,31
RHINOCORT,31
BRICANYL TURBUHALER 0.5 MG/AEM,31
ATASOL TAB 325MG,31
PETHIDINE INJECTION B.P.,31
APO-OXAZEPAM,31
VIDAZA,31
DICLECTIN,31
QUESTRAN,31
PREPULSID,31
LUMIGAN,31
LECTOPAM,31
ELOCOM,31
RHOVANE,31
ZOLADEX,31
VAGIFEM,31
TYKERB,31
AREPANRIX H1N1,31
HYDRATION,31
HYDROXYCHLOROQUINE SULFATE,31
PIOGLITAZONE,30
CATAPRES,30
STELAZINE,30
OTRIVIN,30
REMERON RD,30
MONTELUKAST,30
APO-CLINDAMYCIN,30
LEVETIRACETAM,30
NABILONE,30
SECONAL SODIUM PULVULE 240 0.1GM,30
CRESTOR - 5MG,30
VYVANSE,30
RISEDRONATE,30
RISPERIDONE (JANSSEN-ORTHO),30
INH,30
NIASPAN,30
CRANBERRY,30
NOVOLIN GE NPH INJ SUS 100U/ML,30
CALCIUM CITRATE,30
D-TABS,30
KAYEXALATE,30
VENTILATION,30
EURO D,30
EXELON PATCH 10         -(9.5 MG/24 H),30
HORMONES,30
COVERSYL PLUS,30
POLYSPORIN,30
INTRON A,30
PROPAFENONE,30
OXY.IR,30
BUSPAR TAB 10MG,30
COMBIGAN,30
MICRONOR TABLETS 28-DAY,30
ISOPTIN,30
COMTAN,30
MELLARIL,30
SELDANE,30
CISAPRIDE,30
HYDRODIURIL,30
GLUCOSAMINE SULFATE,30
COREG,29
FLOLAN,29
BECLOFORTE INHALER - AEM INH 250MCG/AEM,29
BUPIVACAINE,29
LIBRIUM,29
GEMFIBROZIL,29
CLOMIPRAMINE,29
INCIVEK,29
REFRESH LACRI-LUBE,29
ISOSORBIDE MONONITRATE,29
KETOPROFEN,29
ALPHAGAN,29
PRIMROSE OIL,29
CHOLEDYL,29
DEXTROSE,29
ZYTRAM XL,29
TRACLEER,29
SENOKOT S TAB,29
FLUIDS,29
BUSPIRONE,29
MARVELON 28 TAB,29
LIPITOR 10MG TABLETS,29
TIMENTIN,29
SERZONE-5HT2,29
PIPERACILLIN/TAZOBACTAM,29
PMS-HYDROMORPHONE,29
ADDERALL XR,29
SUPRAX,29
CARBOLITH,29
FLUANXOL,29
VICTOZA MULTIDOSE PEN-INJECTOR. 30DOSES(0.6MG)-15DOSES(1.2MG)-10DOSES(1.8MG). 1/2/3,29
CELECOXIB,29
APO-RANITIDINE,29
FLUANXOL DEPOT,29
SPORANOX,29
CALCIUM GLUCONATE,29
MINIPRESS,29
DEXILANT,29
BUTRANS 20,29
GRANULOCYTE COLONY STIMULATING FACTOR (G-CSF),29
THIAMINE HCL,29
SALINE,29
REPLAVITE,29
RATIO-EMTEC-30,29
SODIUM CHLORIDE INJECTION, USP,29
MEPERIDINE,29
INDERAL LA,29
CELEBREX 200MG,29
TEMPRA,29
ASPIRIN - TABLETS,29
MICRO-K EXTENCAPS,29
SANDOZ BISOPROLOL,29
VERAPAMIL HYDROCHLORIDE INJECTION USP,29
TRANSDERM-V,28
RENEDIL,28
SODIUM AUROTHIOMALATE INJECTION BP,28
TALWIN 30 MG/ML,28
SLEEPING PILL(S),28
HYOSCINE,28
SLOW K,28
FIORINAL C1/2 CAP,28
DIABETES MEDICATIONS,28
BENTYLOL,28
PIPERACILLIN FOR INJECTION, USP,28
PARNATE,28
OPIOID (S),28
MEZAVANT,28
FAMCICLOVIR,28
GAMUNEX,28
APO-NAPROXEN,28
CALTRATE PLUS,28
PENTAMIDINE ISETHIONATE,28
TEQUIN,28
POLYSPORIN ANTIBIOTIC OINTMENT,28
ANTIPRURITICS (ANTIHISTAMINES, ANESTHETICS, ETC),28
LIORESAL INTRATHECAL,28
GINKGO BILOBA,28
GINSENG,28
BLOOD TRANSFUSION,28
SUCCINYLCHOLINE CHLORIDE,28
CANESTEN,28
CIPRALEX   -10MG,28
CYANOCOBALAMIN TANNIN COMPLEX,28
DIOVOL,28
TRILEPTAL,28
AMILORIDE/HYDROCHLOROTHIAZIDE,28
APO-DIVALPROEX,28
SUSTIVA,28
NEULASTA,28
EVENING PRIMROSE OIL,28
ALBUMIN (HUMAN),28
SURFAK,28
ECHINACEA,28
NITROLINGUAL SPRAY 0.4MG/EAM,28
EMLA CRM,28
REMINYL,28
BRICANYL TURBUHALER,28
CRESTOR - 20MG,28
SEPTRA DS TABLETS,28
DALACIN C PHOSPHATE,28
CAFFEINE,28
MILK THISTLE,28
ISENTRESS,28
NOVAMOXIN,28
SECTRAL,28
ASPIRIN CHILDRENS,28
GRANISETRON,27
VANCOCIN,27
PRADAXA,27
VFEND,27
PENICILLIN G,27
BUTRANS 10,27
INSULIN TORONTO,27
NITROGLYCERIN PASTE,27
VITAMIN D                          /00107901/,27
SYNTHROID - TAB 75MCG,27
NEXAVAR,27
BENZODIAZEPINES,27
NOVO-LORAZEM,27
METOCLOPRAMIDE HCL,27
DIDRONEL,27
BETAHISTINE,27
NOVOLIN GE TORONTO INJ 100U/ML,27
DIOVAN-HCT 160MG/12.5MG,27
FLUDARABINE,27
VITAMIN D3,27
HYTRIN,27
BECONASE,27
SINEQUAN,27
CIPRO XL,27
PREGABALIN,27
NOVO-TRIPTYN,27
SYNAGIS,27
BROMOCRIPTINE,27
FLU VACCINE,27
ROSUVASTATIN CALCIUM,27
MMR II,27
CANNABIS,27
CORDARONE,27
TRANSDERMAL NICOTINE PATCH,27
ADVIL LIQUI-GELS,27
REBETRON,27
NOVO-GABAPENTIN,27
CAELYX,27
MAGNOLAX,27
MANERIX,27
OGEN,27
TAMIFLU CAPSULE 75MG,27
ACCOLATE TAB 20 MG,27
L-ASPARAGINASE,27
INHIBACE,27
ALDOMET,27
RATIO-SALBUTAMOL HFA,27
LEVODOPA,27
FLAXSEED,27
THIORIDAZINE,27
INFUFER,27
NOVO-RABEPRAZOLE EC,27
APO-CLOZAPINE,27
DIANEAL PD4 CAPD SOLUTION WITH 4.25% DEXTROSE AND 2.5MEQ/L CALCIUM,27
NARCOTIC ANALGESICS,26
SLOW -K,26
XENICAL 120MG CAPSULE,26
TAXOL LIQ IV 6MG/ML,26
LIPITOR 20MG TABLETS,26
MEDROXYPROGESTERONE,26
TAMIFLU,26
