drug,countreact
ADVAIR,6
INNOHEP,6
IRON SUPPLEMENT,6
FERROUS SULPHATE,6
TRI-CYCLEN LO        (28 DAY),6
COPPER-T,5
PRENATAL VITAMINS,5
PHENYTOIN,5
LOVENOX,5
MARIJUANA,5
REBETRON,5
CYTOTEC,5
CONCERTA,5
FERROUS GLUCONATE,5
COPPER-7,5
SYNTOCINON INJ 50UNIT/5ML,5
LAMICTAL,5
CALCIUM CARBONATE,5
TYLENOL EXTRA STRENGTH EZ,5
FLAGYL,5
ALESSE 28,5
VALSARTAN,5
DIAZEPAM,5
AZATHIOPRINE,5
ZOFRAN,5
ONDANSETRON,5
PREDNISOLONE,5
BUPROPION,5
TUMS,5
YAZ,5
ABILIFY,5
ANESTHETICS,5
CURETTAGE,5
ERGOCALCIFEROL,5
QUETIAPINE,5
ISOTRETINOIN,5
ELTROXIN,5
ERYTHROMYCIN,5
TOPAMAX,5
MERCAPTOPURINE,5
GILENYA,5
ARAVA,5
LANTUS,5
ALPRAZOLAM,5
STELARA,5
DIPHENHYDRAMINE,5
LEVEMIR PENFILL,5
TRI-CYCLEN,5
MISOPROSTOL,5
DOCUSATE SODIUM,5
PROMETRIUM  - CAP 100MG,5
AVIANE 28,4
PEGASYS RBV,4
SPIRIVA,4
MICRONOR TABLETS 28-DAY,4
DEPO-PROVERA STERILE AQUEOUS SUSPENSION,4
PALAFER,4
FLEXERIL   -(10MG),4
AZITHROMYCIN,4
MARVELON 28 TAB,4
EPIPEN,4
PENICILLIN V,4
HYDROXYZINE,4
CU-7,4
PARACETAMOL,4
SODIUM AUROTHIOMALATE INJECTION BP,4
CALCITRIOL,4
METHYLPREDNISOLONE SODIUM SUCCINATE FOR INJECTION,4
CLINDAMYCIN,4
WELLBUTRIN,4
PHENOBARBITAL,4
ACETYLSALICYLIC ACID,4
ANTIEMETICS,4
IMODIUM,4
CORTICOSTEROID(S),4
DIANE-35,4
ORTHO 10/11 TABLETS (28 DAY),4
PAXIL CR,4
SEROPHENE TAB 50MG,4
ANTIPRURITICS (ANTIHISTAMINES, ANESTHETICS, ETC),4
XENICAL 120MG CAPSULE,4
RISPERIDONE,4
INTUBATION,4
METHADONE,4
MORPHINE SULFATE,4
ETHANOL,4
ADVAIR DISKUS,4
SIMPONI,4
KINERET,4
THIAMINE HCL,4
LITHIUM,4
VITAMIN C,4
NORETHINDRONE,4
PURINETHOL,4
AERIUS,4
ISENTRESS,4
CEFTRIAXONE FOR INJECTION USP,4
GARDASIL,4
INSULIN NPH,4
PHENYLEPHRINE HCL,4
ACTEMRA,4
SAFE-T-COIL,4
IMOVANE,4
DIMENHYDRINATE,4
DOXYCYCLINE,4
INDOCID,4
SPIRONOLACTONE,4
ATENOLOL TABLETS, BP,4
XYLOCAINE,4
OMEPRAZOLE,4
PROVERA,4
ARTHROTEC,4
YASMIN 28,4
PANTOPRAZOLE,4
GABAPENTIN,4
STEROID(S),4
MEASLES MUMPS RUBELLA VIRUS VACCINE,4
AVELOX,4
DEMEROL,3
DILANTIN,3
PHENOXYBENZAMINE,3
PROPRANOLOL,3
IMODIUM - CAPLET 2MG,3
TACROLIMUS,3
TERFENADINE,3
NICODERM,3
ORTHO 7/7/7 TABLETS (28 DAY),3
PREPIDIL GEL,3
AMOXIL,3
SULFATRIM,3
TYLENOL WITH CODEINE NO. 3 - TAB,3
VALTREX,3
ESTRADIOL,3
PULMICORT,3
ASACOL,3
ATROVENT,3
KIVEXA,3
THIOGUANINE,3
VENTILATION,3
ZOMIG TAB 2.5 MG,3
DEXAMETHASONE,3
PREMEDICATION,3
ACCUTANE ROCHE,3
ANTI-HYPERTENSIVE MEDICATION(S),3
SYNPHASIC-28 TABLETS,3
AVAPRO,3
LEVOFLOXACIN,3
THYROXINE,3
TRI-CYCLEN LO        (-28 DAY NOT PART OF PRODUCT NAME),3
NEXIUM,3
DIGOXIN,3
PROPOFOL INJECTION,3
VALACYCLOVIR,3
WINRHO,3
DILAUDID,3
EMPRACET,3
PROPYLTHIOURACIL,3
GENTAMICIN,3
INTERFERON,3
AVONEX,3
TOTAL PARENTERAL NUTRITION (TPN),3
PROSTIN E2 VAGINAL GEL,3
AREPANRIX H1N1,3
TAPAZOLE,3
COZAAR,3
RITUXAN,3
ANAESTHESIA LOCAL,3
HYDROXYUREA,3
ASA,3
BETAMETHASONE,3
CHAMPIX,3
VENLAFAXINE XR,3
CLARITIN,3
MIRAPEX,3
DETROL,3
ROBAXACET,3
AVANDIA,3
BIAXIN,3
TRI-CYCLEN LO,3
TWINRIX,3
DECADRON,3
DOMPERIDONE,3
OXAZEPAM,3
ACETAMINOPHEN AND CODEINE,3
AMINOPHYLLINE,3
SYNTOCINON INJ,3
OXYGEN,3
ALESSE 21 TABLETS,3
ATACAND PLUS,3
CYCLOSPORINE,3
DEPAKENE,3
ENDOMETRIN,3
FRISIUM TABLET 10MG,3
ALEVE,3
SALOFALK,3
LIPITOR,3
TYSABRI,3
MIDAZOLAM INJECTION,3
CYTARABINE INJECTION,3
PRINIVIL,3
ANAESTHESIA GENERAL,3
LASIX,3
THIOPENTAL SODIUM,3
AMEVIVE,3
HUMULIN N INJ 100UNIT/ML,3
IMITREX,3
SODIUM CITRATE,3
CYCLEN TABLETS (28 DAY),2
NOROXIN,2
QVAR,2
ACIDOPHYLUS,2
RHOGAM,2
APO-PAROXETINE,2
SUCCINYLCHOLINE CHLORIDE,2
ATACAND,2
LAMISIL TAB 250MG,2
BLOOD WHOLE,2
MEZAVANT,2
CLOZAPINE,2
WINRHO SDF,2
ZIDOVUDINE,2
NORVASC,2
DILTIAZEM,2
DOXORUBICIN HYDROCHLORIDE INJECTION,2
ESTRACE,2
PROSCAR,2
RATIO-OXYCOCET,2
RINGER'S INJECTION USP,2
INTRAUTERINE CONTRACEPTIVE,2
ATASOL TAB 325MG,2
LANSOPRAZOLE,2
BREVICON,2
VIREAD,2
COCAINE,2
COUMADIN,2
ZITHROMAX CAP 250MG,2
OMEGA - 3,2
ALLOPURINOL,2
ATRACURIUM BESYLATE INJECTION,2
THEOPHYLLINE,2
TRIQUILAR 28,2
VANCOMYCIN HYDROCHLORIDE FOR INJECTION, USP,2
VITAMIN B COMPLEX,2
MULTILOAD CU 250 (DEVICE),2
YASMIN 21,2
CRESTOR,2
DICLOFENAC,2
ONGLYZA,2
5-ASA,2
FUSIDIC ACID,2
RIVOTRIL,2
HISMANAL TAB 10MG,2
INHALER(S),2
IRON SULPHATE,2
LEUCOVORIN,2
TRAZODONE,2
CARBOLITH,2
MAXERAN,2
CHARCOAL ACTIVATED ADRIEN GAGNON,2
YF-VAX (YELLOW FEVER VACCINE),2
DALKON SHIELD,2
EPIVAL,2
GAMMAGARD S/D  (IV),2
REPLAGAL,2
AMERGE,2
APO-LANSOPRAZOLE,2
STRESSTABS NOS,2
ISOFLURANE USP,2
BECLOMETHASONE AQUEOUS NASAL SPRAY 50MCG/METERED DOSE,2
LOPERAMIDE,2
MEDROXYPROGESTERONE ACETATE,2
URSODEOXYCHOLIC ACID,2
NORMAL SALINE,2
DEXTROSE 5% IN 0.9% SODIUM CHLORIDE,2
FIORINAL C1/4 CAP,2
IV FLUIDS,2
AVIANE 21,2
TERBINAFINE,2
LIDODAN OINTMENT 5%,2
TOBACCO,2
TRIAMCINOLONE,2
MANERIX,2
ZIAGEN,2
DEMULEN 30 (28 DAY PACK),2
OCTOCAINE,2
DOSTINEX,2
PLATELETS,2
PRENAVITE TABLETS,2
RIFAMPIN,2
SPIGELON TABLET (HOMEOPATHIC),2
TAMIFLU CAPSULE 75MG,2
LINESSA 28,2
CALTRATE,2
TYLENOL WITH CODEINE NO. 2 - TAB,2
MERIDIA,2
MICARDIS PLUS,2
CLOXACILLIN,2
ZITHROMAX,2
DEPO-MEDROL,2
DOXYLAMINE SUCCINATE,2
ESTRADERM,2
PMS-CITALOPRAM,2
PREVACID,2
ALLERGY MED,2
SERZONE-5HT2,2
LAPARASCOPY,2
LIPPES LOOP,2
TRAMADOL HYDROCHLORIDE,2
TRIQUILAR 21,2
MIGRAHERB (WILD ROSE),2
NITROFURANTOIN,2
DURATOCIN INJECTION,2
PLAQUENIL                          /00072602/,2
FLONASE - AEM-SUS NAS  50MCG/MD,2
RED RASPBERRY LEAF (ST FRANCIS HERB FARM),2
ALTACE,2
ATROPINE SULPHATE 1% - LIQ OPH,2
BACLOFEN,2
ZOMIG,2
DIPHENHYDRAMINE HYDROCHLORIDE,2
PREGVIT FOLIC 5,2
FLUID(S),2
GAMIMUNE N,2
GYNE-T (DEVICE),2
APO-LABETALOL TABLETS,2
ASAPHEN EC,2
L-THYROXINE,2
BECLOMETHASONE,2
CAFFEINE,2
METHYLPREDNISOLONE NOS,2
MYDFRIN LIQ 2.5%,2
ZOVIRAX,2
PARIET,2
FOLATE,2
ALDOMET,2
HUMULIN R INJ,2
ANTIDEPRESSANTS,2
IMMUNE GLOBULIN INTRAVENOUS (HUMAN),2
SODIUM CROMOGLYCATE,2
LACTULOSE SYRUP,2
TEQUIN,2
TYLENOL ARTHRITIS PAIN,2
CORTENEMA SUS 100MG/60ML,2
NAPROSYN                           /00256201/,2
DILATATION,2
FISH OIL,2
PROPRANOLOL HYDROCHLORIDE INJECTION USP,2
RAMIPRIL,2
GEN-PAROXETINE,2
HEPARIN - LEO,2
LAMIVUDINE,2
TESTOSTERONE,2
TYLENOL W CODEINE NO3 TAB,2
CELLCEPT,2
VALPROIC ACID,2
VICTOZA MULTIDOSE PEN-INJECTOR. 30DOSES(0.6MG)-15DOSES(1.2MG)-10DOSES(1.8MG). 1/2/3,2
NAPROXEN SODIUM,2
OLANZAPINE,2
ORTHO-CEPT TABLETS (28 DAY),2
PLAVIX,2
PHOTOTHERAPY - SEE LIGHT,2
FAMVIR,2
FLAXSEED OIL,2
PROSTIN E2,2
ADALAT,2
INTRON A,2
KEPPRA,2
VIRAMUNE,2
VISUDYNE,2
COVERSYL - 4MG TAB,2
ORTHO-NOVUM 1/80,2
PAMIDRONATE DISODIUM FOR INJECTION,2
PENICILLIN G SODIUM FOR INJECTION, USP,2
PRED FORTE 1%,2
3TC,2
RITALIN,2
SANDOSTATIN LAR 20MG,2
SURFACTANT,2
ATRIPLA,2
KETOROLAC,2
THIAMINE,2
TRUVADA,2
CESAMET,2
VENLAFAXINE HYDROCHLORIDE,2
MULTIPLE VITAMINS,2
OPIOID (S),2
FLUCONAZOLE,2
PUREGON,2
ABACAVIR,2
GRIPE WATER,2
ROBAX PLATINUM,2
ALYSENA 21,2
ANAPROX,2
ASAPHEN,2
LYSIS OF ADHESIONS,2
CECLOR,2
DAUNOMYCIN,2
DEXEDRINE,2
EPREX STERILE SOLUTION,2
PERINDOPRIL,2
QUESTRAN,2
STUDY DRUG,2
ISOPTIN,2
LACTAID,2
LEVONORGESTREL,2
MEDROXYPROGESTERONE ACETATE INJECTABLE SUSPENSION USP,2
CHORIONIC GONADOTROPIN FOR INJECTION, USP,2
MOBICOX,1
NALOXONE,1
ZELNORM,1
NEXIUM - 40MG,1
DIALYSIS,1
NUBAIN INJECTION,1
ORIFER F,1
DOPAMINE,1
OXYCONTIN 80MG,1
ELOCOM,1
ERYC DELAYED-RELEASE CAPSULES,1
EXJADE,1
FIORINAL TAB,1
FOSAMAX,1
GEMFIBROZIL,1
ALESSE 21,1
HEMABATE,1
RUBELLA VACCINE,1
AMLODIPINE,1
HY-PAK MASTITIS (VET),1
SERC,1
SOLU-MEDROL,1
INTEGRILIN,1
JACK & JILL COUGH SYRUP,1
BENDROFLUAZIDE,1
LIGHT (TRIPLE ...) - PHOTOTHERAPY FOR BILIRUBINAEMIA,1
TOFRANIL,1
LOSARTAN,1
TRIFLUOPERAZINE TAB 5MG,1
CALCIUM CHLORIDE,1
MARCAINE 5 MG/ML,1
TYLENOL EXTRA STRENGTH TAB 500MG,1
CELEXA 40 MG,1
MEPERIDINE,1
VALIUM ORAL,1
VIBRAMYCIN,1
MOGADON,1
DEMULEN 50 (28 DAY PACK),1
DIANEAL PD4 CAPD SOLUTION WITH 1.5% DEXTROSE AND 2.5MEQ/L CALCIUM,1
OCULAR LUBRICANT,1
PLATINOL AQ INJ 1MG/ML,1
FAMOTIDINE,1
FLAXSEED,1
FREYA 28,1
ACYCLOVIR,1
GEORGE'S ALWAYS ACTIVE ALOE VERA,1
SALICYLATE,1
ANTIPSORIATIC AGENTS,1
INDERAL,1
APRI 21,1
KEFLEX,1
TAMOXIFEN,1
AVONEX PREFILLED SYRINGE, PREFILLED AUTOINJECTOR,1
TETRACYCLINE,1
BENTYLOL,1
LIPIDIL EZ,1
TRACLEER,1
CANDESARTAN CILEXETIL,1
MESALAZINE,1
CIPRO XL,1
VIRACEPT,1
MONOCOR   -(5MG),1
NAROPIN,1
NIMBEX,1
NOVAMOXIN,1
DICETEL,1
ORTHO-NOVUM 1/50 TABLETS (28 DAY),1
DROSPIRENONE/ETHINYL ESTRADIOL,1
ENTERIC COATED ASA,1
PENICILLIN,1
POTASSIUM CHLORIDE,1
PRIMIDONE,1
PROTEIN SUPPLEMENT,1
FULVICIN PG TAB 330MG,1
ADENOSINE INJECTION, USP,1
GLUCOPHAGE,1
RISPERIDONE (JANSSEN-ORTHO),1
HERCEPTIN VIALS,1
SANDOSTATIN LAR,1
SEVORANE AF,1
APIDRA,1
INDOMETACIN,1
STAVUDINE = D4T,1
ARIXTRA,1
IPRATROPIUM,1
SUPREFACT,1
KETOCONAZOLE,1
TAXOTERE,1
LARIAM TAB 250MG,1
BENZOYL PEROXIDE/CLINDAMYCIN,1
LISINOPRIL,1
TRANDATE,1
BRICANYL TURBUHALER 0.5 MG/AEM,1
LUPRON DEPOT,1
ULTRAVATE,1
MILK OF MAGNESIA,1
MINOCYCLINE,1
COLD MEDICATIONS,1
NEISVAC-C,1
ZOLADEX,1
NITROGLYCERIN,1
DESIPRAMINE,1
NOVO-TRIMEL,1
DIOVOL,1
OTRIVIN,1
EASY OFF OVEN CLEANER,1
ETHINYL ESTRADIOL,1
FERODAN TABLETS 300MG,1
PRODIEM PLAIN 672MG/GM,1
RELAFEN,1
ALVESCO,1
SANDOZ BISOPROLOL,1
SINEQUAN,1
APO-CYCLOBENZAPRINE - TAB 10MG,1
STEROID,1
SUXAMETHONIUM CHLORIDE,1
TEGISON,1
BACTRIM,1
LITHIUM CARBONATE,1
BUSPAR TAB 10MG,1
LYRICA,1
TUMS® EXTRA STRENGTH,1
UNKNOWN MEDICATION,1
METHYLERGOBASINE,1
CLARITIN TAB 10MG,1
MUSCLE RELAXANTS,1
NEUPOGEN,1
NORFLEX,1
NOVOLIN GE NPH PENFILL INJ SUS 100U/ML,1
DIETHYLSTIBESTROL TAB 1MG USP,1
ORACON,1
DOCUSATE NOS,1
OVRAL 21 TAB,1
EFFEXOR XR CAPSULES, 75MG,1
ETHOSUXIMIDE,1
PROMETRIUM,1
PYRIDOXINE,1
ALDACTONE,1
HALCION,1
ROBAXISAL C-1/2 TABLETS,1
HUMULIN,1
SECRODYL,1
INSULIN HUMAN,1
ASCORBIC ACID (VITAMIN C),1
TENORMIN 100MG,1
BICITRA,1
MACROBID,1
TYKERB,1
CHOLESTYRAMINE,1
VEPESID,1
MMR,1
MYLAN-PAROXETINE,1
ZARONTIN,1
CYANOCOBALAMIN,1
DELALUTIN,1
NOVORAPID PENFILL,1
ORGALUTRAN SINGLE DOSE PREFILLED SYRINGE, 250 µG/0.5ML,1
DONNATAL,1
ELIDEL,1
PARLODEL,1
ERGONOVINE MALEATE INJECTION,1
QUINIDINE,1
GAVISCON TABLETS,1
ALERTEC,1
HCTZ,1
HUMULIN-U ULTRALENTE INJ 100UNIT/ML,1
SEPTRA DS TABLETS,1
APO-MINOCYCLINE,1
INSULIN REGULAR HUMAN,1
ASTHMA MEDICATIONS,1
BENDECTIN,1
BLEOMYCIN SULPHATE FOR INJECTION USP,1
LORSBAN,1
CELEXA 20 MG,1
MELPHALAN,1
METRONIDAZOLE,1
VETAZIDE (VET),1
MODAFINIL,1
NAPROSYN E,1
CYCLOMEN,1
NIASTASE,1
NORTHISTERONE ACETATE/ETHINYLOESTRADIOL,1
ESSENTIALS MULTIMINERAL,1
PHENYLEPHRINE HYDROCHLORIDE INJECTION USP,1
EXTRANEAL,1
FRESH FROZEN PLASMA,1
ACTONEL,1
HEPARIN LOW MOLECULAR WEIGHT,1
AMOXICILLIN/CLAVULANATE,1
HYDROCODONE BITARTRATE,1
APOHYDROXY,1
ATASOL,1
TETRACAINE,1
BENLYSTA FOR I.V. INFUSION ONLY. 80MG/ML(RECONST.) - 5ML VIAL.,1
BRENTACORT,1
LOSEC (CANADA),1
TRIMEBUTINE,1
MARCAINE SPINAL 7.5 MG/ML,1
CENTRUM FORTE,1
CIPRO,1
VIOXX,1
CO AZITHROMYCIN,1
MONISTAT DERM CREAM,1
COSYNTROPIN,1
NARDIL,1
CYKLOKAPRON 500 MG,1
NOVA T,1
OMEGA,1
DIMETANE TAB 4MG,1
ORTHO-NOVUM 1/35,1
PACLITAXEL INJECTION,1
ENERGY DRINKS,1
PEN-VEE,1
PIPERACILLIN/TAZOBACTAM,1
FLEET ENEMA,1
FUCIDIN,1
ADALAT XL,1
HEPTOVIR,1
SANDOMIGRAN,1
AMPHOTERICIN B,1
HYDROCORTISONE SODIUM SUCCINATE,1
ANUSOL PLUS OINTMENT,1
INDOCID SR 75MG,1
ST JOHNS WORT,1
SUPEUDOL,1
KETEK,1
THEO-DUR,1
BENYLIN DM-E SYR,1
BRICANYL TURBUHALER,1
LUGOLS SOL,1
CANNABIS,1
MARVELON 28,1
ULTIVA,1
CEREZYME,1
VANCOMYCIN,1
CISPLATIN INJECTION,1
VIRAZOLE,1
MIN-OVRAL 28 TAB,1
VITAMIN A,1
COGENTIN,1
XYREM,1
CYTOSAR,1
DESENSITIZING AGENTS,1
NOVO-SALMOL,1
DIOVAN-HCT 160/25MG,1
ORTHO-NOVUM NOS,1
PANTHENOL,1
PENICILLIN NOS,1
FERGON,1
PROBIOTIC,1
5-AMINOSALICYLIC ACID,1
FUROSEMIDE,1
GRANULOCYTE COLONY STIMULATING FACTOR (G-CSF),1
HISMANAL,1
SANDOSTATIN LAR 30MG,1
APO-BROMAZEPAM,1
INFUFER,1
STELAZINE,1
SUSTIVA,1
LETROZOLE,1
TRASTUZUMAB,1
LUVOX,1
CARBOCAL D,1
UNIPHYL,1
COMPAZINE,1
CRYOPRECIPITATE,1
NEPTATIN,1
DALACIN VAGINAL CREAM 20 MG,1
NOVOLIN GE NPH INJ SUS 100U/ML,1
DIETHYLSTIBESTROL,1
OPIOIDS,1
OVIDREL,1
PARACENTESIS,1
EPIRUBICIN HYDROCHLORIDE INJECTION,1
PENTASA DELAYED-RELEASE CAP 250MG,1
ETHISTERONE,1
RENEDIL,1
SEASONALE,1
HYPNOTICS AND SEDATIVES,1
SINUTAB REG STRENGTH TAB,1
STIEVAMYCIN REGULAR,1
SYNAREL,1
TEMAZEPAM,1
LEVODOPA,1
THYROID,1
LOMOTIL,1
MAALOX,1
MEDROL 4 MG,1
UREMOL,1
CHLORDIAZEPOXIDE,1
VENTOLIN FOR INHALATION,1
CLIMARA 100,1
MITOXANTRONE INJECTION,1
NEURONTIN,1
NORLESTRIN 1/50,1
DEXTROSE,1
DIGESTIVE ENZYMES,1
ORENCIA,1
ELECTRO-CONVULSIVE THERAPY,1
PETHIDINE INJECTION B.P.,1
PRENATAL MULTIVITAMIN; PRENATAL POSTPARTUM MULTIVITAMIN,1
FINASTERIDE,1
PROPECIA,1
RETINOL,1
HASHISH,1
ROLAIDS EXTRA STRENGTH ANTACID,1
SEPTRA,1
APO-METFORMIN,1
AVENA SATIVA 100% NATURAL SEXUAL SUPPLEMENT,1
BENADRYL 25MG CAPLETS,1
TICLID TAB 250MG,1
BLENOXANE PWS 15UNIT,1
CALCIUM & VITAMIN D,1
MEFENAMIC ACID,1
USANA MEGA ANTIXIDANT,1
CIMETIDINE,1
VESANOID - CAP 10MG,1
CLOBAZAM-10,1
MODACON,1
WELLBUTRIN XL,1
ZERIT,1
CYCLOBENZAPRINE,1
NIACINAMIDE,1
ZYPREXA ZYDIS,1
DEMEROL 50 MG/ML   -(NOT PART OF PRODUCT NAME, MULTIPLE DOSE WITH METACRESOL AS PRESERVATIVE),1
NORQUEN,1
DIAMOX,1
ORTHO 0.5/35 TABLETS (28 DAY),1
DOPRAM,1
EXTRA STRENGTH HEAD COLD AND SINUS CAPLETS,1
PRENATAL VITAMINS AND MINERALS TABLETS,1
RIBOFLAVIN,1
SEREVENT,1
ANTINEOPLASTIC(S),1
SOTALOL,1
APO-PEN-VK,1
INTELENCE,1
SULCRATE,1
JECTOFER 50 MG/ML,1
TAMIFLU,1
AVIANE 28 DAY,1
BENLYSTA FOR I.V. INFUSION ONLY. 80MG/ML (RECONST.),1
LINESSA 21,1
BOOSTRIX,1
TRILEPTAL,1
CALCIUM TABLETS,1
MARCAINE SPINAL,1
CIPRALEX   -20MG,1
MICARDIS,1
MONISTAT,1
WINRHO SDF (LIQUID FORMULATION),1
COSMEGEN,1
ZINC,1
NORVIR,1
DIANEAL PD4 CAPD SOLUTION WITH 2.5% DEXTROSE AND 2.5MEQ/L CALCIUM,1
PACKED RED BLOOD CELLS,1
PEGETRON,1
ESTRACOMB,1
RATIO-TOPIRAMATE,1
HEPARIN SODIUM INJECTION, USP,1
AMPHETAMINE,1
HYDROCORTISONE ACETATE CREAM USP,1
ANTITHROMBIN III IMMUNO,1
SUMATRIPTAN,1
TANTUM,1
AVONEX PS,1
TEVA-PROPRANOLOL,1
BENYLIN DM-D-E SYR,1
TRAMACET,1
BREVICON 0.5/35 28 TAB,1
LSD,1
TRIPHASIL 28 TAB,1
CANESTEN,1
MARVELON,1
CEPHALEXIN,1
VANCOCIN,1
CIPROFLOXACIN,1
NAROPIN - 2MG/ML,1
ZOCOR,1
NITRIC OXIDE,1
NOVO-NAPROX,1
DICETEL 100 MG,1
DIOVAN-HCT,1
DURALITH TAB 300MG,1
EPHEDRINE HCL,1
ETHAMBUTOL,1
FENUGREEK,1
FLOLAN,1
FURAPEN GEL (VET),1
GONAL-F,1
HEROIN,1
SILDENAFIL,1
APO-AMOXI,1
INDOMETHACIN,1
IRBESARTAN,1
TECFIDERA,1
AZIUM (VET),1
BETALOC,1
LISTERINE ANTISEPTIC TARTAR CONTROL MOUTHWASH,1
TRANSDERM-NITRO,1
BUCKLEY'S NOS,1
LUVERIS,1
CARBOCAINE 3%,1
UNIFIBER,1
METHOTREXATE INJECTION, USP,1
CLARITHROMYCIN,1
MIN-OVRAL 28,1
MINOXIDIL,1
CRINONE,1
NEORAL,1
D VI SOL INFANTS DROPS 400UNIT/ML,1
NIZORAL SHP 2%,1
DESYREL,1
NOVOLIN,1
DIDANOSINE,1
OVEX,1
EPIRUBICIN HYDROCHLORIDE,1
ETHINYL ESTRADIOL/LEVONORGESTREL,1
FERRO-FOLSAN,1
PROFASI HP,1
ADVIL EXTRA STRENGTH LIQUI-GELS,1
SANDOZ-CARBAMAZEPINE,1
HYGROTON 50MG,1
APO-GEMFIBROZIL,1
AVAMYS,1
KUVAN,1
BECLOFORTE INHALER - AEM INH 250MCG/AEM,1
BEXTRA,1
LOESTRIN 1.5/30 28DAY PACK,1
C-QUENS,1
TUTAMATE,1
UNSPECIFIED MEDICATION,1
CHLORAL HYDRATE SYRUP,1
METHYLPHENIDATE,1
CLAVULIN,1
MYCOPHENOLATE MOFETIL,1
YUTOPAR,1
CUPRIMINE,1
NEUREXAN (HOMEOPATHIC),1
NORINYL-1,1
NOVOLIN GE TORONTO PENFILL INJ LIQ 100U/ML,1
DIFLUCAN,1
ORAP,1
OVULEN,1
PARAMETTES,1
ETOPOSIDE INJECTION, USP,1
FLUTICASONE,1
GANTANOL,1
RESTORIL,1
ALDARA 5% CREAM,1
HALDOL,1
ROCURONIUM,1
SELDANE,1
ANTI-MALARIALS,1
APO-LORAZEPAM,1
INSULIN N,1
TENORMIN 50MG,1
TIAZAC,1
BISACODYL,1
LOPRESOR,1
MACRODANTIN,1
CELEBREX 100MG,1
URSODIOL,1
VERAPAMIL HYDROCHLORIDE INJECTION USP,1
CLINDOXYL GEL,1
