drug,countreact
NEURONTIN,33
PRADAX,33
TRASYLOL,33
TEMAZEPAM,33
CLOXACILLIN,33
DIDROCAL-400MG(ETIDRONATE DISOD.)TAB AND 1250MG(CA CARB.)TAB(500MG CA),33
AVELOX,33
PREDNISOLONE,33
DIABETA,33
ETHANOL,33
CHAMPIX,33
IMURAN,33
VOLTAREN,33
PERCOCET,33
ARTHROTEC,33
NORMAL SALINE,32
ENOXAPARIN,32
AZATHIOPRINE,32
CYANOCOBALAMIN,32
TEGRETOL,32
ACCUPRIL,32
GLICLAZIDE,32
OXYCODONE,32
CYCLOSPORINE,32
DOCUSATE NOS,32
ZOFRAN,32
SERTRALINE,32
NYSTATIN,32
PACEMAKER,32
VALSARTAN,32
ARICEPT,32
CARBAMAZEPINE,32
VALPROIC ACID,32
PRAVASTATIN SODIUM,32
CIPRALEX,32
DIGIBIND,32
PREPULSID,32
CHOLECALCIFEROL,32
DIAZEPAM,32
ASAPHEN,32
FLOMAX CR,31
ENTERIC COATED ASA,31
ARANESP,31
DYAZIDE TAB,31
PROPRANOLOL,31
K-DUR,31
CLINDAMYCIN,31
DIVALPROEX SODIUM,31
FLUCONAZOLE,31
GLUCOSAMINE,31
ARAVA,31
HYDROXYZINE,31
EXTRANEAL,31
CLONIDINE,31
ALPRAZOLAM,31
COMBIVENT,31
CYCLOBENZAPRINE,31
GENTAMICIN,31
METRONIDAZOLE,30
PLATELETS,30
ELAVIL,30
COREG,30
SANDOSTATIN LAR 30MG,30
CEFAZOLIN FOR INJECTION, USP,30
PROTAMINE SULFATE INJECTION, USP,30
FLOMAX,30
ALENDRONATE,30
PRAVACHOL,30
SULFASALAZINE,30
FENOFIBRATE,30
VIAGRA,30
HYDROXYCHLOROQUINE,30
GILENYA,30
TOPAMAX,30
ISORDIL,30
CORTICOSTEROID(S),30
LEVAQUIN,30
REMERON,29
CARDIZEM,29
WELLBUTRIN,29
CLOZAPINE,29
ISOSORBIDE DINITRATE,29
VINCRISTINE SULFATE INJECTION USP,29
BENZTROPINE,29
DILTIAZEM CD,29
LAMOTRIGINE,29
LANSOPRAZOLE,29
CIPROFLOXACIN,29
DILANTIN,29
FLUTICASONE,29
PULMICORT,29
TENORMIN,29
SANDOSTATIN LAR 20MG,29
TOBRAMYCIN INJECTION USP,29
VITAMIN K,29
VITAMIN B6,29
HYZAAR,29
CARDIZEM CD,29
FLURAZEPAM HYDROCHLORIDE,29
RYTHMOL,29
DEMEROL,29
CORDARONE,29
DESIPRAMINE,29
ZITHROMAX,29
DIAMICRON,29
LACTULOSE,28
NOVASEN,28
COLCHICINE,28
CHLORPROMAZINE,28
OMEGA - 3,28
ZESTRIL,28
IV FLUIDS,28
CYMBALTA,28
COGENTIN,28
KEMADRIN,28
BACLOFEN,28
HERCEPTIN VIALS,28
BLOOD WHOLE,28
MAXERAN,28
QUININE,28
PROGRAF,28
LOVENOX,28
LANTUS,28
ZYBAN,28
AMOXICILLIN,28
IMDUR - EXTENDED RELEASE TABLETS 60 MG,28
OXYBUTYNIN,28
MAGNESIUM SULFATE,28
ACEBUTOLOL HYDROCHLORIDE,27
STEMETIL,27
NITROLINGUAL SPRAY 0.4MG/EAM,27
LOXAPINE,27
GLYCERYL TRINITRATE,27
STELARA,27
PROPAFENONE,27
TERAZOSIN,27
PHENYTOIN,27
PARACETAMOL,27
HUMULIN R INJ,27
ADVAIR DISKUS,27
ENALAPRIL,27
APO-CLOZAPINE,27
INSULIN NPH,27
DURAGESIC,27
AMINOPHYLLINE,26
CONJUGATED ESTROGENS,26
NICOTINE,26
REACTINE,26
BUDESONIDE,26
KAYEXALATE,26
REBIF,26
DECADRON,26
VERAPAMIL SR,26
HUMALOG,26
NORTRIPTYLINE,26
LEUCOVORIN,26
PROCAINAMIDE,26
QUINIDINE,26
DIANEAL PD4 CAPD SOLUTION WITH 2.5% DEXTROSE AND 2.5MEQ/L CALCIUM,26
OXYCONTIN,26
ACTOS,26
VENTILATION,26
CELLCEPT,26
GLEEVEC,26
FLUOROURACIL,26
HYDRODIURIL,26
XALATAN,26
NAPROSYN,25
DOBUTAMINE INJECTION USP,25
MORPHINE SULFATE,25
HUMULIN N INJ 100UNIT/ML,25
SODIUM BICARBONATE,25
FLONASE - AEM-SUS NAS  50MCG/MD,25
XATRAL,25
ASCORBIC ACID (VITAMIN C),25
CALCIUM CHANNEL BLOCKER,25
DOXORUBICIN HYDROCHLORIDE INJECTION,25
ROSUVASTATIN,25
NADOLOL,25
BEXTRA,25
ADVIL,25
BETASERON,25
REOPRO - LIQ IV 2MG/ML,25
CALCIUM GLUCONATE,25
BISACODYL,25
RED BLOOD CELLS,25
HUMULIN,24
NOREPINEPHRINE,24
CLARITHROMYCIN,24
STEROID(S),24
ADALAT,24
SINEMET,24
IMITREX,24
ASACOL,24
PHENYLEPHRINE HCL,24
PROSCAR,24
FELODIPINE,24
TORADOL,24
INDERAL,24
NOZINAN,24
PROCYCLIDINE HCL,24
VITAMIN B COMPLEX,24
DIOVAN-HCT,24
ANTI-HYPERTENSIVE MEDICATION(S),24
INDAPAMIDE,24
NITROGLYCERIN PASTE,23
COCAINE,23
IMODIUM,23
INSULIN HUMAN,23
TETRACYCLINE,23
UNIPHYL,23
LEFLUNOMIDE,23
TOTAL PARENTERAL NUTRITION (TPN),23
METAMUCIL,23
THYROID,23
TRACLEER,23
PENTASPAN,23
DOXEPIN HYDROCHLORIDE,23
TRAMACET,23
RESTORIL,23
THEO-DUR,23
TAZOCIN,23
GLUCONORM,23
XARELTO,23
MAALOX,23
CALCITRIOL,23
MIRAPEX,23
MS CONTIN,23
PIPERACILLIN/TAZOBACTAM,23
NITRATES,23
MILK OF MAGNESIA,23
ADRENALIN CHLORIDE SOL 1:1000,23
SENNOSIDES,23
DOXAZOSIN,22
CEFUROXIME FOR INJECTION USP,22
ANTIDEPRESSANTS,22
CORTISONE,22
CEFOTAXIME,22
HYDRALAZINE,22
DALMANE,22
CARBOLITH,22
XANAX,22
ACTEMRA,22
FOSINOPRIL,22
LIPIDIL,22
VERSED,22
METHADONE,22
CISAPRIDE,22
CIMETIDINE,22
SEPTRA,22
PROPRANOLOL HYDROCHLORIDE INJECTION USP,22
PERPHENAZINE,22
RATIO-OXYCOCET,22
THEOPHYLLINE,22
POTASSIUM,22
SANDOSTATIN,22
XENICAL 120MG CAPSULE,22
CISPLATIN INJECTION,22
MELOXICAM,22
ROCEPHIN,22
NEUPOGEN,22
VENLAFAXINE,22
KETOROLAC,22
RISPERIDONE (JANSSEN-ORTHO),22
ROCURONIUM,22
HYDROMORPH CONTIN,21
BUPIVACAINE,21
AVALIDE,21
NOVO-SEMIDE,21
VENTOLIN FOR INHALATION,21
BRICANYL,21
ISOPTIN SR,21
DIALYSIS,21
TICLID TAB 250MG,21
PRONESTYL,21
NOVOLIN,21
PRINIVIL,21
LEVOPHED LIQ IV 1.0MG/ML,21
ADRIAMYCIN,21
THYROXINE,21
PREXIGE,21
LAMISIL,21
LUCENTIS,21
VELCADE,21
LEVOFLOXACIN,21
SENNA,21
FLUIDS,21
MOTILIUM TAB 10MG,21
ORENCIA,21
DETROL,21
ZAROXOLYN,21
APO FUROSEMIDE,21
DENOSUMAB,21
LOMOTIL,21
METOLAZONE,21
QUINIDINE SULFATE,21
DICLOFENAC SODIUM,21
PROCHLORPERAZINE,21
SOTACOR,20
MICRO-K EXTENCAPS,20
SERZONE-5HT2,20
MERREM,20
INDOCID,20
TAMOXIFEN,20
TASIGNA,20
SENOKOT TABLETS,20
RASILEZ,20
NITROUS OXIDE,20
LOPERAMIDE,20
AREDIA,20
PEGETRON,20
CONTRACEPTIVES,20
FLEXERIL   -(10MG),20
FOLATE,20
MOTRIN,20
INTRON A,20
RAPAMUNE,20
CETIRIZINE,20
TAMSULOSIN,20
FAMOTIDINE,20
FERROUS FUMARATE,20
STREPTOKINASE,20
DOPAMINE HCL,20
ANTICOAGULANTS,20
PROLIA PRE-FILLED SYRINGE. PRESERVATIVE-FREE.,20
ESTROGENS,20
SODIUM CHLORIDE,20
AZITHROMYCIN,20
CEPHALEXIN,20
LUVOX,20
JANUVIA,20
LAMICTAL,20
LITHIUM CARBONATE,20
AMIODARONE HYDROCHLORIDE FOR INJECTION,20
AVASTIN,20
SULCRATE,20
ALTEPLASE (T-PA),20
EXJADE,20
ZINC,19
SEREVENT,19
GARLIC,19
CLOPIDOGREL,19
ETOPOSIDE INJECTION, USP,19
GLUCOSAMINE SULFATE,19
TACROLIMUS,19
TAXOTERE,19
HYTRIN,19
INSULIN REGULAR,19
THIAMINE HCL,19
NITROGLYCERIN INJECTION USP,19
CENTRUM TABLETS,19
TYLENOL EXTRA STRENGTH TAB 500MG,19
NSAIDS,19
REMINYL,19
CYTARABINE INJECTION,19
CEFTAZIDIME FOR INJECTION, USP,19
TEQUIN,19
DITROPAN,19
MOMETASONE FUROATE,19
MANNITOL,19
SUCCINYLCHOLINE CHLORIDE,19
INTEGRILIN,19
AVODART,19
LABETALOL,19
OXYCODONE-ACETAMINOPHEN,19
ATACAND PLUS,19
DESYREL,19
MYCOPHENOLATE MOFETIL,19
ATARAX,19
MILRINONE INJECTION,18
BRONCHODILATORS,18
STRATTERA,18
ALBUTEROL,18
PHENOBARBITAL,18
ZELNORM,18
ZYLOPRIM,18
TIMOLOL,18
BACTROBAN,18
MIACALCIN NASAL SPRAY 200 IU,18
LECTOPAM,18
CYTOTEC,18
MITOXANTRONE INJECTION,18
QUININE SULFATE,18
RENEDIL,18
FLUID(S),18
CEFTRIAXONE FOR INJECTION USP,18
ADALAT XL - SRT,18
MERIDIA,18
DARVON N 100MG CAP,18
RYTHMODAN,18
ALBUMIN (HUMAN),18
KYTRIL,18
NITROLINGUAL PUMPSPRAY,18
SUCRALFATE,18
CLOPIXOL,18
AMEVIVE,18
AVONEX,18
CRYOPRECIPITATE,18
CHLORAL HYDRATE SYRUP,18
TUMS,18
MELPHALAN,18
MODURET,18
MULTIPLE VITAMINS,18
VANCOMYCIN,18
APO METOPROLOL,18
DEXTROSE 5% IN WATER,18
CARBOPLATIN,18
PEGASYS RBV,18
ALDACTAZIDE,18
PLENDIL,18
CORGARD,18
TIMOPTIC,18
EPHEDRINE HCL,18
LOVASTATIN,18
KEFLEX,18
OXEZE TURBUHALER,17
ABILIFY,17
TAMBOCOR,17
TYLENOL WITH CODEINE NO. 2 - TAB,17
GLYCERIN,17
ANCEF,17
PRADAXA,17
LAXATIVES,17
ALVESCO,17
DIPRIVAN EML IV 1%,17
BICARBONATE CONCENTRATE D20000,17
SEPTRA DS TABLETS,17
DISOPYRAMIDE,17
ADENOSINE INJECTION, USP,17
CHLORTHALIDONE,17
DIGITALIS,17
SECTRAL,17
ASPIRIN COATED,17
ZELDOX,17
INHIBACE,17
HEMODIALYSIS,17
LARGACTIL,17
TAXOL LIQ IV 6MG/ML,17
AMANTADINE,17
ISUPREL,17
AERIUS,17
NIFEDIPINE XL,17
METHYLPREDNISOLONE NOS,17
RITALIN,17
MYCOSTATIN,17
NEORAL,17
HEPARIN LOW MOLECULAR WEIGHT,17
ATORVASTATIN,17
NITRONG SR SRT 2.6MG,17
TRAMADOL HYDROCHLORIDE,17
ISOPTIN,17
BENZTROPINE MESYLATE,17
MISOPROSTOL,17
PENICILLIN,17
PROVERA,17
PACLITAXEL INJECTION,17
TRIAZOLAM,17
CAPOTEN,17
VITALUX,17
SALOFALK,17
VALIUM 5 TAB,17
ANTINEOPLASTIC(S),16
DEXTROSE 50%,16
CALCIUM CHLORIDE,16
THIORIDAZINE,16
BECLOMETHASONE,16
PEPCID,16
NOVOLIN GE NPH INJ SUS 100U/ML,16
ACTIVASE RT-PA,16
ROCALTROL,16
EMPRACET,16
PYRIDOXINE,16
MAGNESIUM GLUCOHEPTONATE,16
NOVORAPID,16
SINEQUAN,16
ACEBUTOLOL,16
PROCYTOX,16
CONCERTA,16
MEVACOR,16
HYPERTENSION MEDICATION,16
TIAZAC XC,16
DOXYCYCLINE,16
CHARCOAL,16
ZOMETA CONCENTRATE,16
DIOVOL,16
FUCIDIN,16
TAGAMET,16
ESOMEPRAZOLE,16
BAYCOL,16
RITONAVIR,16
MOBICOX,16
KALETRA,16
CARDIZEM SR,16
CHOLESTYRAMINE,16
TYKERB,16
DICETEL,16
GEMFIBROZIL,16
XYLOCAINE HCL,16
NIASTASE,16
NITROFURANTOIN,16
FLUVOXAMINE,16
PERMAX,16
ESTRADIOL,16
MANDOL,16
HALCION,16
ORAP,16
3TC,16
IMMUNE GLOBULIN INTRAVENOUS (HUMAN),16
CLOMIPRAMINE,16
ARIMIDEX TAB 1MG,16
BUSPIRONE,16
DIPHENHYDRAMINE HYDROCHLORIDE,16
VITAMIN A,15
CHLORHEXIDINE,15
CALCITONIN,15
VALIUM ORAL,15
APO-AMITRIPTYLINE,15
TOPIRAMATE,15
SULFAMETHOXAZOLE AND TRIMETHOPRIM,15
TNKASE,15
RISEDRONATE SODIUM,15
GEMCITABINE FOR INJECTION, USP,15
METHYLPHENIDATE,15
DULCOLAX,15
RISPERDAL CONSTA,15
BROMAZEPAM,15
VALIUM,15
SALINE,15
CIALIS,15
COD LIVER OIL,15
SEVOFLURANE,15
METHYLDOPA,15
TRIAMTERENE & HYDROCHLOROTHIAZIDE,15
AGGRASTAT,15
ANAFRANIL,15
RELAFEN,15
GEMZAR,15
APO-RANITIDINE,15
DEXTROSE,15
BRICANYL TURBUHALER 0.5 MG/AEM,15
MARIJUANA,15
FISH OIL,15
ACETAMINOPHEN WITH CODEINE - CAPLET,15
ELOXATIN,15
CLAVULIN,15
VASOPRESSOR DRUGS,15
KEFLIN,15
METHOTRIMEPRAZINE,15
AFINITOR,15
GRANULOCYTE COLONY STIMULATING FACTOR (G-CSF),15
AMOXIL,15
DOBUTREX,15
REPLAVITE,15
MORPHINE SULPHATE INJECTION, USP,15
APRESOLINE,15
TESTOSTERONE,15
FLU VACCINE,15
STELAZINE,15
NOVO-HYDRAZIDE,15
TYLENOL W CODEINE NO2 TAB,15
REMINYL ER,14
AGGRENOX,14
ALESSE 28 TABLETS,14
ALLEGRA,14
DIFLUCAN,14
REYATAZ,14
APO-ATENOL,14
ADALAT P.A.,14
VYVANSE,14
CIMZIA,14
IONAMIN,14
AMILORIDE/HYDROCHLOROTHIAZIDE,14
COPAXONE,14
METHOTREXATE INJECTION, USP,14
TYLENOL WITH CODEINE,14
SOFLAX,14
IRBESARTAN,14
PLATELET CONCENTRATE,14
METOCLOPRAMIDE HCL,14
ACETYLCYSTEINE SOLUTION,14
DIOVAN-HCT 160/25MG,14
FLEET ENEMA,14
METHYLPREDNISOLONE,14
CRYSTALLOIDS,14
BETAMETHASONE,14
TRIMIPRAMINE,14
DEPO-PROVERA STERILE AQUEOUS SUSPENSION 150 MG/ML,14
COENZYME Q10,14
APO-HYDROXYQUINE,14
CHOLEDYL,14
XYLOCAINE,14
TECTA,14
ISOFLURANE USP,14
GLYCERIN SUPPOSITORIES,14
TIMENTIN,14
PRADAXA KNOWN AS PRADAX,14
PAMIDRONATE DISODIUM FOR INJECTION,14
LOZIDE,14
PUFFERS,14
NOVO-TRIAMZIDE,14
NIACIN,14
FLORINEF,14
CYTOMEL,14
LIBRIUM,14
IMIPRAMINE,14
BLEOMYCIN SULPHATE FOR INJECTION USP,14
EPIPEN,14
CILAZAPRIL,14
ARTANE,14
BETALOC,14
CARBOCAL D,14
CATAPRES,14
MICARDIS PLUS,14
GAVISCON,14
INFLUENZA VACCINE,14
BROMOCRIPTINE,14
RIFAMPIN,13
CANDESARTAN CILEXETIL,13
MEPERIDINE,13
APO TRIAZIDE TAB,13
FLUOROURACIL INJ 50MG/ML,13
PROGESTERONE,13
PIPERACILLIN FOR INJECTION, USP,13
NICODERM,13
PRIMAXIN INJ,13
PENTASA,13
BIQUIN DURULES 250 MG,13
ALDOMET,13
CAELYX,13
EVISTA (60MG),13
SODIUM POLYSTYRENE,13
NITRAZEPAM,13
FOSAVANCE,13
TRUVADA,13
CAFFEINE,13
DIGOXIN INJECTION C.S.D.,13
ISOSORBIDE,13
RADIATION,13
MAGNOLAX,13
SEREVENT- AEM 25MCG/AEM,13
PRAMIPEXOLE,13
BECLOFORTE INHALER - AEM INH 250MCG/AEM,13
PINDOLOL,13
MELLARIL,13
VICTOZA MULTIDOSE PEN-INJECTOR. 30DOSES(0.6MG)-15DOSES(1.2MG)-10DOSES(1.8MG). 1/2/3,13
STATEX,13
MACROBID,13
GLYCOPYRROLATE INJECTION USP,13
NARCAN,13
AMPHOTERICIN B,13
ONGLYZA FILM-COATED,13
ORTHO 7/7/7 TABLETS (28 DAY),13
TOLTERODINE,13
PRIMAXIN,13
FENTANYL CITRATE INJECTION,13
FLOLAN,13
LEVEMIR PENFILL,13
URSODIOL,13
ISOSORBIDE MONONITRATE,13
NEOSTIGMINE METHYLSULFATE INJECTION USP,13
BENZODIAZEPINES,13
TRIAMTERENE,13
BLOOD TRANSFUSION,13
CLOBAZAM-10,13
CLOPIDOGREL BISULFATE,13
KIVEXA,13
ACETAMINOPHEN AND CODEINE,13
STREPTASE,13
MOXIFLOXACIN,13
INNOHEP,13
CASODEX,13
M-ESLON,13
CLARITIN TAB 10MG,13
BRILINTA,13
EXELON PATCH 10         -(9.5 MG/24 H),13
OMNIPAQUE,13
VANCOCIN,13
THYMOGLOBULIN,13
PERSANTINE,13
IRON SULPHATE,13
DILTIAZEM SR,13
K-LYTE,13
CAMPTOSAR INJECTION,12
GEN-CLOZAPINE,12
APO-SIMVASTATIN,12
FABRAZYME,12
HUMULIN 30/70 (INSULIN HUMAN BIOSYNTH INJ),12
ADRIAMYCIN PFS,12
ENDOCET,12
MULTAQ FILM-COATED TABLETS,12
INVEGA,12
GLUCOSAMINE & CHONDROITIN,12
CELEBREX 200MG,12
LIPIDIL SUPRA,12
INSULIN N,12
ESTRADERM,12
TYSABRI,12
VALACYCLOVIR,12
ONE ALPHA,12
MACROBID (100 MG),12
GLUCOSE,12
BUSCOPAN,12
CO-TRIMOXAZOLE,12
SODIUM NITROPRUSSIDE,12
MANERIX,12
LASIX PARENTERAL INJ,12
VALIUM NOS,12
HERBAL PREPARATION,12
ADCIRCA,12
NOVANTRONE,12
INSULIN LENTE,12
OLMETEC,12
EDECRIN,12
MINIPRESS,12
LEVODOPA-CARBIDOPA,12
DEFIBRILLATOR IMPLANT,12
TELMISARTAN,12
CALTRATE,12
SPORANOX,12
MINOCYCLINE,12
TRANSDERM-NITRO,12
ZESTORETIC,12
D-TABS,12
NOVO-METOPROL,12
TRUSOPT,12
APO-PREDNISONE,12
ATIVAN SUBL,12
LIPID MODIFYING AGENT,12
ALERTEC,12
VINBLASTINE SULFATE INJECTION,12
ACCOLATE TAB 20 MG,12
PENTOTHAL,12
SYNAGIS,12
PHARMORUBICIN,12
CLARITIN,12
ESTRACE,12
MESALAZINE,12
APO HYDRO,12
DEFIBRILLATION,12
SCOPOLAMINE,12
VALTREX,12
DOCUSATE,12
CRYSTALLOID,12
TOLOXIN,12
PROMETRIUM  - CAP 100MG,12
PEPTO-BISMOL,12
TYLENOL ARTHRITIS PAIN,12
SODIUM PHOSPHATE,12
NOVO-AMIODARONE,12
TRANSDERMAL NICOTINE PATCH,12
LOPRESOR SR,12
PSEUDOEPHEDRINE,12
INSULIN TORONTO,11
THIOPENTAL SODIUM,11
PRIVIGEN,11
MOCLOBEMIDE,11
SUMATRIPTAN,11
SURFAK,11
QUINAPRIL,11
MAXALT,11
KEPPRA,11
NOVO-GABAPENTIN,11
SURMONTIL,11
NEO-SYNEPHRINE,11
BECLOMETHASONE DIPROPIONATE ORAL INHALER,11
GAMUNEX,11
MYOCHRYSINE,11
HORMONES,11
SPRYCEL,11
PRAZOSIN,11
DDAVP,11
INOTROPIC SUPPORT,11
PLASMA,11
CORTATE,11
CHLORDIAZEPOXIDE,11
INDERAL LA,11
BUSULFAN,11
DIDRONEL,11
OMEGA 3-6-9,11
PANTOPRAZOLE SODIUM,11
VALPROATE SEMISODIUM,11
DIPHTHERIA AND TETANUS TOXOIDS WITH PERTUSSIS VACCINE ADSORBED,11
NEXIUM - 40MG,11
CARDURA,11
NITROSTAT,11
BIAXIN XL,11
PENTOXIFYLLINE,11
TRILEPTAL,11
SYNTOCINON INJ 50UNIT/5ML,11
DEXTROAMPHETAMINE,11
PLATINOL AQ INJ 1MG/ML,11
CALCIUM CITRATE,11
KETAMINE HYDROCHLORIDE INJECTION USP,11
CANNABIS,11
ANTIHISTAMINIC DRUGS,11
VISKEN,11
TOBACCO,11
LECITHIN,11
AREPANRIX H1N1,11
VIDAZA,11
SUTENT,11
BLOCADREN,11
PIPORTIL L4,11
CADUET,11
VASOPRESSIN,11
REBETRON,11
RETROVIR (AZT),11
FLUANXOL,11
HYOSCINE,11
EPHEDRINE HYDROCHLORIDE,11
TARCEVA,11
ANGIOPLASTY,11
APO-CAL,11
FUNGIZONE INTRAVENOUS INJECTION 50MG,11
APO-LORAZEPAM,11
APO-OMEPRAZOLE,11
BUTAZOLIDIN,11
SIMPONI,11
CYCLOPENTOLATE HYDROCHLORIDE,11
INHALER(S),11
SELDANE,11
RADIOTHERAPY,11
ATASOL TAB 325MG,11
MEXITIL,11
TRAVATAN,11
ALEVE,11
HEPATITIS B VACCINE,11
HYDRATION,11
BECLOVENT,11
CELESTODERM V,11
EPIRUBICIN HYDROCHLORIDE INJECTION,11
HISMANAL,11
ASPIRIN 81MG,11
PARNATE,10
TYLENOL EXTRA STRENGTH EZ,10
ESTROGEL,10
ISONIAZID,10
ASAPHEN EC,10
CALCIUM TABLETS,10
ANTIPSYCHOTIC(S),10
SOFLAX CAPSULES 100MG,10
APO FOLIC ACID TAB 5MG,10
COVERSYL PLUS,10
LOSARTAN,10
YASMIN 28,10
DIA-VITE,10
ALUPENT,10
TEVETEN,10
PACEMAKERS PERMANENT,10
CHLORAL HYDRATE,10
MULTI-VITE,10
IRINOTECAN HYDROCHLORIDE,10
SELENIUM,10
COMBIGAN,10
KETEK,10
PAVULON,10
CHARCOAL ACTIVATED,10
XGEVA SINGLE-USE VIAL. FOR S.C. USE ONLY. PRESERVATIVE-FREE.,10
DESMOPRESSIN,10
BOTOX PWS INJ 100UNIT/VIAL,10
DIANEAL PD4 CAPD SOLUTION WITH 4.25% DEXTROSE AND 2.5MEQ/L CALCIUM,10
ANALGESICS,10
DIPYRIDAMOLE,10
CARBOCAL,10
MOGADON,10
MAGNESIUM OXIDE,10
GM-CSF,10
MARVELON 28 TAB,10
SLEEPING PILL(S),10
ROGAINE TOPICAL SOLUTION,10
TRIPHASIL 28,10
ZOVIRAX,10
NASACORT,10
LESCOL,10
