drug,countreact
RISEDRONATE SODIUM,3
ARTHROTEC 75,3
SENNA,3
FEMARA 2.5MG,3
BUSCOPAN,3
NOVO-HYDRAZIDE 25MG,3
CENTRUM MATERNA,3
CLOXACILLIN,3
PREMARIN,3
PULMICORT,3
MINOCYCLINE,3
SERAX,3
SULFASALAZINE,3
CADUET,3
NUVARING,3
WARFARIN,3
ZANTAC,3
REQUIP,3
MOTRIN,3
AVASTIN,3
FLORINEF,3
NEURONTIN,3
NITROLINGUAL PUMPSPRAY,3
VENLAFAXINE,3
DILANTIN,3
MTX                                /00113801/,3
TACROLIMUS,2
GEN-LAMOTRIGINE,2
TENOFOVIR,2
THYROID HORMONES,2
NOVOLIN GE NPH INJ SUS 100U/ML,2
CELEBREX 100MG,2
IMITREX INJECTION 12MG/ML,2
PARSITAN 50MG,2
VINBLASTINE SULFATE INJECTION,2
INVEGA SUSTENNA PRE-FILLED SYRINGE,2
APO-AMITRIPTYLINE,2
DURAGESIC MAT,2
APO-HYDRO,2
MEGESTROL,2
APO-RAMIPRIL,2
AROMASIN,2
MICARDIS PLUS,2
SCOPOLAMINE,2
SOFLAX,2
BENYLIN EXTRA STRENGTH COLD, MUCUS & PHLEGM RELIEF,2
FOSAVANCE,2
BIPHENTIN,2
TAMOFEN,2
NOZINAN,2
TYLENOL EXTRA STRENGTH EZ,2
PMS-CITALOPRAM,2
LANTUS 3ML SOLOSTAR PREFILLED DISPOSABLE PEN,2
ZOLADEX,2
DEXEDRINE TABLETS (5MG),2
APO-AMOXI CAP 500MG,2
DOCUSATE,2
MELOXICAM,2
APO-SUCRALFATE - TAB 1G,2
RIVOTRIL,2
METHYLPREDNISOLONE NOS,2
SANDOSTATIN LAR 10MG,2
MIDODRINE,2
ATACAND TAB 8MG,2
SELENIUM,2
FAMPYRA,2
BENZODIAZEPINES,2
NICOTINE,2
GENTAMICIN,2
BUPROPION,2
NOVO-HYDRAZIDE,2
GLYCERYL TRINITRATE,2
NOVO-RABEPRAZOLE EC,2
TIMENTIN,2
TRIQUILAR 28,2
CITALOPRAM HYDROBROMIDE,2
TYLENOL W CODEINE NO3 TAB,2
PEGETRON,2
VALIUM 5 TAB,2
VOLTAREN EMULGEL,2
ANTI-INFLAMMATORY AGENTS,2
ZYTRAM XL,2
LITHIUM CARBONATE,2
DIOVAN 80MG TABLETS,2
METOCLOPRAMIDE HYDROCHLORIDE INJECTION,2
ERYTHROMYCIN,2
ETOPOSIDE INJECTION, USP,2
FENOFIBRATE,2
FLEXERIL   -(10MG),2
SOMATULINE AUTOGEL,2
BENZTROPINE MESYLATE,2
BUTRANS 5,2
HYDROCORTISONE,2
CIALIS,2
TRYPTOPHAN,2
PENNSAID (1.5% W/W DICLOFENAC SODIUM),2
ACETAMINOPHEN WITH CODEINE AND CAFFEINE,2
ADDERALL XR 20MG,2
VYVANSE,2
LACTAID,2
DESFERAL,2
ANTIDEPRESSANTS TRICYCLICS,2
PYRIDOXINE,2
DIDROCAL-400MG(ETIDRONATE DISOD.)TAB AND 1250MG(CA CARB.)TAB(500MG CA),2
LOPERAMIDE,2
RITALIN,2
MESALAZINE,2
ARANESP,2
FERROUS GLUCONATE,2
FLONASE - AEM-SUS NAS  50MCG/MD,2
BOTOX PWS INJ 100UNIT/VIAL,2
NOVO-TRAZODONE,2
CETIRIZINE,2
PANTOPRAZOLE SODIUM,2
CLOBETASOL CREAM 0.05%,2
CO OLANZAPINE ODT,2
PLATELETS,2
PMS-OLANZAPINE ODT,2
DESMOPRESSIN,2
LESCOL XL,2
ANTIPSYCHOTIC(S),2
LIPIDIL SUPRA 100 MG,2
REBIF PRE-FILLED SYRINGE,2
RETIN-A,2
APO-PREDNISONE,2
FLOVENT DISKUS,2
SYNTHROID - TAB 112MCG,2
NIVEA CREAM,2
NOVO-CYCLOPRINE TABLETS 10MG,2
GLUCOSAMINE & CHONDROITIN,2
CALCITRIOL,2
HALCION,2
CHLORAL HYDRATE,2
IMIPRAMINE,2
PERINDOPRIL,2
PMS-SIMVASTATIN,2
ADVAIR DISKUS,2
DACARBAZINE FOR INJECTION BP,2
LIPITOR 20MG TABLETS,2
DITROPAN XL,2
APO-PROPRANOLOL,2
NICODERM,2
TAMIFLU CAPSULE 75MG,2
GEN-METFORMIN,2
CHLORTHALIDONE,2
CLOPIXOL DEPOT,2
VAGIFEM,2
IRBESARTAN,2
DICETEL,2
RATIO-MORPHINE SR,2
RELPAX,2
APO-ISMN,2
MIDAZOLAM INJECTION,2
ATACAND TAB 16 MG,2
MONOCOR,2
NASACORT AQ,2
FLUOROURACIL,2
BENZAMYCIN,2
NICORETTE GUM,2
FRESH FROZEN PLASMA,2
GENERAL NUTRIENTS,2
CARBOLITH CAP 300MG,2
TIAZAC,2
NU-FUROSEMIDE TABLETS,2
CHOLESTYRAMINE,2
TRIPHASIL 28,2
INDAPAMIDE,2
COLCHICINE,2
ACE INHIBITOR,2
ADALAT XL,2
DIOVAN 160MG TABLETS,2
APO-DESMOPRESSIN SPRAY,2
METOCLOPRAMIDE,2
GARASONE,2
GINSENG,2
GRANULOCYTE COLONY STIMULATING FACTOR (G-CSF),2
CALCIUM CITRATE,2
NUTRINEAL PD4,2
TRANSDERM-V,2
PENICILLIN,2
L-THYROXINE,2
DIAMICRON,2
PULMICORT TURBUHALER 200 MCG/DOSE,2
APO K TAB 600MG,2
LOMOTIL,2
DIOVAN-HCT 160/25MG,2
EVENING PRIMROSE OIL,2
FERROUS FUMARATE,2
AVANDIA 4MG,2
FLUTICASONE,2
BETADERM,2
NITRODURAT,2
NOVO-ATENOL,2
TOBRAMYCIN INJECTION USP,2
CESAMET CAPSULES 1 MG,2
HYZAAR DS 100/25 MG,2
TUMS,2
CLOBAZAM,2
VITAMIN B6,2
CRANBERRY,2
ANTINEOPLASTIC(S),2
RESTORIL,2
MITOXANTRONE INJECTION,2
BIAXIN BID 500MG,2
NITROLINGUAL SPRAY 0.4MG/EAM,2
NOVO-CLONAZEPAM,2
HABITROL 21MG/DAY,2
TOPAMAX 25MG,2
IMDUR - EXTENDED RELEASE TABLETS 60 MG,2
ABILIFY,2
ACTEMRA,2
ADVAIR 500 DISKUS,2
DESYREL,2
AMOXICILLIN,2
DILANTIN - 100MG,2
DITROPAN,2
FIORINAL,2
BICALUTAMIDE,2
TEVA-METHYLPHENIDATE ER-C,2
NOVO-OLANZAPINE,2
NOVOMIX 30       (PENFILL CARTRIDGE),2
HUMULIN N INJ 100UNIT/ML,2
CELEBREX 200MG,2
OLMETEC,2
PERPHENAZINE,2
ACCURETIC,2
VINCRISTINE SULFATE INJECTION USP,2
COSMEGEN,2
IPRATROPIUM,2
PROSCAR,2
LEVODOPA,2
LIPITOR 80MG TABLETS,2
DILTIAZEM CD,2
DIVALPROEX SODIUM,2
RHOVANE,2
EMTRIVA,2
METHYLPHENIDATE,2
SEASONALE,2
ATROVENT,2
BLEOMYCIN SULPHATE FOR INJECTION USP,2
GEN-SIMVASTATIN,2
NSAIDS,2
HYDROVAL OINTMENT 0.2%,2
TRIMETHOPRIM,2
TYLENOL EXTRA STRENGTH TAB 500MG,2
CLOPIXOL-ACUPHASE 50MG/ML,2
VALERIAN,2
COLACE,2
IRON SULPHATE,2
ZOLADEX INJ DEPOT 3.6MG,2
DICLOFENAC SODIUM,2
REMERON RD,2
ATASOL,2
AVALIDE 150/12.5 MG,2
BOSTON SIMPLUS MULTI-ACTION SOLUTION,2
TETRABENAZINE,2
GOUT MEDICATION,2
TRUVADA,2
INDOCID,2
TYLENOL WITH CODEINE,2
PHYSIONEAL 40 GLUCOSE,2
COVERSYL (8MG TABLET),2
ADDERALL XR,2
ZOLOFT CAP 50MG,2
LIDOCAINE,2
APO HYDRO TAB 25MG,2
APO-ATORVASTATIN,2
LOZIDE,2
FLUTAMIDE,2
BETA-BLOCKING AGENTS,2
GARLIC,2
CALCIUM SANDOZ,2
NOVO-SPIROTON TAB 25MG,2
TOBACCO,2
CESAMET,2
OPIOID (S),2
HYZAAR,2
PENTASA,2
VALSARTAN,2
VIAGRA,2
CONTRACEPTIVES,2
JANUMET,2
DESICCATED THYROID (PORCINE),2
PROLIA PRE-FILLED SYRINGE. PRESERVATIVE-FREE.,2
ELOCOM CRM 0.1%,2
RITONAVIR,2
METAMUCIL,2
ASAPHEN EC,2
ATIVAN SUBL,2
SPORANOX,2
TELMISARTAN,2
GLUCOPHAGE,2
CALTRATE,2
TRIAMTERENE & HYDROCHLOROTHIAZIDE,2
ORENCIA,2
UNIPHYL,2
PMS-PRAMIPEXOLE,2
KALETRA,2
D-MAUTIN,2
PROMETRIUM  - CAP 100MG,2
ZUCLOPENTHIXOL,2
APO-GABAPENTIN,2
ENTROPHEN,2
ARICEPT,2
ATIVAN TABLETS, 1MG,2
BENTYLOL,2
STATEX,2
NIACIN,2
NIX DERMAL CREAM,1
BROMHEXINE HYDROCHLORIDE,1
NOVO-DIVALPROEX,1
GLUCOSAMINE & CHONDROITIN & MSM,1
TEVA-LOSARTAN/HCTZ,1
NOVO-MORPHINE SR,1
CALTRATE®,1
HUMULIN 30/70 (INSULIN HUMAN BIOSYNTH INJ),1
TORISEL,1
OLANZAPINE ODT,1
CHLORAX,1
TRIAZOLAM TAB 0.25MG,1
OXYBUTYNIN,1
CLOPIDOGREL,1
UNSPECIFIED MEDICATION,1
PERMAX,1
PMS-ATENOLOL,1
ACTIFED,1
PMS-TIMOLOL,1
vitamin D (unspecified),1
CRESTOR - 5MG,1
PRAVASTATIN,1
KEMADRIN,1
ALPHA LIPOIC ACID,1
PRO-ALENDRONATE FC-70,1
LANOXIN,1
ZINC,1
DETROL LA,1
AMPICILLIN,1
LEVEMIR PENFILL,1
ZYLOPRIM,1
APO DIAZEPAM TAB 5MG,1
LIPITOR 40MG TABLETS,1
RATIO-LENOLTEC NO 3,1
LOSARTAN/HCTZ,1
APO-CLARITHROMYCIN,1
REGULAR STRENGTH TYLENOL SINUS DAYTIME,1
MACRODANTIN,1
RHOVAIL,1
EMPOWER PLUS,1
RIVASA 80MG CROQUABLE - TAB,1
METHOTREXATE INJECTION, USP,1
SANDOMIGRAN,1
MOMETASONE FUROATE,1
EXTAVIA,1
ATROPINE,1
SEVORANE AF,1
MULTIVITAMINS WITH MINERALS,1
AXERT 6.25MG,1
NAQUA,1
FLUDROCORTISONE,1
NICODERM 14 MG,1
BLACK COHOSH,1
GEN-PAROXETINE,1
TERBUTALINE,1
NOVO-FENTANYL 75,1
GLUTAMINE,1
calcium (unspecified),1
TEVA-MIRTAZAPINE OD TABLETS,1
NOVO-PREDNISONE,1
THYROID THERAPY,1
TOVIAZ,1
HYDROMORPHONE SR,1
CHLORZIL,1
OXYCONTIN 10MG,1
IMURAN                             /00001501/,1
CIPROFLOXACIN HYDROCHLORIDE,1
CLOPIXOL DEPOT 200MG/ML,1
VALACYCLOVIR,1
PHARMA-CAL 500 MG,1
ACCURETIC 20/25 MG,1
VIOXX TAB 12.5MG,1
COTAZYM,1
ACYCLOVIR,1
POLYSPORIN EYE AND EAR DROPS STERILE,1
ADVIL GEL-CAPLET,1
PREDNISOLONE,1
KETOCONAZOLE,1
XYLOCAINE,1
DAYTIME SINUS RELIEF EXTRA STRENGTH TABLETS,1
ALVESCO,1
PROBIOTIC,1
ANDRIOL CAP 40MG,1
ZYPREXA  -7.5MG,1
APO FUROSEMIDE,1
RAN-ZOPICLONE,1
LISINOPRIL / HYDROCHLOROTHIAZIDE,1
RATIO-MPA,1
LOTRIDERM CREAM,1
APO-CLORAZEPATE,1
REMERON,1
MAGNESIUM OXIDE TABLETS 252MG,1
ECSTASY,1
RISEDRONATE,1
ENALAPRIL MALEATE,1
ARTHROTEC 50,1
ETIBI,1
MONOPRIL,1
MYLAN-GLICLAZIDE,1
AZIDA,1
SOLARCAINE FIRST AID SPRAY,1
STUDY DRUG,1
FRISIUM TABLET 10MG,1
BORON,1
TARO-WARFARIN,1
TEVETEN,1
HERBAL ALTERNATIVES FROM GERMANY,1
CARDIZEM,1
NU-PRAVASTATIN TABLETS,1
HYDROCHLOROTHIAZIDE TAB 25MG,1
CENTRUM FORTE,1
HYDROXYCUT (FORMULATION UNKNOWN),1
CHOLINE BITARTRATE TAB 250MG,1
OXYNEO,1
INDERAL,1
CLOTRIMADERM CREAM 1%,1
PHOSPHATE,1
VENTOLIN NEBULES P.F. - 5MG/2.5ML,1
COLLAGEN,1
ACEBUTOLOL,1
PMS-LACTULOSE SYR 667MG/ML,1
VITALUX HEALTHY EYES,1
ADALAT XL - SRT,1
PORTIA 28,1
ISONIAZID,1
CYKLOKAPRON,1
AIROMIR,1
PREGVIT,1
KOKEN MACA,1
YASMIN 21,1
AMILORIDE,1
PROCYTOX,1
LIBRIUM,1
DICLOFENAC SODIUM/MISOPROSTOL,1
APO HYDRO,1
APO-AMOXI CLAV 875/125,1
RATIO-SALBUTAMOL,1
APO-DILTIAZ,1
EGOZINC-HC OINTMENT,1
MERIDIA,1
ENGERIX-B,1
APO-VERAP SR,1
ARTIFICIAL TEARS,1
SANDOZ BISOPROLOL,1
MINOCIN,1
ATENOL,1
MOOD STABILIZER,1
MYLAN-MINOCYCLINE,1
AZIVAR,1
NERVE PILLS,1
FLURBIPROFEN,1
GARDASIL,1
BOTOX 50, 100 AND 200 UNIT VIALS,1
TD POLIO ADSORBED,1
NOVO-ACEBUTOLOL,1
GLEEVEC,1
TEVA-ENTACAPONE FILM-COATED,1
NOVO-LEVOFLOXACIN,1
CALCIUM PHOSPHATE,1
THEOPHYLLINE,1
NOVO-SPIROTON,1
HOMEOPHATHIC REMEDIES,1
CARVEDILOL,1
TIMOLOL OPHTHALMIC,1
NUTRITION SUPPLEMENTS,1
CENTRUM TABLETS,1
TRANSDERMAL NICOTINE PATCH,1
ONGLYZA FILM-COATED,1
HYPNOTICS,1
PAIN MEDICATION,1
INFLUENZA A (H1N1) 2009 PANDEMIC MONOVALENT VACCINE (WITHOUT ADJUVANT),1
CLINDAMYCIN,1
TYLOX,1
PIOGLITAZONE,1
VESICARE,1
CONJUGATED ESTROGENS,1
PMS-METHYLPHENIDATE TABLETS 10MG,1
VITAMIN B1,1
COVERSYL PLUS,1
POTASSIUM GLUCONATE,1
JAKAVI,1
CYPROHEPTADINE HYDROCHLORIDE,1
ALBUTEROL,1
PRENATAL MULTIPLE VITAMIN,1
YELLOW FEVER VACCINE,1
AMILORIDE/HYDROCHLOROTHIAZIDE,1
PROLASTIN,1
DIAMICRON MR,1
APO METHYLDOPA,1
RATIO-BUPROPION SR,1
APO-BROMAZEPAM,1
RATIO-TRYPTOPHAN,1
DOXEPIN,1
APO-ESOMEPRAZOLE,1
RENAGEL,1
MAVIK (2MG),1
ELOCOM,1
APO-PEN-VK,1
ENTERIC COATED A.S.A,1
SALAZOPYRIN,1
METROCREAM - CRM 0.75%,1
ESSENTIAL FATTY ACIDS,1
ASAPHEN E.C.,1
SANDOZ ORPHENADRINE,1
EVISTA (60MG),1
ATIVAN INJECTION LIQ 4MG/ML,1
SERC,1
SINUS RINSE,1
MYLAN-VENLAFAXINE XR,1
BAMBOO SIL,1
NEURAGEN RL,1
FLUVIRAL,1
NITRO-DUR,1
GD-AMLODIPINE/ATORVASTATIN,1
NOVO-BETAHISTINE,1
CAL-D400,1
TEVA-HYDROCHLOROTHIAZIDE,1
HABITROL 14MG/DAY,1
CALCIUM, MAGNESIUM & ZINC,1
THRIVE GUM 4MG,1
HORMONOL,1
CEFTAZIDIME FOR INJECTION, USP,1
OCULAR LUBRICANT,1
HYDROMORPH CONTIN-CONTROLLED RELEASE CAP - 12MG,1
TRI-CYCLEN TABLETS - 28-DAY,1
OPTION PLUS MULTI SENIOR,1
TURMERIC                           /01079602/,1
ULTRACAINE D-S INJECTION,1
PEPOPTIL,1
VIBRAMYCIN CAP 100MG,1
COPPERTONE CLEAR SUNSCREEN OIL FREE CONTINUOUS SPRAY SPF 50,1
ACETYLSALICYLIC ACID/BUTALBITAL/CAFFEINE/PHENACETIN,1
K-DUR,1
D,1
ALENDRONATE SODIUM,1
PRIMIDONE,1
ZAVESCA,1
PROMETRIUM,1
ZOSTAVAX,1
DIANEAL PD 101 CAPD SOLUTION W DEXTROSE,1
QUINAPRIL,1
APO PREDNISONE TAB 5MG,1
RATIO-ECTOSONE,1
LOPRESOR,1
DIPHENHYDRAMINE HYDROCHLORIDE,1
APO-CARVEDILOL,1
DUKORAL,1
APO-FLUCONAZOLE-150,1
MEDROXYPROGESTERONE,1
RIVA-AMIODARONE,1
METFORMIN FC,1
ENTOCORT CAPSULE 3MG,1
SALMON OIL,1
MEZAVANT,1
ASHWAGHANDHA,1
SANDOZ VALSARTAN HCT,1
ATIVAN TAB 2MG,1
MSM,1
FERRUM PHOSPHORICUM,1
SLOW K 600MG,1
NABUMETONE,1
BENLYSTA FOR I.V. INFUSION ONLY. 80MG/ML (RECONST.),1
STALEVO,1
FOO-TI TANG,1
SYNTHROID - TAB 88MCG,1
GEN-CLOZAPINE,1
BROMAZEPAM,1
TEVA-LORAZEM TAB 1MG,1
NOVO-MIRTAZAPINE OD TABLETS,1
CALTRATE PLUS,1
NOVOLIN 30/70,1
HYDROMORPH CONTIN-CONTROLLED RELEASE CAP - 6MG,1
TRIAZOLAM,1
TYLAMACOT,1
UNKNOWN PAIN MEDICATIONS,1
ACCOLATE TAB 20 MG,1
PMS-ASA EC,1
VIDAZA,1
ACTI-B12,1
VITAMIN D (CHOLECALCIFEROL)(JAMIESON),1
CRESTOR - 40MG,1
PRAVACHOL - TAB 40MG,1
KEFLEX,1
PRO-AAS EC - 80,1
ZIAGEN,1
AMPHETAMINE,1
PROPOFOL INJECTION,1
ZYCLARA,1
DIANEAL PD4 CAPD SOLUTION WITH 4.25% DEXTROSE AND 2.5MEQ/L CALCIUM,1
RALIVIA,1
APO-ALENDRONATE,1
RATIO-LENOLTEC NO 2,1
LOSARTAN,1
REFRESH LACRI-LUBE,1
APO-GLICLAZIDE MR,1
REYATAZ,1
MEGACE,1
EMO CORT LOTION 2.5%,1
RIVA-SENNA TAB 8.6MG,1
EPIRUBICIN HYDROCHLORIDE INJECTION,1
ARIPIPRAZOLE,1
SALOFALK (R) 5-ASA ENTERIC COATED TAB- 500MG,1
MICARDIS 80MG TAB,1
ESTROGEL,1
ASPIRIN ARTHRITIS PAIN RELIEF 650 MG,1
SAW PALMETTO,1
MOGADON,1
MULTIVITAMINS AND MINERALS WITH LUTEIN AND LYCOPENE FORMULA FORTE,1
FIORINAL TAB,1
