drug,countreact
DIVALPROEX SODIUM,29
ARANESP,29
ESTRADIOL,29
CLAVULIN,28
MOMETASONE FUROATE,28
RISEDRONATE,28
ESTROGEL,28
VANCOMYCIN,28
CARBAMAZEPINE,28
TETRACYCLINE,28
ZITHROMAX,28
AREDIA,28
OXYNEO,28
POTASSIUM (NOS),28
CONCERTA,28
SEREVENT,28
MERCAPTOPURINE,28
DIURETIC(S),28
CLARITHROMYCIN,28
TIMOLOL,28
FERROUS FUMARATE,28
PROMETRIUM,28
PARACETAMOL,28
PROMETRIUM  - CAP 100MG,28
TAXOTERE,27
ACTOS,27
MOBICOX,27
QUESTRAN,27
ACYCLOVIR,27
BUPROPION,27
BAYCOL,27
PROSCAR,27
MIDAZOLAM INJECTION,27
SINEMET,27
VITAMIN K,27
ZOLEDRONIC ACID,27
DIABETA,27
SALMON OIL,27
APO-ALENDRONATE,27
PROCHLORPERAZINE,27
COPAXONE,27
CALCIUM CITRATE,27
ISOSORBIDE DINITRATE,26
GINKGO BILOBA,26
ADVAIR DISKUS,26
DECADRON,26
INTUBATION,26
VITALUX,26
MAXERAN,26
LANOXIN,26
CALCITRIOL,26
VESICARE,26
VENLAFAXINE,26
GINSENG,26
CELLCEPT,26
FLEXERIL   -(10MG),26
SOTALOL,26
TAMSULOSIN,26
TYLENOL WITH CODEINE NO. 2 - TAB,26
PEGASYS RBV,26
ADALAT XL - SRT,26
GLYCERYL TRINITRATE,26
3TC,26
MOTRIN,26
ISONIAZID,26
DYAZIDE TAB,26
PENTASA,26
GENTAMICIN,26
TYLENOL EXTRA STRENGTH EZ,26
ADALAT,26
EPIVAL,26
PYRIDOXINE,26
SANDOSTATIN,25
LOVENOX,25
FLUOROURACIL,25
MULTIVITAMINS WITH MINERALS,25
M-ESLON,25
HUMULIN R INJ,25
AMANTADINE,25
DIAMICRON,25
DEPO-PROVERA STERILE AQUEOUS SUSPENSION 150 MG/ML,25
CLOTRIMAZOLE,25
BETAMETHASONE DIPROPIONATE,25
HALOPERIDOL,25
INDOCID,25
CARDIZEM,25
NOVO VENLAFAXINE XR,25
CODEINE CONTIN,25
NARCOTIC ANALGESICS,25
SODIUM BICARBONATE,25
ATENOLOL,25
MINOCYCLINE,25
TASIGNA,25
COGENTIN,25
VITAMIN A,25
RESTORIL,25
RITALIN,25
ERYTHROMYCIN,25
MIACALCIN NASAL SPRAY 200 IU,25
FLUVOXAMINE,25
LEVEMIR PENFILL,25
TOBRAMYCIN INJECTION USP,25
CALCITONIN,25
LIDOCAINE,25
BLOOD WHOLE,24
AMOXIL,24
L-THYROXINE,24
LAMISIL,24
PIPERACILLIN/TAZOBACTAM,24
DOXYCYCLINE,24
ALVESCO,24
MILK OF MAGNESIA,24
SUSTIVA,24
DALMANE,24
ZYPREXA ZYDIS,24
DIDRONEL,24
MIRENA,24
CYTARABINE INJECTION,24
SERC,24
IMITREX,24
COVERSYL PLUS,24
APO HYDRO,24
INFLUENZA VACCINE,24
AVODART,24
MIRAPEX,24
LOZIDE,24
VIAGRA,24
BENZTROPINE,24
RATIO-EMTEC-30,24
NEORAL,24
NIACIN,24
ALTACE HCT,24
ETOPOSIDE INJECTION, USP,24
THYROID HORMONES,23
MYCOPHENOLATE MOFETIL,23
ANTIHISTAMINIC DRUGS,23
DITROPAN,23
IV FLUIDS,23
CRESTOR - 5MG,23
IMMUNE GLOBULIN INTRAVENOUS (HUMAN),23
NOZINAN,23
IMDUR - EXTENDED RELEASE TABLETS 60 MG,23
L-ASPARAGINASE,23
LEVAQUIN 500MG,23
IMIPRAMINE,23
NORMAL SALINE,23
DIANEAL PD4 CAPD SOLUTION WITH 1.5% DEXTROSE AND 2.5MEQ/L CALCIUM,23
VERAPAMIL HCL,23
CELEBREX 200MG,23
STIVARGA,23
APO-HYDROXYQUINE,23
BENZTROPINE MESYLATE,23
ETHANOL,23
EURO D,23
ISORDIL,23
MARIJUANA,23
TWINRIX,23
HUMULIN N INJ 100UNIT/ML,23
OMEGA 3-6-9,23
CIMETIDINE,23
PROGRAF,23
ATORVASTATIN,23
VERAPAMIL HYDROCHLORIDE INJECTION USP,23
CAPTOPRIL,23
AMPICILLIN,23
SODIUM CHLORIDE,23
LAMOTRIGINE,23
ETODOLAC,23
AGGRENOX,23
TRIDURAL,22
BICALUTAMIDE,22
CYCLOMEN,22
PRADAX,22
NITROLINGUAL SPRAY 0.4MG/EAM,22
FLUVIRAL,22
FOSINOPRIL,22
TRIAZIDE,22
EXTRANEAL,22
SELENIUM,22
PENICILLIN,22
C.E.S. TABLETS,22
TYSABRI,22
BECLOFORTE INHALER - AEM INH 250MCG/AEM,22
DAPSONE,22
MEDROXYPROGESTERONE ACETATE,22
CIPRO XL,22
LAMICTAL,22
EPINEPHRINE,22
LIPIDIL,22
PHENOBARBITAL,22
TRIAZOLAM,22
METHOTRIMEPRAZINE,22
VALIUM,22
ESTRADERM,22
ALEVE,22
FLURAZEPAM HYDROCHLORIDE,22
APO-LANSOPRAZOLE,22
MISOPROSTOL,22
SANDOSTATIN LAR 10MG,22
INTRON A,22
CESAMET,22
DOCUSATE,22
PREXIGE,22
MONOPRIL,22
CARDIZEM CD,21
SERZONE-5HT2,21
DIANEAL PD4 CAPD SOLUTION WITH 2.5% DEXTROSE AND 2.5MEQ/L CALCIUM,21
SUPEUDOL,21
ENTOCORT CAPSULE 3MG,21
GAVISCON,21
INSULIN NPH,21
FIORINAL,21
CARVEDILOL,21
EXTAVIA,21
OXEZE TURBUHALER,21
COSOPT  -(2%/0.5% OPH DPS),21
AMERGE,21
BROMAZEPAM,21
CHLORPROMAZINE,21
TYLENOL W CODEINE NO2 TAB,21
TACROLIMUS,21
ATARAX,21
HALDOL,21
PENTAMIDINE ISETHIONATE,21
CALCIUM TABLETS,21
TOCILIZUMAB,21
FELODIPINE,21
BETAMETHASONE,21
D-TABS,21
TESTOSTERONE,21
ANCEF,21
ENOXAPARIN,21
NICODERM,21
CLOZAPINE,21
MACROBID (100 MG),21
ATACAND PLUS,21
MONOCOR,21
CRESTOR - 20MG,21
CETIRIZINE,21
TYLENOL WITH CODEINE NO. 4 - TAB,21
ROCEPHIN,21
CALCIUM SANDOZ,21
SUTENT,21
CEFTAZIDIME FOR INJECTION, USP,21
MAXALT,21
PEGETRON,21
HYDRALAZINE,20
ZOMETA,20
METHYLDOPA,20
OGEN,20
MEVACOR,20
ESTRADOT,20
APO-ATORVASTATIN,20
HERCEPTIN VIALS,20
MAGNESIUM SULFATE,20
MINOCIN,20
BENLYSTA FOR I.V. INFUSION ONLY. 80MG/ML (RECONST.),20
PROCTOSEDYL,20
NEXIUM - 40MG,20
ATROPINE,20
MODURET,20
CECLOR,20
SEPTRA DS TABLETS,20
LEVODOPA-CARBIDOPA 100-25,20
HYDRATION,20
ZYLOPRIM,20
INFUFER,20
BEXTRA,20
NOVOLIN,20
ENDOCET,20
STELAZINE,20
CORTEF,20
UNIPHYL,20
MULTIPLE VITAMINS,20
SPORANOX,20
CEFUROXIME FOR INJECTION USP,20
KEPPRA,20
PURINETHOL,20
PACLITAXEL INJECTION,20
CANDESARTAN CILEXETIL,20
SULCRATE,20
ANTIDEPRESSANTS,20
CIALIS,20
SYMBICORT 200 TURBUHALER,20
RAPAMUNE,20
GARDASIL,19
BECLOMETHASONE,19
LOXAPINE,19
DOXEPIN HYDROCHLORIDE,19
SAW PALMETTO,19
ISOTRETINOIN,19
MEPERIDINE,19
RISPERIDONE (JANSSEN-ORTHO),19
TRIMIPRAMINE,19
CLOPIDOGREL,19
DOCOSAHEXAENOIC ACID/EICOSAPENTAENOIC ACID,19
TRIAMCINOLONE,19
LUVOX,19
CYTOTEC,19
ACCOLATE TAB 20 MG,19
APO-BISOPROLOL,19
LIPIDIL SUPRA,19
RELAFEN,19
BRICANYL,19
CISAPRIDE,19
RIFAMPIN,19
CLARITIN,19
PROBIOTIC,19
TIMENTIN,19
SUMATRIPTAN,19
CHOLESTYRAMINE,19
RASILEZ,19
APO-AMITRIPTYLINE,19
ADVAIR 500 DISKUS,19
MACROBID,19
SOFLAX,19
CHLORTHALIDONE,19
MICARDIS PLUS,19
IRBESARTAN,19
MAALOX,19
KETOROLAC,19
BIAXIN XL,19
ASPIRIN COATED,19
PACKED RED BLOOD CELLS,19
DULOXETINE HYDROCHLORIDE,19
LITHIUM CARBONATE,19
BETA-BLOCKING AGENTS,19
ALPHAGAN,19
AMOXICILLIN/CLAVULANATE,19
BACTRIM,19
SECTRAL,19
VOLTAREN EMULGEL,19
ROBAXACET,19
NITROFURANTOIN,19
ALESSE 28 TABLETS,19
CEFTRIAXONE FOR INJECTION USP,19
PALAFER,19
CIPRALEX   -10MG,19
QVAR,19
LUPRON,18
DOXAZOSIN,18
TELMISARTAN,18
ADVAIR 250,18
GLUCONORM,18
TICLID TAB 250MG,18
FLOVENT HFA,18
NOVO-SPIROTON,18
DESYREL,18
VALACYCLOVIR,18
VENOFER,18
DIPHTHERIA AND TETANUS TOXOIDS WITH PERTUSSIS VACCINE ADSORBED,18
ALERTEC,18
FLU VACCINE,18
SALAZOPYRIN,18
LECITHIN,18
LOVASTATIN,18
TEQUIN,18
MELATONIN,18
ZAROXOLYN,18
LESCOL,18
NIFEDIPINE XL,18
FAMOTIDINE,18
CALCIUM MAGNESIUM,18
PRISTIQ,18
ANTICOAGULANTS,18
CARBOPLATIN,18
NABILONE,18
KEMADRIN,18
HYDROXYCHLOROQUINE SULFATE,18
APO-CIPROFLOX,18
COMBIVIR,18
RADIOTHERAPY,18
FLAXSEED OIL,18
JANUVIA,18
SLOW FE TAB 160MG,18
APO-PREDNISONE,18
MESALAZINE,18
LERITINE,18
ADVAIR 250 DISKUS,18
APO METOPROLOL,18
PRAMIPEXOLE,18
ZELDOX,18
ACEBUTOLOL HYDROCHLORIDE,18
ADRIAMYCIN,18
EXELON,18
TAGAMET,18
HALCION,18
ACETAMINOPHEN WITH CODEINE - CAPLET,18
ROSUVASTATIN CALCIUM,18
THEO-DUR,17
SABIN,17
APO-CLONAZEPAM,17
XARELTO,17
CLOBAZAM,17
DIFLUCAN,17
INHIBACE,17
XGEVA SINGLE-USE VIAL. FOR S.C. USE ONLY. PRESERVATIVE-FREE.,17
DILTIAZEM CD,17
AMILORIDE/HYDROCHLOROTHIAZIDE,17
DAXAS FILM-COATED TABLETS,17
EMPRACET,17
PETHIDINE INJECTION B.P.,17
AVAMYS,17
CO-TRIMOXAZOLE,17
APO-CITALOPRAM,17
MOTILIUM TAB 10MG,17
ALTEPLASE (T-PA),17
ZESTORETIC,17
PROPAFENONE,17
CENTRUM SELECT,17
WELLBUTRIN XL,17
ABILIFY,17
THEOPHYLLINE,17
DIANE-35,17
AVONEX,17
NITROLINGUAL PUMPSPRAY,17
LOSARTAN,17
APO-OXAZEPAM,17
REPLAVITE,17
RADIATION,17
DARVON N 100MG CAP,17
ADRENALIN CHLORIDE SOL 1:1000,17
VITAMIN D                          /00107901/,17
FINASTERIDE,17
YASMIN 28,17
OMNARIS,17
GLUCOSAMINE SULFATE,17
CORTISONE ACETATE,17
CISPLATIN INJECTION,17
MONTELUKAST,17
FLUOROURACIL INJ 50MG/ML,17
FLUTICASONE PROPIONATE/SALMETEROL XINAFOATE,17
MEDROXYPROGESTERONE,17
CHEMOTHERAPY,17
REQUIP,17
ETIDRONATE,17
ZANAFLEX,17
NORTRIPTYLINE HYDROCHLORIDE,17
FLAXSEED,17
REBETRON,17
AMLODIPINE BESILATE,17
DESIPRAMINE,17
CALTRATE®,17
CHLOR-TRIPOLON,16
PENICILLIN G,16
ACCURETIC,16
VAGIFEM,16
ZOMIG,16
SODIUM AUROTHIOMALATE INJECTION BP,16
PERPHENAZINE,16
EPIPEN,16
ACEBUTOLOL,16
APO FUROSEMIDE,16
TIOTROPIUM BROMIDE,16
TOLTERODINE,16
BENTYLOL,16
NABUMETONE,16
YAZ,16
PRONESTYL,16
APO-CAL,16
VIREAD,16
JAKAVI,16
NADOLOL,16
MINERAL OIL,16
DEXTROSE 5% IN WATER,16
HYTRIN,16
VFEND,16
APO-DIVALPROEX,16
SERTRALINE HYDROCHLORIDE,16
ELMIRON   -(100MG),16
PENICILLIN V,16
HYDROXYUREA,16
NOVO-ALENDRONATE,16
LOPID,16
MACRODANTIN,16
LARGACTIL,16
VERAPAMIL SR,16
DETROL LA,16
CALCITE D,16
METOCLOPRAMIDE HCL,16
TOTAL PARENTERAL NUTRITION (TPN),16
DULCOLAX,16
DEPO-PROVERA STERILE AQUEOUS SUSPENSION,16
LEVODOPA-CARBIDOPA,16
TIAZAC XC,16
NOVO-RABEPRAZOLE EC,16
MESNA FOR INJECTION,16
LETROZOLE,16
LIPID MODIFYING AGENT,16
COMTAN,16
REMINYL,16
ANDROGEL,16
SINEMET CR,16
BOOSTRIX,16
THIAMINE HCL,16
ACIDOPHYLUS,16
STUDY DRUG,16
PULMICORT TURBUHALER,16
VITAMIN D + CALCIUM DIETARY SUPPLEMENT,16
CRANBERRY,16
CENTRUM FORTE,16
XYLOCAINE,16
SEROQUEL XR,15
PENTAMIDINE ISETHIONATE INJ 300MG/VIAL BP,15
NOVOLIN GE NPH INJ SUS 100U/ML,15
CADUET,15
NITRAZEPAM,15
TRI-CYCLEN,15
TRIMETHOPRIM-SULFAMETHOXAZOLE,15
HYDREA CAP 500MG,15
ATASOL TAB 325MG,15
APO SULFATRIM DS TAB,15
TIMOPTIC,15
LUTEIN,15
ANALGESIC,15
BROMOCRIPTINE,15
DEXILANT,15
APO TRIAZIDE TAB,15
MOXIFLOXACIN,15
CENTRUM,15
AMPHOTERICIN B,15
XYREM,15
ZELNORM,15
LABETALOL,15
EPIRUBICIN HYDROCHLORIDE INJECTION,15
ZOSTAVAX,15
ESCITALOPRAM OXALATE,15
LEUCOVORIN CALCIUM,15
INNOHEP,15
TRANEXAMIC ACID,15
ALESSE 28,15
RATIO-FENTANYL,15
HEPATITIS B VACCINE,15
TYLOX,15
NICOTINE,15
DIXARIT TAB 0.025MG,15
VOLTAREN SR,15
BLEOMYCIN SULPHATE FOR INJECTION USP,15
VALIUM ORAL,15
LIPITOR 20MG TABLETS,15
SANDOZ BISOPROLOL,15
CASODEX TAB 50MG,15
QUETIAPINE FUMARATE,15
TYKERB,15
MELLARIL,15
PROPOFOL INJECTION,15
GEMFIBROZIL,15
GEN-SIMVASTATIN,15
QUINAPRIL,15
CEFOTAXIME,15
PAIN MEDICATION,15
APO-RAMIPRIL,15
ELOXATIN,15
APO FOLIC ACID TAB 5MG,15
SALAGEN TABLETS,15
RENEDIL,15
APO-METOCLOP,15
LIPITOR 10MG TABLETS,15
NAPROXEN SODIUM,15
HYDROCORTISONE ACETATE CREAM USP,15
CALAMINE LOTION,15
SPRYCEL,15
CALCIUM GLUCONATE,15
APO-OMEPRAZOLE,15
AMEVIVE,15
PRADAXA,15
ANDRIOL,15
HORMONES,15
KIVEXA,15
VENLAFAXINE HYDROCHLORIDE,15
SANDOZ CIPROFLOXACIN,15
ALENDRONATE SODIUM/VITAMIN D3,15
LUCENTIS,15
HABITROL,15
XENICAL 120MG CAPSULE,15
METHYLPREDNISOLONE SODIUM SUCCINATE,15
VENTILATION,15
NOVO-LEVOFLOXACIN,15
DURAGESIC MAT,15
RENAGEL,15
PEPCID,15
COMBIVENT UDV,15
NOVAMOXIN,15
HUMULIN,15
EVENING PRIMROSE OIL,15
SEPTRA INJECTION,14
BOTOX 50U/50ALLERGAN U VIAL, 100U/100ALLERGAN U VIAL, 200U/200ALLERGAN U VIAL,14
CLOMIPRAMINE,14
CARBOCAL,14
SYNTHROID - TAB 50MCG,14
CHONDROITIN,14
INH,14
TRASTUZUMAB,14
MARVELON 28 TAB,14
KEFLEX,14
PHYTONADIONE,14
KETOPROFEN,14
PENTOXIFYLLINE,14
OLMETEC,14
BACTROBAN,14
HEMODIALYSIS,14
ZENHALE,14
VALIUM 5 TAB,14
RALIVIA,14
TAXOL LIQ IV 6MG/ML,14
THIORIDAZINE,14
MMR II,14
INDERAL,14
NORVIR,14
ALDOMET,14
HORMONE REPLACEMENT THERAPY,14
BUDESONIDE/FORMOTEROL FUMARATE,14
DICLECTIN,14
TICARCILLIN,14
TRI-CYCLEN TABLETS - 28-DAY,14
MYCOSTATIN,14
KAYEXALATE,14
ULORIC,14
ADACEL,14
DIOVAN-HCT 160/25MG,14
SULFATRIM,14
CYANOCOBALAMIN TANNIN COMPLEX,14
REFRESH LACRI-LUBE,14
PREMARIN VAGINAL CREAM,14
DOCUSATE CALCIUM,14
CRESTOR - 40MG,14
NOVO-METOPROL,14
DIALYSIS,14
MILK THISTLE,14
LIBRIUM,14
QUININE SULFATE,14
RANITIDINE HYDROCHLORIDE,14
VITAMIN B1,14
ZERIT = D4T,14
ZINECARD,14
ZOVIRAX,14
ACETAMINOPHEN WITH CODEINE AND CAFFEINE,14
ZYTIGA,14
QVAR 100 MCG,14
CASODEX,14
FLORINEF,14
COCAINE,14
TUBERSOL,14
REMERON RD,14
XATRAL,14
NOVO-TRIAMZIDE,14
ALBUTEROL,14
SLEEPING PILL(S),14
APO ALLOPURINOL,14
CLOPIDOGREL BISULFATE,14
MICARDIS 80MG TAB,14
REGLAN,14
CANESTEN,14
JANUMET,14
PROCYCLIDINE HCL,14
NIASPAN,14
ELIGARD,13
LIORESAL TAB 10MG,13
EVRA   -(6/0.60),13
MSM,13
TARCEVA,13
FIRMAGON,13
MANERIX,13
TUBERCULIN PPD (MANTOUX),13
FLUTICASONE PROPIONATE,13
SODIUM POLYSTYRENE,13
SORIATANE,13
METHYLPHENIDATE,13
ST JOHNS WORT,13
APO K TAB 600MG,13
DOCETAXEL,13
CORGARD,13
ELOCOM,13
NOVO-TRIMEL DS TAB,13
ZELBORAF FILM-COATED TABLET,13
NOVOLIN 30/70,13
DIOVAN-HCT 160MG/12.5MG,13
BENZODIAZEPINES,13
TENOFOVIR,13
FLUID(S),13
NOVO-RISEDRONATE,13
RHINOCORT,13
MERIDIA,13
TEVETEN,13
DIABETES MEDICATIONS,13
ARTHROTEC 75,13
ICE PACKS,13
ALFUZOSIN,13
CEFZIL,13
RED BLOOD CELLS,13
CHLORAL HYDRATE SYRUP,13
