drug,countreact
VITAMIN E,31
SOLU-MEDROL,31
TAMSULOSIN,30
NORTRIPTYLINE,30
QUETIAPINE,30
FERROUS GLUCONATE,30
RIVOTRIL,30
NORVASC TAB 5MG,30
VANCOMYCIN HYDROCHLORIDE FOR INJECTION, USP,30
DIURETIC(S),30
ADVAIR,29
RAPAMUNE,29
CYMBALTA,29
SANDOSTATIN LAR,29
GENTAMICIN,29
CORTISONE,29
CIPRALEX,29
CAPTOPRIL,29
DEMEROL,29
ACETYLSALICYLIC ACID ENT CTD,29
MORPHINE SULFATE,29
FLUIDS,29
ELAVIL,29
LANSOPRAZOLE,28
VITAMINS,28
MIRTAZAPINE,28
ENTERIC COATED A.S.A,28
GLEEVEC,28
TYLENOL W CODEINE NO3 TAB,28
ALDACTONE,28
PERCOCET,28
NITRO-DUR,28
ATORVASTATIN CALCIUM,28
DILANTIN,27
ZOFRAN,27
CALCIUM & VITAMIN D,27
HYDROXYZINE,27
STEMETIL,27
FORTEO,27
3TC,27
LOPERAMIDE,27
CHOLECALCIFEROL,27
ZOCOR,27
REBIF,27
CITALOPRAM,27
PLAQUENIL,27
EXJADE,27
NORMAL SALINE,27
FLUCONAZOLE,27
GLUCOPHAGE,27
INDOMETHACIN,27
CORTICOSTEROID(S),26
ELTROXIN,26
ALPRAZOLAM,26
DIABETA,26
SLOW K 600MG,26
CLONIDINE,26
DIVALPROEX SODIUM,26
TEGRETOL,26
PIPERACILLIN/TAZOBACTAM,26
FLAGYL,26
CYANOCOBALAMIN,26
VANCOMYCIN,26
ACTEMRA,26
SANDOSTATIN LAR 20MG,26
ALENDRONATE,26
CO-TRIMOXAZOLE,26
NAPROSYN,26
SENNA,26
DOCUSATE NOS,26
CARBAMAZEPINE,26
AVASTIN,25
PROSCAR,25
TIAZAC,25
ATROVENT,25
MAGNESIUM SULFATE,25
LACTULOSE,25
OXYGEN,25
IMODIUM,25
EPREX STERILE SOLUTION,25
OLANZAPINE,25
CLOXACILLIN,25
PHENYTOIN,25
LEUCOVORIN,25
CLARITHROMYCIN,25
ENTROPHEN,25
AVANDIA,25
CLINDAMYCIN,25
FRAGMIN,25
PACKED RED BLOOD CELLS,24
ONDANSETRON,24
VALTREX,24
HUMALOG,24
TOPIRAMATE,24
ERYTHROMYCIN,24
ADVIL,24
SYMBICORT TURBUHALER,24
VINCRISTINE SULFATE INJECTION USP,24
OXYCONTIN,24
REYATAZ,24
HUMULIN R INJ,24
CIMETIDINE,24
METOLAZONE,24
VIREAD,24
ASAPHEN,24
VITAMIN B COMPLEX,24
HYDROMORPH CONTIN,24
MONOPRIL,24
SEPTRA DS TABLETS,24
TOBRAMYCIN INJECTION USP,24
LISINOPRIL,24
BENZTROPINE,24
BIAXIN,24
ZOLOFT,24
PRAVASTATIN SODIUM,23
LITHIUM CARBONATE,23
HEPARIN SODIUM,23
VENLAFAXINE XR,23
CHAMPIX,23
INDAPAMIDE,23
HEMODIALYSIS,23
HUMULIN N INJ 100UNIT/ML,23
EFFEXOR NOS,23
LACTULOSE SYRUP,23
FLUOXETINE,23
FAMOTIDINE,23
BLOOD WHOLE,23
RASILEZ,23
VERAPAMIL HCL,23
DIALYSIS,23
SENNOSIDES,23
COLCHICINE,23
PAROXETINE,23
ARAVA,23
XANAX,23
RITONAVIR,23
IMOVANE,23
COGENTIN,23
ACTOS,23
VOLTAREN,23
TERAZOSIN,23
QUININE,23
LABETALOL,23
EXTRANEAL,22
ACCUPRIL,22
REVLIMID,22
AMIODARONE,22
NEURONTIN,22
BISACODYL,22
SULFASALAZINE,22
DYAZIDE TAB,22
LANOXIN,22
ZYPREXA ZYDIS,22
TYLENOL EXTRA STRENGTH TAB 500MG,22
DETROL LA,22
STUDY DRUG,22
IV FLUIDS,22
SINGULAIR,22
NADOLOL,22
LANTUS,22
MAXERAN,22
HYDROXYCHLOROQUINE,22
MACROBID (100 MG),22
WELLBUTRIN,22
PROZAC,22
HALDOL,22
SANDOSTATIN,22
PRAVACHOL,22
COMBIVENT,21
HCTZ,21
PREDNISOLONE,21
CISPLATIN INJECTION,21
SERAX,21
TRUVADA,21
KALETRA,21
DALMANE,21
TUMS,21
TENORMIN,21
GLUCONORM,21
ENALAPRIL,21
RESTORIL,21
HALOPERIDOL,21
CEFTAZIDIME FOR INJECTION, USP,21
OXYCODONE-ACETAMINOPHEN,21
PROVERA,21
NASONEX,21
K-DUR,21
STEROID(S),21
VALSARTAN,21
FENOFIBRATE,21
NEORAL,21
ACEBUTOLOL HYDROCHLORIDE,21
CRIXIVAN,21
AMOXIL,20
DECADRON,20
NITROFURANTOIN,20
XALATAN,20
GANCICLOVIR,20
LAMOTRIGINE,20
HYDRATION,20
ROCEPHIN,20
SEPTRA INJECTION,20
ZYLOPRIM,20
MELOXICAM,20
CYCLOBENZAPRINE,20
LOXAPINE,20
NOVASEN,20
METAMUCIL,20
LOVENOX,19
HYZAAR,19
CEPHALEXIN,19
CHLORPROMAZINE,19
ISOSORBIDE DINITRATE,19
LEVOFLOXACIN,19
OMEGA - 3,19
INTUBATION,19
SODIUM CHLORIDE,19
DIDROCAL-400MG(ETIDRONATE DISOD.)TAB AND 1250MG(CA CARB.)TAB(500MG CA),19
SEREVENT,19
L-THYROXINE,19
CEFOTAXIME,19
FERROUS FUMARATE,19
AVALIDE,19
CLAVULIN,19
GLUCOSAMINE,19
CATAPRES,19
PROCHLORPERAZINE,19
PROPOFOL INJECTION,19
TECTA,19
ARICEPT,19
ARTHROTEC,19
LAXATIVES,19
RISEDRONATE SODIUM,19
NEUPOGEN,19
INDOCID,19
ALDACTAZIDE,19
MS CONTIN,19
AVODART,19
HYDRALAZINE,19
ZOMETA,18
DIOVAN-HCT,18
IPRATROPIUM,18
VALIUM ORAL,18
AVELOX,18
LOMOTIL,18
TETRACYCLINE,18
DIPHENHYDRAMINE HYDROCHLORIDE,18
DIANEAL PD4 CAPD SOLUTION WITH 1.5% DEXTROSE AND 2.5MEQ/L CALCIUM,18
PULMICORT,18
DOXAZOSIN,18
POTASSIUM (NOS),18
LIPIDIL,18
MAVIK,18
MOTRIN,18
LEVAQUIN,18
PYRIDIUM,18
CRESTOR - 10MG,18
LOPID,18
PROLIA PRE-FILLED SYRINGE. PRESERVATIVE-FREE.,18
FLUID(S),18
FOSINOPRIL,18
NORVIR,18
ORENCIA,18
OXYBUTYNIN,18
BICALUTAMIDE,18
ISENTRESS,18
ISORDIL,18
METHYLPREDNISOLONE NOS,18
VIDEX,18
RATIO-OXYCOCET,18
ZAROXOLYN,18
GLICLAZIDE,18
HUMULIN,17
MAALOX,17
PERINDOPRIL,17
ANGIOTENSIN II ANTAGONIST,17
VITAMIN B6,17
PHENOBARBITAL,17
KAYEXALATE,17
CASODEX TAB 50MG,17
VIAGRA,17
BROMAZEPAM,17
XARELTO,17
DIFLUCAN,17
FLEET PHOSPHO-SODA ORAL LAXATIVE,17
BUPROPION,17
ENOXAPARIN,17
AZITHROMYCIN,17
THIAMINE HCL,17
ADALAT,17
ESTRACE,17
LAMIVUDINE,17
TYLENOL WITH CODEINE NO. 2 - TAB,17
CARDIZEM,17
VERAPAMIL HYDROCHLORIDE INJECTION USP,17
FLUTICASONE,17
DETROL,17
TAZOCIN,17
BACTRIM,17
THYROXINE,17
XOLAIR,17
ZENAPAX 5MG/ML,17
ESTROGENS,17
KEFLEX,17
ATARAX,17
PREXIGE,17
PARACETAMOL,17
SERC,17
METHYLDOPA,17
DIANEAL PD4 CAPD SOLUTION WITH 2.5% DEXTROSE AND 2.5MEQ/L CALCIUM,17
TYLENOL ARTHRITIS PAIN,17
ROSUVASTATIN,16
PROPRANOLOL HYDROCHLORIDE INJECTION USP,16
INHIBACE,16
FISH OIL,16
MEVACOR,16
RENEDIL,16
SUSTIVA,16
CALCIUM GLUCONATE,16
RIFAMPIN,16
DOPAMINE,16
FRESH FROZEN PLASMA,16
TAXOTERE,16
CHLORAL HYDRATE SYRUP,16
JANUVIA,16
MULTIPLE VITAMINS,16
PERPHENAZINE,16
DITROPAN,16
SINEMET,16
NOVOLIN,16
ACE INHIBITOR,16
ZESTRIL,16
MERREM,16
PETHIDINE INJECTION B.P.,16
PROPRANOLOL,16
MAGNESIUM GLUCOHEPTONATE,16
FLURAZEPAM HYDROCHLORIDE,16
XELODA,16
CONTRACEPTIVES,16
EVISTA (60MG),16
LUVOX,16
ZOMETA CONCENTRATE,16
FLUOROURACIL,16
INSULIN NPH,16
TRAMACET,16
PEPCID,16
REACTINE,16
CYTOTEC,16
PRADAX,16
PEGASYS RBV,16
ENTERIC COATED ASA,16
ASACOL,16
CARBOPLATIN,16
ESTRADERM,16
FLEET ENEMA,16
SODIUM PHOSPHATE,16
ALBUMIN (HUMAN),15
ASCORBIC ACID (VITAMIN C),15
DAPSONE,15
OCTREOTIDE,15
DICLOFENAC,15
MACROBID,15
INSULIN REGULAR,15
ZITHROMAX,15
HALCION,15
EXELON,15
ADALAT XL - SRT,15
STAVUDINE = D4T,15
HYTRIN,15
CENTRUM TABLETS,15
DULCOLAX,15
NOVO-HYDRAZIDE,15
ARIMIDEX TAB 1MG,15
EPINEPHRINE,15
MIRENA,15
VENTILATION,15
BACTRIM DS ROCHE TAB,15
QUINAPRIL,15
DOXYCYCLINE,15
SULFAMETHOXAZOLE AND TRIMETHOPRIM,15
TAGAMET,15
ZERIT = D4T,15
MODURET,15
SUTENT,15
RISPERIDONE (JANSSEN-ORTHO),15
ETHANOL,15
ZOLADEX LA INJ DEPOT 10.8MG,15
KEMADRIN,15
ALDOMET,15
INH,15
SULCRATE,15
SALOFALK,15
TOPAMAX,15
MERCAPTOPURINE,15
LAMICTAL,15
TORADOL,15
ELMIRON   -(100MG),15
METHADONE,15
NOZINAN,15
CLOZAPINE,14
DOXORUBICIN HYDROCHLORIDE INJECTION,14
NOROXIN,14
CALCITONIN,14
PLATELETS,14
CARVEDILOL,14
ADALAT P.A.,14
TRIMETHOPRIM-SULFAMETHOXAZOLE,14
DESIPRAMINE,14
ACCUTANE ROCHE,14
CAPOTEN,14
NITROLINGUAL PUMPSPRAY,14
STIVARGA,14
ZINC,14
PIPERACILLIN FOR INJECTION, USP,14
TRIAMTERENE & HYDROCHLOROTHIAZIDE,14
DENOSUMAB,14
ROCALTROL,14
GARLIC,14
ADVAGRAF,14
MYRBETRIQ,14
PEGETRON,14
BUDESONIDE,14
ISOPTIN,14
COSOPT  -(2%/0.5% OPH DPS),14
NOVORAPID,14
CHOLESTYRAMINE,14
HYDROXYUREA,14
FINASTERIDE,14
THYMOGLOBULIN,14
MESALAZINE,14
PROCYCLIDINE HCL,14
TYLENOL EXTRA STRENGTH EZ,14
ATROPINE,14
AMILORIDE/HYDROCHLOROTHIAZIDE,14
GILENYA,14
AFINITOR,14
DICLOFENAC SODIUM,14
SERZONE-5HT2,14
CONJUGATED ESTROGENS,14
ETHAMBUTOL,14
CLOTRIMAZOLE,14
TICLID TAB 250MG,14
ABACAVIR,14
ADVAIR DISKUS,14
LESCOL,14
CEFUROXIME FOR INJECTION USP,14
LEVEMIR PENFILL,14
ATASOL TAB 325MG,14
DIAMICRON,13
HYDRODIURIL,13
PENICILLIN,13
GEMFIBROZIL,13
METHYLPREDNISOLONE,13
PHOSPHATE,13
MILK OF MAGNESIA,13
NSAIDS,13
ETOPOSIDE INJECTION, USP,13
LIPIDIL SUPRA,13
VICTOZA MULTIDOSE PEN-INJECTOR. 30DOSES(0.6MG)-15DOSES(1.2MG)-10DOSES(1.8MG). 1/2/3,13
SALMON OIL,13
PRINIVIL,13
NIACIN,13
PENTOXIFYLLINE,13
TRAMADOL HYDROCHLORIDE,13
SALINE,13
STELAZINE,13
VALGANCICLOVIR,13
TENOFOVIR,13
SODIUM POLYSTYRENE,13
KEPPRA,13
CIALIS,13
AERIUS,13
VESICARE,13
DIPYRIDAMOLE,13
BRIMONIDINE OPHTHALMIC,13
POTASSIUM,13
IMITREX,13
MOBICOX,13
CIPRO XL,13
NIFEDIPINE XL,13
MIRAPEX,13
INDERAL,13
SIMPONI,13
LEFLUNOMIDE,13
CISAPRIDE,13
COD LIVER OIL,13
PENTAMIDINE ISETHIONATE INJ 300MG/VIAL BP,13
DURAGESIC,13
DOPAMINE HCL,13
DESYREL,12
DEXTROSE,12
THYROID HORMONES,12
MANNITOL,12
COPAXONE,12
INNOHEP,12
ISONIAZID,12
CALCIUM CHANNEL BLOCKER,12
KETAMINE HYDROCHLORIDE INJECTION USP,12
AMPHOTERICIN B,12
COREG,12
GLUCOSAMINE & CHONDROITIN,12
COVERSYL PLUS,12
NEVIRAPINE,12
MAGNESIUM GLUCONATE,12
YASMIN 28,12
ELOXATIN,12
DDAVP,12
PROCYTOX,12
PHENAZOPYRIDINE HCL,12
CEFTIN,12
IRBESARTAN,12
CASODEX,12
CEFTRIAXONE FOR INJECTION USP,12
PRADAXA,12
SELENIUM,12
KETOROLAC,12
HYDROCORTISONE ACETATE CREAM USP,12
GAVISCON,12
REMERON,12
LIPID MODIFYING AGENT,12
COENZYME Q10,12
MINOCYCLINE,12
VENLAFAXINE,12
BAYCOL,12
TESTOSTERONE,12
BICARBONATE CONCENTRATE D20000,12
CANESTEN,12
AMANTADINE,12
MYCOSTATIN,12
ANCEF,12
TEQUIN,12
FLONASE - AEM-SUS NAS  50MCG/MD,12
TIMOPTIC,12
METHOTRIMEPRAZINE,12
SOTALOL,12
ALTACE HCT,12
MULTIVITAMINS WITH MINERALS,12
N-ACETYLCYSTEINE,12
PYRIDOXINE,12
SUCRALFATE,12
XATRAL,12
BETA-BLOCKING AGENTS,11
BIAXIN XL,11
GRANULOCYTE COLONY STIMULATING FACTOR (G-CSF),11
PURINETHOL,11
INTRON A,11
APRESOLINE,11
SURGAM,11
SIMULECT,11
DEPAKENE,11
ROCURONIUM,11
BETAMETHASONE,11
PAMIDRONATE DISODIUM FOR INJECTION,11
AREDIA,11
LERITINE,11
RITALIN,11
HYDROCORTISONE SODIUM SUCCINATE,11
ANTINEOPLASTIC(S),11
DILTIAZEM CD,11
PENICILLAMINE,11
NORFLOXACIN,11
ZOMAX,11
CARDIZEM CD,11
CECLOR,11
NALFON,11
SENOKOT S TAB,11
TIMOLOL,11
CARBOCAL D,11
TYSABRI,11
RIBAVIRIN,11
BECLOFORTE INHALER - AEM INH 250MCG/AEM,11
VITALUX,11
FLUOROURACIL INJ 50MG/ML,11
FLUVOXAMINE,11
SURMONTIL,11
ONE ALPHA,11
IMDUR - EXTENDED RELEASE TABLETS 60 MG,11
DOCUSATE,11
TRIAZOLAM,11
LAMISIL,11
PREZISTA,11
ACETYLCYSTEINE SOLUTION,11
BUSCOPAN,11
APO-SULFATRIM,11
PHOSPHATE-NOVARTIS,11
CARDURA,11
MONOCOR,11
AMPHOJEL,11
PERMAX,11
ELIGARD,11
LARGACTIL,11
FELODIPINE,11
ZERIT,11
GINSENG,11
MYFORTIC,11
OXYNEO,11
222 FROSST W/PHENACETIN,11
ZYBAN,11
VALCYTE,11
APO FUROSEMIDE,11
SILDENAFIL,11
TOTAL PARENTERAL NUTRITION (TPN),11
METHYLPHENIDATE,11
PREPULSID,10
PRIMAXIN INJ,10
FLEXERIL   -(10MG),10
CLAFORAN,10
DIOVAN 160MG TABLETS,10
THEOPHYLLINE,10
ZELDOX,10
GARAMYCIN,10
PLASMAPHERESIS,10
CYTARABINE INJECTION,10
ANALGESICS,10
MYOCHRYSINE,10
CLOBAZAM,10
CLOPIXOL,10
FELDENE,10
CHLORTHALIDONE,10
CONCERTA,10
ACETAMINOPHEN WITH CODEINE - CAPLET,10
EMPRACET,10
PENICILLIN G SODIUM,10
LIORESAL TAB 10MG,10
INFLUENZA VACCINE,10
TAMOXIFEN,10
ANAFRANIL,10
FAMVIR,10
NEBCIN,10
DOXEPIN HYDROCHLORIDE,10
ZELBORAF FILM-COATED TABLET,10
RATIO-TAMSULOSIN,10
CRYOPRECIPITATE,10
ATRIPLA,10
CLINORIL,10
IMMUNE GLOBULIN INTRAVENOUS (HUMAN),10
SODIUM AUROTHIOMALATE INJECTION BP,10
DANTRIUM INTRAVENOUS PWS 20MG/VIAL,10
VALIUM NOS,10
DEXTROSE 5% IN WATER,10
LOZIDE,10
CALTRATE,10
SANDIMMUNE NEORAL,10
M-ESLON,10
BEXTRA,10
WELLBUTRIN SR,10
ENTOCORT CAPSULE 3MG,10
QUININE SULFATE,10
PENTASA,10
GLUCOSE,10
TYLENOL W CODEINE NO2 TAB,10
PROCTOSEDYL,10
WHOLE BLOOD,10
PENBRITIN,10
ENDOCET,10
MOTILIUM TAB 10MG,10
TRACLEER,10
GLYCERIN SUPPOSITORIES,10
NOVOLIN GE NPH INJ SUS 100U/ML,10
VASOPRESSOR DRUGS,10
CHARCOAL,10
DOBUTAMINE INJECTION USP,10
5-AMINOSALICYLIC ACID,10
GLYCERYL TRINITRATE,10
THIAZIDES,10
PERSANTINE,10
APO-RAMIPRIL,10
DARVON N 100MG CAP,10
CORGARD,10
DEPO-PROVERA STERILE AQUEOUS SUSPENSION 150 MG/ML,10
TASIGNA,10
PREMARIN VAGINAL CREAM,10
DIABETES MEDICATIONS,10
CLOMIPRAMINE,10
ZIDOVUDINE,10
ALUMINUM HYDROXIDE,10
CANDESARTAN CILEXETIL,9
VERSED,9
NIZORAL,9
COMBIVIR,9
MESTINON,9
SOFLAX,9
MICRO-K EXTENCAPS,9
RENAGEL,9
SULFADIAZINE,9
SANDIMMUNE,9
FOLATE,9
GINKGO BILOBA,9
LEVOPHED LIQ IV 1.0MG/ML,9
ISOPTIN SR,9
L-ASPARAGINASE,9
OGEN,9
IMIPRAMINE,9
MORPHINE SULPHATE INJECTION, USP,9
ATORVASTATIN,9
FLOVENT HFA,9
THEO-DUR,9
SECTRAL,9
APO-SIMVASTATIN,9
REPLAVITE,9
ETIDRONATE,9
LIDOCAINE,9
HUMULIN 30/70 (INSULIN HUMAN BIOSYNTH INJ),9
ONCOVIN SOLUTION 1MG/ML,9
FERGON,9
THERAPEUTIC RADIOPHARMACEUTICALS,9
MESNA FOR INJECTION,9
CYCLOMEN,9
PROGESTERONE,9
FUNGIZONE INTRAVENOUS INJECTION 50MG,9
CALCITRIOL,9
PICO-SALAX,9
AMARYL,9
VENTOLIN FOR INHALATION,9
AZT = ZIDOVUDINE,9
DEXTROSE 50%,9
CHLORHEXIDINE,9
ANTIHISTAMINIC DRUGS,9
IRINOTECAN HYDROCHLORIDE,9
RIFAMPICIN,9
MUPIROCIN,9
AVONEX,9
RYTHMODAN,9
BENZTROPINE MESYLATE,9
APO-AMITRIPTYLINE,9
ELOCOM,9
SULFATRIM,9
CATHETERS,9
CHOLOGRAFIN MEGLUMINE INJ. - LIQ IV,9
SECONAL SODIUM PULVULE 240 0.1GM,9
PENTASPAN,9
SODIUM PHOSPHATES INJECTION USP,9
TUINAL,9
ESTRADOT,9
ANTITHYMOCYTE IMMUNEGLOBULIN,9
NARCOTIC ANALGESICS,9
APO HYDRO,9
TIMENTIN,9
XGEVA SINGLE-USE VIAL. FOR S.C. USE ONLY. PRESERVATIVE-FREE.,9
TRIAMTERENE,9
SURFAK,9
ETODOLAC,9
POLYMOX,9
LOSARTAN,9
PROMETRIUM  - CAP 100MG,9
PENICILLIN G,9
URSODIOL,9
LUCENTIS,9
CORDARONE,9
KYTRIL,9
SUPEUDOL,9
RIFADIN,9
FLAXSEED,9
LUMIGAN,9
APO-CLOZAPINE,9
ZOLADEX,9
ENABLEX,9
ARTANE,9
ECHINACEA,9
TYLENOL WITH CODEINE,9
LIBRIUM,8
NEOSTIGMINE METHYLSULFATE INJECTION USP,8
LACTAID,8
PROBENECID,8
CYTOSAR,8
RISPERDAL CONSTA,8
HERCEPTIN VIALS,8
BECLOMETHASONE,8
FLUDARA,8
PEGASYS,8
METOCLOPRAMIDE HCL,8
STATEX,8
CRESTOR - 20MG,8
SUCCINYLCHOLINE CHLORIDE,8
DESMOPRESSIN,8
TEMODAL,8
BENLYSTA FOR I.V. INFUSION ONLY. 80MG/ML (RECONST.),8
OXYTROL,8
NOREPINEPHRINE,8
COTAZYM CAP,8
RED BLOOD CELLS,8
CESAMET,8
LUTEIN,8
PHENACETIN,8
MICARDIS PLUS,8
MINOXIDIL,8
AMIKIN,8
ANALGESIC,8
ANTICOAGULANTS,8
DICETEL,8
SANDOZ BISOPROLOL,8
INSULIN LENTE,8
TOLTERODINE,8
PLATELET CONCENTRATE,8
HORMONES,8
PRISTIQ,8
MAGNOLAX,8
PENTAMIDINE ISETHIONATE,8
FEMARA 2.5MG,8
VIDEX EC,8
HYDROXYCHLOROQUINE SULFATE,8
BENZODIAZEPINES,8
GAMMA GLOBULIN,8
ZOVIRAX,8
ANDROCUR,8
FAMCICLOVIR,8
THIORIDAZINE,8
CODEINE PHOSPHATE,8
PENICILLIN V,8
MELATONIN,8
BUPIVACAINE,8
TRIDURAL,8
STELARA,8
DIANEAL PD4 CAPD SOLUTION WITH 4.25% DEXTROSE AND 2.5MEQ/L CALCIUM,8
LOVASTATIN,8
C.E.S. TABLETS,8
GEMCITABINE FOR INJECTION, USP,8
GRANISETRON,8
ASPIRIN COATED,8
ESOMEPRAZOLE,8
SYMBICORT 200 TURBUHALER,8
TAMSULOSIN CR,8
AMOXICILLIN/CLAVULANATE,8
CETIRIZINE,8
LIPIDIL MICRO,8
HYGROTON 50MG,8
NEFAZODONE,8
SAQUINAVIR,8
MAGNESIUM OXIDE,8
CLOPIDOGREL,8
QUESTRAN,8
ACETAMINOPHEN AND CODEINE,8
CADUET,8
REFRESH LACRI-LUBE,8
NOVO-SEMIDE,8
ALVESCO,8
DIAMOX,8
ANTIDEPRESSANTS,8
SEROQUEL XR,8
CAFFEINE,8
ISOSORBIDE MONONITRATE,8
CARBOLITH,8
LIPITOR 10MG TABLETS,8
DIANE-35,8
PANTOPRAZOLE SODIUM,8
TRANDATE,8
CALCIUM & MAGNESIUM,8
VANCOCIN,8
CHEMOTHERAPY,8
BETAMETHASONE DIPROPIONATE,8
BOTOX PWS INJ 100UNIT/VIAL,8
NITROGLYCERIN PASTE,8
XYLOCAINE HCL,8
SINEMET CR,8
GAMUNEX,8
MEROPENEM,8
TRANSDERM-NITRO,8
CRESTOR - 40MG,8
GLUCOSAMINE SULFATE,8
ANTI-INFLAMMATORY AGENTS,8
SANDOSTATIN LAR 10MG,8
IGIVNEX,8
XYREM,8
ACETAZOLAMIDE,8
RATIO-SALBUTAMOL HFA,8
PLASMA,8
LEVOBUNOLOL HYDROCHLORIDE OPHTHALMIC SOLUTION,7
HYDREA CAP 500MG,7
CIPRO IV,7
XENICAL 120MG CAPSULE,7
292 TAB,7
MEDROXYPROGESTERONE ACETATE,7
PENTHRANE,7
TRASYLOL,7
ADRENALIN CHLORIDE SOL 1:1000,7
AMILORIDE HYDROCHLORIDE TABLETS, USP,7
INSULIN N,7
TRAJENTA,7
ELECTROLYTES LIQ,7
GLUCOCORTICOIDS,7
ENSURE,7
NOVOLIN GE TORONTO INJ 100U/ML,7
LECTOPAM,7
CEPHALOSPORIN,7
BACTRIM ROCHE,7
PRIVIGEN,7
PROCAINAMIDE,7
APO-CLINDAMYCIN,7
RANITIDINE INJECTION USP,7
RATIO-ECTOSONE,7
ARIXTRA,7
ALESSE 28 TABLETS,7
NOVOMIX 30       (PENFILL CARTRIDGE),7
MYSOLINE,7
CIMZIA,7
VOLTAREN EMULGEL,7
PSEUDOEPHEDRINE,7
MARIJUANA,7
MEGESTROL,7
RATIO-EMTEC-30,7
MOGADON,7
VELCADE,7
ANACIN TABLET,7
ORUDIS,7
OXEZE TURBUHALER,7
MARVELON 28 TAB,7
ACEBUTOLOL,7
ZIAGEN,7
NOVO-METHACIN,7
ESTRADIOL,7
FIORINAL,7
DILTIAZEM SR,7
DIPHTHERIA AND TETANUS TOXOIDS WITH PERTUSSIS VACCINE ADSORBED,7
INSULIN HUMAN,7
MEDROXYPROGESTERONE,7
JAKAVI,7
STREPTASE,7
KIVEXA,7
SUFENTANIL CITRATE INJECTION USP,7
ALENDRONATE SODIUM,7
ASASANTINE CAP,7
UNIPHYL,7
ASPIRIN ENTERIC COATED CAPLET 325MG,7
ATENOLOL,7
MULTI-VITE,7
OLMETEC,7
VERAPAMIL SR,7
