reaction,drug,count,countmale,countfemale,countdeath,countdisab,countanomal,countthreat,counthosp,countother,countyoung,countadult,countelderly,countserious
Pruritus,ACETAMINOPHEN,618,191,394,7,8,0,23,76,112,131,275,212,232
Pruritus,ACETYLSALICYLIC ACID,214,79,133,1,2,0,3,25,15,40,97,77,57
Pruritus,ACETYLSALICYLIC ACID ENT CTD,180,82,98,0,1,0,3,26,12,6,67,107,47
Pruritus,ACTEMRA,109,19,90,1,0,0,0,11,65,1,91,17,96
Pruritus,ADALAT,124,53,69,1,0,0,0,5,5,8,49,67,23
Pruritus,ADRENALIN CHLORIDE SOL 1:1000,255,92,159,2,0,0,19,87,26,57,175,23,172
Pruritus,ALLOPURINOL,239,117,117,3,0,0,4,45,33,16,94,129,96
Pruritus,ALTACE,152,75,74,0,10,0,5,21,46,7,72,73,81
Pruritus,AMITRIPTYLINE,111,20,91,1,3,0,0,17,15,5,78,28,38
Pruritus,AMOXICILLIN,191,68,119,0,0,0,1,25,8,49,74,68,39
Pruritus,AMOXIL,265,91,167,0,0,0,0,24,4,103,82,80,35
Pruritus,AMPICILLIN,780,227,529,0,0,0,2,15,7,137,411,232,50
Pruritus,AMPICIN,127,32,88,0,0,0,0,0,0,19,68,40,10
Pruritus,ANCEF,338,107,225,1,0,0,2,11,3,40,206,92,28
Pruritus,ANTIHISTAMINIC DRUGS,201,48,148,0,4,0,4,25,35,55,114,32,71
Pruritus,ASA,237,118,116,4,7,0,10,41,65,10,98,129,113
Pruritus,ASPIRIN,114,33,79,3,3,0,6,22,26,16,52,46,60
Pruritus,ATARAX,970,306,644,4,8,0,9,150,57,122,506,342,279
Pruritus,ATENOLOL TABLETS, BP,154,45,108,2,5,0,3,25,38,6,66,82,68
Pruritus,ATIVAN,408,106,294,3,3,0,10,43,47,25,244,139,115
Pruritus,ATROPINE,108,26,79,0,0,0,1,4,2,14,75,19,15
Pruritus,ATROVENT,174,51,117,2,1,0,4,25,10,16,72,86,41
Pruritus,BACTRIM ROCHE,133,33,98,0,0,0,0,10,2,32,56,45,20
Pruritus,BENADRYL,4746,1412,3215,9,19,0,86,496,488,742,2907,1097,1287
Pruritus,BETAMETHASONE,123,39,83,1,2,0,3,26,15,11,48,64,54
Pruritus,BETNOVATE,111,37,68,0,1,0,0,16,9,8,43,60,30
Pruritus,CALAMINE LOTION,831,251,570,0,4,0,1,62,23,90,425,316,133
Pruritus,CALCIUM,239,28,210,4,8,0,9,35,96,17,104,118,141
Pruritus,CALCIUM CARBONATE,104,20,84,0,0,0,5,13,20,4,42,58,36
Pruritus,CAPOTEN,132,47,84,2,0,0,0,8,2,5,42,85,21
Pruritus,CAPTOPRIL,116,40,75,1,0,0,0,7,7,6,41,69,23
Pruritus,CARBOPLATIN,122,7,114,0,0,0,5,5,34,13,72,37,45
Pruritus,CARDIZEM,122,39,81,0,0,0,0,12,4,9,39,74,21
Pruritus,CECLOR,145,44,96,0,0,0,0,29,3,82,48,15,42
Pruritus,CEFAZOLIN FOR INJECTION, USP,183,69,107,0,1,0,1,14,7,30,100,53,24
Pruritus,CELEBREX,213,62,150,2,5,0,7,34,67,5,127,81,109
Pruritus,CHLOR-TRIPOLON,513,158,337,0,0,0,0,23,4,93,273,147,66
Pruritus,CHLORAL HYDRATE SYRUP,208,68,138,0,0,0,0,7,6,12,68,128,28
Pruritus,CIPRO,230,82,143,2,1,0,4,25,23,19,104,107,54
Pruritus,CIPROFLOXACIN,108,48,60,1,1,0,4,28,13,8,66,34,45
Pruritus,CLINDAMYCIN,230,64,150,0,0,0,1,21,17,38,121,71,41
Pruritus,CLONAZEPAM,140,32,107,1,2,0,3,28,44,12,95,33,73
Pruritus,CLOXACILLIN,309,127,169,1,1,0,0,24,11,56,165,88,47
Pruritus,CODEINE,159,44,111,2,2,0,5,15,20,33,101,25,44
Pruritus,CODEINE PHOSPHATE,148,46,92,0,0,0,0,2,0,41,81,26,5
Pruritus,COLACE,321,101,212,4,0,0,3,20,19,21,142,158,55
Pruritus,CONRAY 60,114,45,46,0,0,0,0,0,2,40,63,11,12
Pruritus,CORTISONE,101,24,77,0,2,0,3,23,39,22,61,18,66
Pruritus,COUMADIN,210,77,125,1,0,0,1,32,18,14,70,126,57
Pruritus,CRESTOR,167,78,88,3,8,0,6,28,69,11,78,78,95
Pruritus,DALACIN C PHOSPHATE,134,36,94,1,2,0,0,8,2,15,76,43,17
Pruritus,DALMANE,356,93,250,1,0,0,0,0,1,47,229,80,13
Pruritus,DARVON N 100MG CAP,114,31,82,0,0,0,0,3,2,13,65,36,11
Pruritus,DECADRON,142,37,103,2,0,0,10,12,25,13,93,36,54
Pruritus,DEMEROL,843,194,621,1,1,0,2,17,13,90,623,130,67
Pruritus,DEXAMETHASONE,250,80,168,2,1,0,7,33,69,28,160,62,113
Pruritus,DIAZEPAM,201,71,125,2,1,0,0,12,8,17,116,68,37
Pruritus,DIGOXIN,606,234,366,7,2,0,4,25,17,32,121,453,84
Pruritus,DILANTIN,333,145,182,4,0,0,2,32,19,51,162,120,77
Pruritus,DILAUDID,142,42,100,1,0,0,1,11,23,10,109,23,35
Pruritus,DILTIAZEM,132,43,89,3,5,0,1,14,16,3,40,89,40
Pruritus,DIMENHYDRINATE,391,101,278,2,0,0,9,26,25,41,244,106,71
Pruritus,DIOVAN,101,21,77,1,3,0,3,7,56,14,39,48,70
Pruritus,DIPHENHYDRAMINE,932,280,636,7,8,0,35,169,137,142,564,226,377
Pruritus,DOCUSATE SODIUM,146,54,90,0,3,0,2,13,23,10,60,76,41
Pruritus,DYAZIDE TAB,183,46,134,0,1,0,0,16,3,10,68,105,34
Pruritus,ELAVIL,102,25,76,0,0,0,2,8,15,9,58,35,31
Pruritus,ELTROXIN,180,21,158,2,7,0,4,13,23,9,83,88,53
Pruritus,ENTROPHEN,174,62,108,0,0,0,1,11,7,15,57,102,34
Pruritus,EPINEPHRINE,206,64,140,2,4,0,30,73,51,28,146,32,168
Pruritus,ERYTHROMYCIN,267,77,185,0,0,0,0,7,8,52,144,71,27
Pruritus,ESTRADERM,888,2,873,0,1,0,0,7,10,418,434,36,24
Pruritus,FERROUS GLUCONATE,160,46,111,0,3,0,5,14,17,4,64,92,38
Pruritus,FERROUS SULPHATE,144,34,108,0,0,0,2,20,13,12,62,70,39
Pruritus,FLAGYL,178,38,138,0,0,0,3,11,10,20,127,31,29
Pruritus,FLOVENT,108,31,76,0,1,0,6,16,20,5,56,47,43
Pruritus,FOLIC ACID,221,62,156,3,5,0,2,42,65,6,134,81,110
Pruritus,FUROSEMIDE,450,160,285,6,5,0,12,57,47,23,104,323,135
Pruritus,GARAMYCIN,101,45,55,1,0,0,0,0,1,9,57,35,8
Pruritus,GENTAMICIN,384,122,241,1,1,0,1,14,8,62,234,88,43
Pruritus,GLYBURIDE,135,47,87,1,6,0,0,13,15,7,40,88,37
Pruritus,GRAVOL,842,170,651,0,3,0,12,44,45,105,596,141,123
Pruritus,HALCION,225,65,157,0,0,0,0,8,1,11,131,83,37
Pruritus,HEPARIN SODIUM INJECTION, USP,311,102,200,3,0,0,6,22,10,26,147,138,52
Pruritus,HYDROCHLOROTHIAZIDE,303,74,226,2,7,0,9,31,55,16,107,180,111
Pruritus,HYDROCORTISONE,489,150,329,3,1,0,20,85,81,80,229,180,212
Pruritus,HYDROCORTISONE ACETATE CREAM USP,106,32,72,2,2,0,2,15,23,7,53,46,43
Pruritus,HYDROXYZINE,370,113,252,3,10,0,11,83,46,54,173,143,160
Pruritus,HYPAQUE-M,114,44,62,0,0,0,0,2,0,27,74,13,12
Pruritus,IBUPROFEN,127,37,89,0,5,0,7,23,35,24,80,23,68
Pruritus,INDERAL,122,37,84,0,0,0,0,9,1,7,69,46,17
Pruritus,ISORDIL,167,68,97,0,0,0,0,3,1,11,47,109,15
Pruritus,ISOVUE 370 INJECTION,170,55,114,0,0,0,2,6,22,9,129,32,29
Pruritus,KEFLEX,237,63,169,0,0,0,1,8,5,43,107,87,24
Pruritus,KEFLIN,110,39,67,0,0,0,0,0,1,19,68,23,8
Pruritus,LANOXIN,294,96,195,1,1,0,1,12,5,11,42,241,37
Pruritus,LASIX,581,208,369,4,2,0,7,52,31,23,173,385,113
Pruritus,LERITINE,121,31,89,0,0,0,0,2,1,14,87,20,10
Pruritus,LEVOTHYROXINE,165,28,136,2,2,0,8,36,32,9,69,87,73
Pruritus,LIPITOR,333,135,194,4,15,0,16,57,100,26,145,162,183
Pruritus,LORAZEPAM,349,110,235,1,3,0,12,41,74,24,179,146,128
Pruritus,LOSEC,233,54,175,0,8,0,6,34,51,16,92,125,96
Pruritus,MAALOX,110,36,71,0,0,0,1,7,5,8,56,46,18
Pruritus,MEFOXIN,217,42,170,0,0,0,0,1,1,27,155,35,13
Pruritus,MEPERIDINE HCL,105,27,72,0,0,0,0,1,1,8,75,22,5
Pruritus,METAMUCIL,181,50,130,1,0,0,0,7,9,10,79,92,28
Pruritus,METFORMIN,213,79,133,3,8,0,7,36,63,14,101,98,107
Pruritus,METHOTREXATE,222,48,171,4,6,0,4,42,112,28,153,41,162
Pruritus,METOPROLOL,260,125,131,2,7,0,12,49,49,12,98,150,110
Pruritus,METRONIDAZOLE,119,45,71,2,1,0,1,11,9,21,67,31,25
Pruritus,MILK OF MAGNESIA,135,40,93,1,0,0,0,3,5,7,46,82,16
Pruritus,MORPHINE,787,213,555,2,0,0,10,38,36,94,582,111,102
Pruritus,MORPHINE SULFATE,397,104,272,2,0,0,1,9,4,49,291,57,33
Pruritus,MULTIVITAMINE(S),169,36,132,1,5,0,5,19,73,7,94,68,93
Pruritus,NAPROSYN,105,19,83,0,0,0,1,13,3,8,57,40,24
Pruritus,NAPROXEN,102,39,63,0,2,0,1,21,28,8,68,26,57
Pruritus,NEXIUM,122,34,87,1,4,0,5,29,52,6,81,35,82
Pruritus,NITROGLYCERIN,315,123,189,5,1,0,3,44,24,15,93,207,87
Pruritus,NORMAL SALINE,157,49,98,0,0,0,10,15,21,29,100,28,56
Pruritus,NORVASC,175,63,109,2,5,0,7,27,49,7,54,114,84
Pruritus,OMEPRAZOLE,111,37,73,4,2,0,3,16,35,9,44,58,59
Pruritus,OMNIPAQUE,185,71,106,0,0,0,1,3,14,26,124,35,24
Pruritus,OMNIPAQUE 300,151,57,92,0,0,0,2,4,23,16,103,32,30
Pruritus,ONDANSETRON,122,33,89,1,0,0,7,14,38,31,63,28,59
Pruritus,OXAZEPAM,192,57,130,2,2,0,1,12,16,10,97,85,38
Pruritus,OXYGEN,120,35,84,3,1,0,18,32,38,15,88,17,98
Pruritus,PANTOLOC,138,42,95,2,3,0,7,34,42,5,78,55,79
Pruritus,PANTOPON,189,33,150,0,0,0,0,0,0,23,149,17,4
Pruritus,PAXIL,101,33,68,1,4,0,2,21,27,7,76,18,53
Pruritus,PENBRITIN,344,105,234,0,0,0,0,5,0,59,164,121,23
Pruritus,PENICILLIN G,172,77,90,0,0,0,1,7,2,27,107,38,22
Pruritus,PENICILLIN NOS,137,42,92,0,0,0,0,6,0,46,72,19,16
Pruritus,PHENERGAN,148,36,109,0,0,0,1,6,3,14,104,30,20
Pruritus,PHENOBARBITAL,155,53,99,0,0,0,3,13,4,29,87,39,29
Pruritus,PHENYTOIN,104,42,58,3,2,0,4,12,5,19,45,40,33
Pruritus,PLAVIX,155,66,87,4,6,0,9,46,37,8,52,95,94
Pruritus,POTASSIUM CHLORIDE,201,51,143,1,0,0,7,16,13,22,85,94,44
Pruritus,PREDNISONE,1349,395,937,13,26,0,55,341,284,152,798,399,763
Pruritus,PREMARIN,259,1,254,0,4,0,5,32,36,17,169,73,81
Pruritus,PROVERA,176,0,173,0,1,0,1,2,12,47,115,14,19
Pruritus,PROZAC,121,23,95,0,3,0,0,11,13,17,88,16,31
Pruritus,RAMIPRIL,129,61,67,0,2,0,6,34,32,10,46,73,66
Pruritus,RANITIDINE,420,130,284,7,4,0,12,79,63,46,214,160,158
Pruritus,REACTINE,170,46,123,0,3,0,4,19,57,19,119,32,82
Pruritus,REMICADE,865,314,547,2,7,0,44,129,665,67,723,75,810
Pruritus,SALBUTAMOL,195,74,113,3,0,0,10,42,21,33,88,74,68
Pruritus,SECONAL SODIUM PULVULE 240 0.1GM,161,35,124,0,0,0,0,0,1,14,131,16,8
Pruritus,SENOKOT,117,32,83,2,0,0,1,10,23,3,47,67,35
Pruritus,SEPTRA,304,90,204,0,0,0,2,36,0,70,141,93,54
Pruritus,SEPTRA DS TABLETS,131,42,86,0,1,0,0,12,5,17,51,63,19
Pruritus,SERAX,283,82,194,3,1,0,5,8,5,18,147,118,39
Pruritus,SLOW K 600MG,274,74,195,0,1,0,4,14,15,16,90,168,44
Pruritus,SOLU-CORTEF,449,141,301,2,1,0,22,113,82,68,301,80,252
Pruritus,SOLU-MEDROL,282,85,193,1,2,0,14,94,46,38,194,50,170
Pruritus,STEMETIL,155,26,127,0,0,0,2,8,12,18,109,28,26
Pruritus,SYNTHROID,384,52,325,2,11,0,12,50,86,22,200,162,154
Pruritus,TAGAMET,111,42,62,1,0,0,0,5,0,18,62,31,9
Pruritus,TEGRETOL,128,36,88,2,0,0,4,24,9,37,66,25,43
Pruritus,TETRACYCLINE,146,44,96,0,0,0,0,7,3,24,87,35,16
Pruritus,TOBRAMYCIN INJECTION USP,125,49,67,0,0,0,1,4,5,35,59,31,15
Pruritus,TYLENOL,820,230,570,1,4,0,23,71,153,147,404,269,257
Pruritus,TYLENOL W CODEINE NO3 TAB,231,60,161,0,0,0,1,20,14,21,138,72,37
Pruritus,TYLENOL WITH CODEINE NO. 2 - TAB,145,38,106,0,1,0,0,4,0,17,71,57,12
Pruritus,TYLENOL WITH CODEINE NO. 3 - TAB,536,159,369,1,1,0,3,22,23,62,351,123,77
Pruritus,VALIUM ORAL,153,48,99,0,0,0,0,0,0,27,95,31,10
Pruritus,VANCOCIN,190,50,133,2,0,0,0,7,1,38,119,33,35
Pruritus,VANCOMYCIN HYDROCHLORIDE FOR INJECTION, USP,218,64,141,0,0,0,3,33,27,50,112,56,63
Pruritus,VASOTEC,240,91,149,3,1,0,4,41,19,9,72,159,68
Pruritus,VENTOLIN,451,154,290,2,3,0,22,48,57,61,223,167,144
Pruritus,VENTOLIN FOR INHALATION,121,29,91,0,0,0,2,13,8,17,64,40,28
Pruritus,VITAMIN C,120,35,83,0,3,0,1,11,32,10,67,43,53
Pruritus,VITAMIN D,215,47,167,3,4,0,5,33,75,19,88,108,107
Pruritus,VITAMIN E,115,34,75,1,2,0,3,13,27,20,50,45,47
Pruritus,WARFARIN,201,74,124,1,4,0,10,27,41,5,66,130,73
Pruritus,XOLAIR,253,93,160,2,1,0,2,70,207,13,216,24,227
Pruritus,ZANTAC,338,90,240,2,3,0,13,40,34,28,179,131,104
Pruritus,ZYBAN,246,110,135,1,10,0,13,71,53,19,222,5,148
Psoriasis,HUMIRA,248,108,135,0,5,0,2,34,63,81,144,23,84
Psoriasis,REMICADE,457,172,275,0,7,0,5,39,371,66,365,26,397
Psoriasis,STELARA,221,111,109,4,1,0,0,26,53,13,181,27,72
Purpura,PREDNISONE,111,49,61,5,2,0,7,47,15,9,54,48,84
Rash,292 TAB,126,39,85,0,0,0,0,6,0,23,78,25,10
Rash,ACETAMINOPHEN,581,208,346,8,5,1,24,71,74,147,212,222,193
Rash,ACETYLSALICYLIC ACID,361,145,212,1,1,0,2,32,19,93,142,126,82
Rash,ACETYLSALICYLIC ACID ENT CTD,191,83,107,0,0,0,4,24,15,12,56,123,50
Rash,ACTEMRA,213,17,196,2,0,0,1,16,162,11,162,40,180
Rash,ADALAT,131,50,78,2,0,0,0,8,4,17,49,65,25
Rash,ADRENALIN CHLORIDE SOL 1:1000,188,70,110,0,1,0,8,69,21,43,123,22,134
Rash,ALDACTONE,108,31,71,3,0,0,0,6,2,9,41,58,17
Rash,ALLOPURINOL,256,137,116,10,3,0,9,49,18,22,106,128,91
Rash,ALTACE,129,62,63,2,9,0,2,23,36,14,40,75,66
Rash,AMINOPHYLLINE,122,48,70,3,0,0,1,3,2,16,51,55,17
Rash,AMITRIPTYLINE,119,29,90,0,5,0,3,18,28,7,79,33,51
Rash,AMOXICILLIN,294,104,184,1,1,0,0,22,12,124,75,95,40
Rash,AMOXIL,473,194,260,0,0,0,2,38,2,241,111,121,59
Rash,AMPICILLIN,1389,516,820,7,0,0,1,24,6,284,555,550,86
Rash,AMPICIN,210,71,133,1,0,0,0,3,0,39,88,83,24
Rash,ANCEF,294,113,174,0,1,0,2,12,6,40,153,101,32
Rash,ANTIHISTAMINIC DRUGS,149,48,100,0,3,0,4,27,26,36,86,27,64
Rash,APO-SULFATRIM,113,26,87,1,1,0,1,4,0,8,39,66,12
Rash,ASA,205,99,104,4,6,0,5,46,48,20,68,117,99
Rash,ASPIRIN,140,60,77,5,5,0,5,31,36,30,59,51,71
Rash,ATARAX,667,216,441,2,6,0,5,111,33,94,313,260,192
Rash,ATENOLOL TABLETS, BP,128,44,82,2,3,0,6,23,38,6,48,74,63
Rash,ATIVAN,343,106,236,4,6,0,8,41,42,24,195,124,106
Rash,ATROPINE,136,50,83,1,0,0,2,2,2,32,84,20,12
Rash,ATROVENT,139,52,85,2,2,0,2,22,8,18,50,71,37
Rash,BACTRIM DS ROCHE TAB,130,39,91,0,0,0,0,15,0,20,62,48,27
Rash,BACTRIM ROCHE,239,69,167,0,0,0,0,13,2,79,78,82,29
Rash,BENADRYL,3154,1066,2020,11,13,0,56,410,302,615,1715,824,942
Rash,BETAMETHASONE,102,35,65,3,1,0,5,19,6,8,49,45,39
Rash,CALAMINE LOTION,553,166,380,1,2,0,0,32,19,56,263,234,88
Rash,CALCIUM,168,29,136,7,7,0,6,26,63,13,71,84,98
Rash,CAPOTEN,116,49,64,4,0,0,0,9,1,10,32,74,23
Rash,CARBAMAZEPINE,108,38,66,3,0,0,10,25,12,31,54,23,46
Rash,CARDIZEM,118,42,75,2,1,0,1,7,6,7,30,81,20
Rash,CECLOR,294,129,145,0,0,0,0,65,2,224,51,19,81
Rash,CEFAZOLIN FOR INJECTION, USP,152,60,85,0,0,0,2,17,7,25,81,46,31
Rash,CELEBREX,175,41,131,3,5,0,9,33,56,11,100,64,101
Rash,CHLOR-TRIPOLON,368,123,240,3,0,0,1,16,4,70,177,121,47
Rash,CHLORAL HYDRATE SYRUP,304,101,196,0,0,0,1,3,0,32,87,185,15
Rash,CHLORPROMAZINE,117,41,71,0,0,0,0,0,2,22,78,17,8
Rash,CIPRO,199,82,115,5,1,0,5,26,20,21,82,96,58
Rash,CIPROFLOXACIN,112,52,60,5,3,0,12,25,9,9,47,56,55
Rash,CLINDAMYCIN,252,102,144,3,1,0,3,19,17,39,125,88,48
Rash,CLONAZEPAM,138,40,96,3,4,0,3,30,44,10,96,32,77
Rash,CLOXACILLIN,406,175,215,2,0,0,2,27,8,103,191,112,62
Rash,CO-TRIMOXAZOLE,134,42,89,0,0,0,2,19,3,23,48,63,31
Rash,CODEINE,183,73,101,2,2,0,7,11,16,62,83,38,37
Rash,CODEINE PHOSPHATE,164,61,96,0,0,0,0,5,0,73,64,27,14
Rash,COLACE,329,98,216,1,1,0,3,17,20,31,125,173,56
Rash,COUMADIN,197,61,130,4,1,0,3,24,10,12,62,123,46
Rash,CRESTOR,141,68,68,0,4,0,1,17,52,20,65,56,73
Rash,DALACIN C PHOSPHATE,138,47,84,1,2,0,0,5,4,18,77,43,14
Rash,DALMANE,302,86,204,2,0,0,0,4,3,46,167,89,23
Rash,DARVON N 100MG CAP,143,45,96,0,0,0,1,2,2,11,88,44,13
Rash,DECADRON,111,52,57,2,1,0,7,14,10,23,63,25,34
Rash,DEMEROL,793,242,524,4,1,0,2,20,6,119,526,148,71
Rash,DEXAMETHASONE,182,72,107,7,4,0,8,29,46,38,101,43,86
Rash,DIAZEPAM,192,73,117,3,1,0,3,9,6,18,108,66,32
Rash,DIGOXIN,808,332,454,12,0,0,4,29,18,56,157,595,112
Rash,DILANTIN,445,168,265,5,0,0,4,27,25,82,186,177,95
Rash,DILTIAZEM,112,38,72,1,5,0,4,17,16,9,40,63,42
Rash,DIMENHYDRINATE,281,89,186,3,0,0,7,16,18,51,154,76,51
Rash,DIPHENHYDRAMINE,597,205,386,6,9,0,27,103,78,89,348,160,239
Rash,DIPHTHERIA AND TETANUS TOXOIDS WITH PERTUSSIS VACCINE ADSORBED,287,136,143,0,0,0,0,30,0,285,2,0,71
Rash,DOCUSATE SODIUM,144,51,90,5,1,0,6,11,18,19,49,76,38
Rash,DYAZIDE TAB,190,53,131,3,0,0,0,12,3,15,56,119,39
Rash,ELAVIL,135,38,94,0,0,0,1,13,7,14,77,44,30
Rash,ELTROXIN,172,26,143,0,7,0,1,11,22,14,68,90,42
Rash,ENTROPHEN,172,57,113,2,0,0,1,15,2,16,60,96,31
Rash,EPINEPHRINE,161,65,96,3,1,0,23,50,44,30,108,23,132
Rash,ERYTHROMYCIN,318,125,184,4,0,0,3,14,3,92,142,84,42
Rash,ESTRADERM,146,0,135,0,1,0,0,4,1,56,84,6,7
Rash,FERROUS GLUCONATE,141,39,98,1,0,0,5,9,7,12,49,80,26
Rash,FERROUS SULPHATE,153,38,112,0,0,0,0,17,11,16,54,83,36
