reaction,drug,count,countmale,countfemale,countdeath,countdisab,countanomal,countthreat,counthosp,countother,countyoung,countadult,countelderly,countserious
Bronchitis,ZYPREXA,59,28,31,2,0,0,4,38,47,9,43,7,59
Candida infection,REMICADE,58,11,47,2,1,0,0,20,36,3,50,5,58
Cellulitis,ACETAMINOPHEN,60,20,40,3,3,0,3,20,27,1,38,21,55
Cellulitis,ACTEMRA,128,26,102,2,1,0,0,19,86,4,99,25,118
Cellulitis,ANTIINFECTIVES FOR SYSTEMIC USE,102,45,56,6,1,0,6,63,26,21,65,16,101
Cellulitis,CALCIUM,52,18,34,3,0,0,1,27,24,1,35,16,48
Cellulitis,ENBREL,83,36,46,1,0,0,1,34,44,5,58,20,73
Cellulitis,FOLIC ACID,89,29,60,4,1,0,2,33,53,4,62,23,85
Cellulitis,HUMIRA,118,46,72,3,0,0,1,80,59,15,80,23,118
Cellulitis,METHOTREXATE,151,40,111,5,3,0,3,58,84,11,109,31,143
Cellulitis,ORENCIA,53,12,41,1,1,0,0,22,30,0,33,20,45
Cellulitis,PREDNISONE,161,58,103,12,3,0,5,70,76,8,104,49,145
Cellulitis,REMICADE,401,161,235,6,2,0,5,139,275,27,303,71,400
Cellulitis,VITAMIN D,53,9,44,5,2,0,2,22,29,2,33,18,52
Cellulitis,ZYPREXA,62,48,14,0,2,0,0,38,43,0,55,7,62
Clostridium difficile colitis,CEFTIN,72,25,42,6,0,0,5,21,8,7,30,35,40
Clostridium difficile colitis,FLAGYL,90,32,57,6,3,0,5,31,13,8,41,41,58
Clostridium difficile colitis,METRONIDAZOLE,95,33,60,10,1,0,3,37,20,11,34,50,71
Clostridium difficile colitis,VANCOMYCIN HYDROCHLORIDE FOR INJECTION, USP,65,23,41,5,1,0,8,27,8,8,21,36,49
Clostridium difficile infection,PREDNISONE,58,21,37,5,1,0,2,40,22,7,30,21,57
Clostridium difficile infection,REMICADE,203,105,93,2,0,0,1,132,88,43,142,18,203
Cystitis,ACLASTA,63,5,58,0,4,0,7,20,41,33,6,24,61
Cystitis,ACTEMRA,56,13,43,0,0,0,1,11,31,0,38,18,46
Cystitis,AVASTIN,53,1,52,0,0,0,0,15,17,0,5,48,19
Cystitis,FOLIC ACID,64,4,60,2,0,0,4,32,32,1,38,25,62
Cystitis,HUMIRA,66,12,53,0,0,0,0,50,34,8,32,26,63
Cystitis,METHOTREXATE,86,7,79,1,0,0,1,41,42,1,56,29,81
Cystitis,ORENCIA,59,5,54,1,0,0,2,30,29,0,21,38,58
Cystitis,PREDNISONE,92,12,80,3,1,0,1,50,39,4,49,39,85
Cystitis,REMICADE,228,49,178,3,1,0,8,113,132,4,173,51,228
Diverticulitis,ACTEMRA,66,20,46,0,0,0,0,25,42,2,47,17,63
Diverticulitis,REMICADE,75,23,51,2,1,0,5,38,40,3,49,23,75
Ear infection,REMICADE,91,30,61,2,0,0,3,22,78,4,82,5,89
Ear infection,XOLAIR,122,56,66,0,0,0,0,26,101,10,91,21,106
Endophthalmitis,AVASTIN,76,28,48,0,0,0,0,0,44,0,17,59,44
Fungal infection,PREDNISONE,64,33,31,15,0,0,1,24,31,2,45,17,62
Fungal infection,REMICADE,89,33,56,4,0,0,2,30,51,6,69,14,84
Gastroenteritis viral,REMICADE,63,24,37,0,0,0,0,37,27,4,52,7,61
Gastroenteritis viral,XOLAIR,60,13,45,3,0,0,0,41,57,5,51,4,58
Gastrointestinal infection,REMICADE,93,33,60,3,0,0,0,57,41,1,76,16,88
Hepatitis C,ALBUMIN (HUMAN),79,47,17,1,2,0,0,0,75,17,43,19,78
Hepatitis C,PLASBUMIN,72,50,17,1,0,0,0,0,71,14,38,20,72
Herpes zoster,ACLASTA,56,4,52,4,3,0,0,14,46,9,15,32,56
Herpes zoster,ACTEMRA,110,13,97,0,0,0,0,3,60,8,71,31,75
Herpes zoster,CIMZIA,58,2,56,0,3,0,0,4,54,0,39,19,55
Herpes zoster,FOLIC ACID,72,7,65,0,2,0,0,19,46,1,43,28,67
Herpes zoster,HUMIRA,53,12,41,2,1,0,0,36,21,4,29,20,47
Herpes zoster,METHOTREXATE,103,12,91,0,3,0,2,25,63,3,58,42,92
Herpes zoster,PREDNISONE,110,35,74,2,5,0,2,41,54,5,72,33,99
Herpes zoster,REMICADE,234,91,141,2,7,0,5,81,148,19,184,31,225
Infection,ACETAMINOPHEN,56,24,31,3,1,0,1,24,17,3,38,15,54
Infection,ACLASTA,53,0,53,5,3,0,0,22,35,25,12,16,52
Infection,ACTEMRA,126,37,88,1,0,0,3,27,51,4,83,39,105
Infection,ANTIINFECTIVES FOR SYSTEMIC USE,146,65,78,8,3,0,3,75,43,43,82,21,138
Infection,CELEBREX,55,24,31,0,1,0,0,23,27,3,44,8,50
Infection,CLOZARIL,77,43,34,10,0,0,7,48,36,18,48,11,77
Infection,DIANEAL PD4 CAPD SOLUTION WITH 1.5% DEXTROSE AND 2.5MEQ/L CALCIUM,63,40,23,10,0,1,0,53,25,42,5,16,63
Infection,DIANEAL PD4 CAPD SOLUTION WITH 2.5% DEXTROSE AND 2.5MEQ/L CALCIUM,52,31,21,9,0,1,0,43,21,34,8,10,52
Infection,DIPHTHERIA AND TETANUS TOXOIDS WITH PERTUSSIS VACCINE ADSORBED,63,34,28,0,0,0,0,21,0,63,0,0,59
Infection,ENBREL,86,35,50,6,1,0,1,48,31,5,56,25,71
Infection,EXTRANEAL,63,40,23,13,0,0,0,49,20,38,10,15,63
Infection,FOLIC ACID,98,27,71,3,1,0,3,45,48,6,63,29,90
Infection,HUMIRA,220,76,137,7,1,0,2,129,115,57,129,34,196
Infection,LIPITOR,57,28,29,6,2,0,1,38,28,8,30,19,56
Infection,METHOTREXATE,159,48,97,18,1,0,4,71,77,22,102,35,152
Infection,PREDNISONE,215,85,126,11,2,0,3,115,82,22,136,57,196
Infection,REMICADE,394,177,215,10,3,0,5,212,212,32,308,54,383
Infection,SYNTHROID,57,13,44,6,1,0,1,28,25,2,30,25,54
Infection,XOLAIR,52,13,39,1,0,0,1,16,38,7,32,13,50
Influenza,ACLASTA,101,2,99,4,5,0,4,24,71,19,32,50,100
Influenza,ACTEMRA,130,35,95,0,0,0,1,8,72,5,103,22,96
Influenza,CALCIUM,61,12,48,4,1,0,1,21,34,4,37,20,55
Influenza,ENBREL,63,21,42,1,0,0,1,10,29,9,39,15,44
Influenza,EXJADE,78,31,47,7,0,0,0,47,49,9,42,27,72
Influenza,FOLIC ACID,76,22,54,3,0,0,1,20,45,3,53,20,68
Influenza,METHOTREXATE,102,21,64,18,0,0,1,16,51,25,61,16,89
Influenza,PREDNISONE,141,46,93,6,2,0,2,49,79,12,92,37,125
Influenza,REMICADE,213,93,120,2,0,0,0,90,130,7,178,28,205
Influenza,SANDOSTATIN LAR 20MG,63,22,41,14,0,0,1,22,59,13,29,21,63
Influenza,SANDOSTATIN LAR 30MG,58,31,27,16,0,0,4,27,50,9,21,28,58
Influenza,VENTOLIN,66,26,40,2,1,0,0,19,47,6,48,12,59
Influenza,XOLAIR,571,308,262,0,5,0,0,160,490,38,451,82,521
Injection site abscess,DIPHTHERIA AND TETANUS TOXOIDS WITH PERTUSSIS VACCINE ADSORBED,147,62,81,0,0,0,0,5,0,147,0,0,66
Kidney infection,ACTEMRA,60,0,60,4,0,0,0,15,17,0,50,10,55
Kidney infection,REMICADE,200,56,144,2,0,0,1,69,134,11,175,14,200
Laryngitis,XOLAIR,57,12,45,3,0,0,0,16,56,9,33,15,56
Localised infection,ACTEMRA,118,24,93,3,0,0,9,24,52,3,93,22,98
Localised infection,ENBREL,63,24,39,2,0,0,0,14,22,5,40,18,46
Localised infection,FOLIC ACID,75,23,52,2,2,0,1,17,42,2,51,22,69
Localised infection,HUMIRA,83,25,55,2,1,0,1,38,64,14,48,21,81
Localised infection,METHOTREXATE,100,25,74,0,2,0,1,24,65,4,60,36,91
Localised infection,PREDNISONE,92,31,60,4,1,0,3,30,39,7,48,37,77
Localised infection,REMICADE,131,60,69,2,3,0,0,57,88,9,99,23,130
Lower respiratory tract infection,ACTEMRA,100,22,78,2,0,0,6,9,63,2,75,23,87
Lower respiratory tract infection,ENBREL,65,18,47,1,0,0,0,2,23,1,48,16,38
Lower respiratory tract infection,FOLIC ACID,59,13,46,2,1,0,1,16,34,0,45,14,54
Lower respiratory tract infection,METHOTREXATE,95,18,77,2,1,0,3,18,54,1,75,19,79
Lower respiratory tract infection,ORENCIA,89,27,62,2,1,0,0,32,52,0,50,39,76
Lower respiratory tract infection,PREDNISONE,139,44,95,2,4,0,4,43,88,6,97,36,126
Lower respiratory tract infection,REMICADE,148,50,97,2,2,0,0,34,117,14,119,15,146
Lower respiratory tract infection,VENTOLIN,54,18,36,0,2,0,1,10,40,4,38,12,52
Lower respiratory tract infection,XOLAIR,509,233,276,0,5,0,0,92,439,16,435,58,455
Lung infection,ACTEMRA,56,7,49,0,0,0,0,6,29,3,32,21,35
Lung infection,ADVAIR,53,21,32,5,0,0,0,31,35,7,28,18,51
Lung infection,ENBREL,57,15,42,2,0,0,1,8,18,3,39,15,38
Lung infection,METHOTREXATE,69,13,54,5,0,0,1,15,44,6,38,25,59
Lung infection,ORENCIA,68,18,50,2,0,0,0,24,46,0,34,34,64
Lung infection,PREDNISONE,101,39,61,5,0,0,1,45,54,12,55,34,90
Lung infection,REMICADE,144,71,73,5,0,0,3,30,113,6,98,40,144
Lung infection,XOLAIR,219,57,162,6,0,0,0,105,186,24,167,28,212
Nasopharyngitis,ACETAMINOPHEN,86,24,62,0,1,0,3,10,38,1,62,23,68
Nasopharyngitis,ACLASTA,72,3,69,0,0,0,2,5,62,15,24,33,68
Nasopharyngitis,ACTEMRA,477,78,399,2,15,0,5,46,292,27,342,108,391
Nasopharyngitis,ADVAIR,112,33,77,2,0,0,0,48,80,10,82,20,99
Nasopharyngitis,AVASTIN,160,52,108,0,2,0,0,36,89,0,91,69,102
Nasopharyngitis,CALCIUM,86,12,74,2,2,0,1,32,56,2,65,19,76
Nasopharyngitis,CELEBREX,70,12,58,0,0,0,0,12,41,1,51,18,60
Nasopharyngitis,ENBREL,95,29,66,0,1,0,1,11,42,9,52,34,56
Nasopharyngitis,FOLIC ACID,171,36,135,3,2,0,1,37,105,4,117,50,149
Nasopharyngitis,HUMIRA,136,47,89,0,0,0,0,67,63,24,94,18,98
Nasopharyngitis,METHOTREXATE,238,48,190,2,3,0,2,47,145,8,171,59,202
Nasopharyngitis,ORENCIA,128,23,105,2,1,0,0,50,63,5,71,52,110
Nasopharyngitis,PLAQUENIL,56,11,45,0,2,0,0,6,33,2,42,12,46
Nasopharyngitis,PREDNISONE,313,96,217,5,4,0,1,78,190,21,219,73,255
Nasopharyngitis,REMICADE,245,94,151,0,0,0,2,60,179,12,196,37,233
Nasopharyngitis,RITUXAN,88,29,59,0,0,0,0,7,51,0,63,25,79
Nasopharyngitis,SANDOSTATIN LAR,61,21,39,12,0,0,0,33,56,9,34,18,60
Nasopharyngitis,SANDOSTATIN LAR 20MG,99,40,59,10,0,0,1,42,95,14,68,17,97
Nasopharyngitis,SANDOSTATIN LAR 30MG,140,52,88,29,0,0,4,67,131,23,73,44,139
Nasopharyngitis,SINGULAIR,98,30,68,2,0,0,0,33,71,8,77,13,81
Nasopharyngitis,SPIRIVA,55,14,41,0,0,0,0,24,32,3,35,17,46
Nasopharyngitis,SYMBICORT TURBUHALER,96,32,64,0,0,0,0,18,63,10,76,10,71
Nasopharyngitis,SYNTHROID,76,11,65,0,2,0,0,21,48,4,46,26,65
Nasopharyngitis,VENTOLIN,140,38,102,2,3,0,1,31,101,12,98,30,116
Nasopharyngitis,VITAMIN D,60,13,47,1,2,0,0,27,40,2,38,20,56
Nasopharyngitis,XOLAIR,1408,559,837,4,2,0,0,333,1164,125,1145,138,1228
Oral herpes,ACTEMRA,65,9,56,0,0,0,2,10,25,2,56,7,52
Peritonitis,DIANEAL PD4 CAPD SOLUTION WITH 1.5% DEXTROSE AND 2.5MEQ/L CALCIUM,212,129,80,18,2,0,0,132,114,150,17,45,212
Peritonitis,DIANEAL PD4 CAPD SOLUTION WITH 2.5% DEXTROSE AND 2.5MEQ/L CALCIUM,145,87,57,9,1,0,0,97,85,95,21,29,145
Peritonitis,EXTRANEAL,240,140,89,21,2,0,0,149,123,173,30,37,239
Peritonitis bacterial,DIANEAL PD4 CAPD SOLUTION WITH 1.5% DEXTROSE AND 2.5MEQ/L CALCIUM,56,31,25,3,0,0,1,34,33,30,7,19,56
Peritonitis bacterial,EXTRANEAL,74,38,36,3,0,0,3,46,42,36,22,16,74
Pharyngitis,BENADRYL,58,18,39,0,0,0,2,19,5,13,33,12,39
Pharyngitis,PREDNISONE,65,21,44,6,2,0,1,30,27,8,45,12,58
Pharyngitis,REMICADE,73,36,37,0,0,0,2,26,49,6,58,9,68
Pharyngitis,XOLAIR,75,15,60,8,0,0,0,32,58,5,58,12,67
Pharyngitis streptococcal,REMICADE,72,17,54,0,0,0,0,24,52,7,64,1,69
Pneumocystis jirovecii pneumonia,MYCOPHENOLATE MOFETIL,93,53,40,16,0,0,0,1,61,0,58,35,93
Pneumocystis jirovecii pneumonia,PREDNISONE,117,54,62,18,0,0,3,17,64,14,72,31,117
Pneumocystis jirovecii pneumonia,SIMULECT,52,41,11,17,0,0,0,0,36,0,26,26,52
Pneumocystis jirovecii pneumonia,TACROLIMUS,92,58,34,20,0,0,0,1,61,0,62,30,92
Pneumonia,ACETAMINOPHEN,220,67,151,32,2,0,12,85,67,10,107,103,200
Pneumonia,ACETYLSALICYLIC ACID,92,39,52,11,0,0,4,46,32,7,25,60,88
Pneumonia,ACLASTA,240,30,210,68,3,0,3,118,113,88,24,128,237
Pneumonia,ACTEMRA,219,60,159,3,0,0,2,48,107,3,142,74,196
Pneumonia,ACTONEL,97,21,74,14,1,0,6,50,44,2,44,51,95
Pneumonia,ADVAIR,187,65,112,16,1,0,3,109,104,26,90,71,183
Pneumonia,ALENDRONATE,64,25,39,15,1,0,6,45,23,2,20,42,63
Pneumonia,ALLOPURINOL,58,48,10,18,1,0,9,34,12,2,23,33,57
Pneumonia,ALTACE,51,25,26,16,0,0,3,32,17,3,16,32,50
Pneumonia,AMITRIPTYLINE,84,25,58,13,1,0,1,55,29,2,49,33,81
Pneumonia,AMLODIPINE,63,27,36,7,2,0,7,45,28,3,25,35,62
Pneumonia,ANTIINFECTIVES FOR SYSTEMIC USE,303,151,149,56,2,0,24,176,57,36,158,109,300
Pneumonia,ARAVA,66,25,41,2,2,0,3,27,30,4,39,23,64
Pneumonia,ASA,152,81,71,33,5,0,14,99,50,8,35,109,152
Pneumonia,ASPIRIN,102,52,50,18,0,0,5,73,42,2,41,59,101
Pneumonia,ATIVAN,109,46,63,23,5,0,5,59,35,3,56,50,106
Pneumonia,ATROVENT,63,30,33,13,1,0,3,37,19,7,32,24,61
Pneumonia,AZITHROMYCIN,61,39,22,15,0,0,5,30,17,4,38,19,58
Pneumonia,BENADRYL,72,27,45,7,1,0,5,33,25,6,48,18,65
Pneumonia,BETASERON,56,24,32,10,1,0,0,39,21,0,51,5,55
Pneumonia,BISOPROLOL,64,34,30,9,2,0,6,35,29,1,27,36,62
Pneumonia,CALCIUM,255,80,175,34,2,0,13,165,94,10,116,129,243
Pneumonia,CALCIUM & VITAMIN D,51,14,37,11,1,0,1,35,21,2,28,21,51
Pneumonia,CELEBREX,148,54,93,13,3,0,8,80,60,4,88,56,140
Pneumonia,CIMZIA,66,19,47,2,0,0,1,29,36,4,44,18,65
Pneumonia,CITALOPRAM,64,24,40,15,0,0,2,42,19,2,25,37,64
Pneumonia,CLONAZEPAM,109,45,64,23,0,0,9,67,39,4,85,20,109
Pneumonia,CLOZARIL,515,291,215,169,7,0,48,291,146,122,280,113,514
Pneumonia,COLACE,59,34,25,18,1,0,3,41,17,2,29,28,59
Pneumonia,COUMADIN,90,42,48,23,0,0,8,58,30,4,25,61,90
Pneumonia,CRESTOR,98,46,51,11,0,0,8,63,50,1,45,52,96
Pneumonia,CYCLOPHOSPHAMIDE,51,20,25,10,0,0,10,29,13,10,29,12,50
Pneumonia,DEXAMETHASONE,133,72,57,31,2,0,8,73,43,12,61,60,128
Pneumonia,DIANEAL PD4 CAPD SOLUTION WITH 1.5% DEXTROSE AND 2.5MEQ/L CALCIUM,55,31,24,15,0,0,0,52,22,36,4,15,55
Pneumonia,DIANEAL PD4 CAPD SOLUTION WITH 2.5% DEXTROSE AND 2.5MEQ/L CALCIUM,51,29,22,10,0,0,0,49,16,31,6,14,51
Pneumonia,DIGOXIN,55,30,25,18,0,0,3,34,11,5,10,40,53
Pneumonia,DILAUDID,55,22,33,11,1,0,5,33,25,1,42,12,53
Pneumonia,DILTIAZEM,54,22,32,12,1,0,4,38,22,7,15,32,53
Pneumonia,DOMPERIDONE,58,13,45,12,0,0,6,36,25,3,30,25,57
Pneumonia,ENBREL,301,99,202,22,4,0,8,131,73,16,164,121,263
Pneumonia,EPIVAL,55,32,22,15,1,0,3,38,16,5,40,10,55
Pneumonia,ERGOCALCIFEROL,82,26,56,11,3,0,1,65,24,9,30,43,80
Pneumonia,EXELON,66,42,24,23,1,0,1,36,8,1,2,63,65
Pneumonia,EXJADE,53,22,31,20,0,0,1,47,27,6,19,28,53
Pneumonia,FENTANYL,51,23,26,10,0,0,12,29,20,5,23,23,51
Pneumonia,FLOVENT,83,34,49,14,0,0,4,40,36,12,43,28,82
Pneumonia,FOLIC ACID,355,107,248,30,1,0,14,198,142,16,174,165,339
Pneumonia,FORTEO,112,12,100,12,1,0,5,105,28,4,27,81,112
Pneumonia,FOSAMAX,68,17,51,15,1,0,5,44,20,4,29,35,67
Pneumonia,FUROSEMIDE,176,70,106,51,2,0,19,92,42,9,55,112,168
Pneumonia,GABAPENTIN,84,35,49,9,1,0,7,60,30,2,56,26,81
Pneumonia,GLYBURIDE,53,30,23,9,0,0,3,34,15,3,21,29,52
Pneumonia,HUMIRA,370,133,234,32,1,0,11,306,122,48,185,137,361
Pneumonia,HYDROCHLOROTHIAZIDE,109,33,76,19,1,0,11,56,39,9,45,55,104
Pneumonia,HYDROMORPHONE,78,36,42,17,1,0,4,50,25,5,43,30,77
Pneumonia,HYDROXYCHLOROQUINE,55,15,40,6,2,0,3,42,18,3,22,30,53
Pneumonia,IMURAN,81,34,47,7,0,0,1,29,51,3,61,17,81
Pneumonia,INSULIN,63,46,17,16,1,0,4,39,23,3,28,32,63
Pneumonia,LASIX,135,72,63,46,2,0,5,94,34,8,39,88,134
Pneumonia,LEVOFLOXACIN,62,31,31,12,1,0,4,39,13,1,32,29,62
Pneumonia,LEVOTHYROXINE,87,23,63,11,2,0,6,62,19,6,34,47,85
Pneumonia,LIPITOR,180,101,78,20,1,0,12,117,63,9,81,90,176
Pneumonia,LORAZEPAM,107,45,62,28,2,0,9,66,26,2,57,48,106
Pneumonia,LOSEC,68,31,37,8,1,0,4,40,25,6,32,30,68
Pneumonia,LUPRON DEPOT,55,54,0,26,1,0,3,33,12,9,3,43,55
Pneumonia,LYRICA,94,17,77,4,0,0,3,62,51,0,66,28,91
Pneumonia,METFORMIN,156,88,66,27,1,0,10,103,62,10,79,67,153
Pneumonia,METHOTREXATE,550,148,400,35,3,0,20,288,241,37,283,230,524
Pneumonia,METOPROLOL,142,68,73,27,0,0,11,108,39,10,43,89,141
Pneumonia,MORPHINE,94,39,54,34,1,0,10,38,21,9,41,44,92
Pneumonia,MULTIVITAMINE(S),89,40,49,8,1,0,7,56,34,4,35,50,88
Pneumonia,NAPROXEN,72,27,44,3,2,0,6,41,28,7,48,17,68
Pneumonia,NEXIUM,87,23,63,10,0,0,5,42,53,6,56,25,85
Pneumonia,NORVASC,77,38,39,10,3,0,7,55,29,2,24,51,77
Pneumonia,OMEPRAZOLE,84,34,50,7,0,0,6,57,26,3,32,49,78
Pneumonia,ORENCIA,278,67,211,9,1,0,7,138,156,3,148,127,265
Pneumonia,OXYGEN,98,47,51,27,1,0,14,58,16,9,41,48,98
Pneumonia,PANTOLOC,146,45,101,21,1,0,9,100,57,2,73,71,145
Pneumonia,PANTOPRAZOLE,106,45,60,24,1,0,6,71,49,4,53,49,102
Pneumonia,PEGASYS RBV,51,22,28,10,0,0,7,29,27,2,42,7,51
Pneumonia,PLAQUENIL,118,33,85,6,1,0,4,56,58,4,69,45,113
Pneumonia,PLAVIX,62,36,26,12,0,0,2,42,24,4,17,41,62
Pneumonia,PREDNISONE,725,290,429,95,11,0,34,385,283,47,390,288,701
Pneumonia,PREVACID,72,30,42,14,2,0,4,41,21,9,33,30,70
Pneumonia,RABEPRAZOLE,62,27,35,9,1,0,7,38,28,4,28,30,59
Pneumonia,RAMIPRIL,132,63,68,19,2,0,9,85,51,6,55,71,127
Pneumonia,RANITIDINE,88,49,39,25,3,0,8,45,20,12,47,29,88
Pneumonia,REBIF,52,16,36,2,2,0,4,40,18,10,40,2,51
Pneumonia,REMICADE,1204,519,666,55,6,0,22,511,740,81,862,261,1200
Pneumonia,REVLIMID,181,107,74,26,6,0,12,140,58,3,66,112,180
Pneumonia,RITUXAN,136,55,80,13,0,0,7,57,62,11,77,48,132
Pneumonia,SALBUTAMOL,130,57,73,30,1,0,8,80,43,12,55,63,129
Pneumonia,SANDOSTATIN LAR,69,12,57,22,0,0,0,52,57,17,23,29,69
Pneumonia,SANDOSTATIN LAR 30MG,98,33,65,32,0,0,0,80,82,23,29,46,98
Pneumonia,SENOKOT,75,35,40,19,2,0,7,48,25,3,29,43,75
Pneumonia,SEROQUEL,56,31,24,16,0,0,8,28,17,1,43,12,55
Pneumonia,SIMPONI,78,25,53,3,1,0,3,28,48,3,36,39,78
Pneumonia,SINGULAIR,77,25,52,3,0,0,2,38,51,12,49,16,76
Pneumonia,SPIRIVA,158,73,83,28,1,0,4,104,74,15,60,83,158
Pneumonia,SYMBICORT TURBUHALER,98,33,64,10,3,0,4,45,61,13,56,29,97
Pneumonia,SYNTHROID,165,38,127,24,2,0,12,94,69,4,71,90,161
Pneumonia,TRAZODONE,67,16,51,15,0,0,5,34,33,2,44,21,66
Pneumonia,TYLENOL,174,81,93,35,2,0,17,107,69,13,83,78,171
Pneumonia,VENTOLIN,259,96,163,30,4,0,9,134,127,35,147,77,254
Pneumonia,VITAMIN B12,87,39,47,14,1,0,2,48,41,3,47,37,86
Pneumonia,VITAMIN D,195,59,136,25,2,0,13,120,85,8,95,92,192
Pneumonia,WARFARIN,88,46,42,22,1,0,15,59,27,5,26,57,87
Pneumonia,XOLAIR,496,172,322,9,5,0,1,201,440,52,370,74,496
Pneumonia,ZOPICLONE,81,35,46,12,0,0,7,47,38,3,47,31,78
Pneumonia,ZYPREXA,84,38,46,22,0,0,13,59,36,1,63,20,84
Post procedural infection,REMICADE,84,42,41,0,1,0,0,36,62,8,67,9,84
Postoperative wound infection,HUMIRA,53,9,43,0,0,0,0,37,39,0,41,12,53
Postoperative wound infection,REMICADE,78,31,44,0,1,0,0,54,45,4,64,10,77
Pseudomembranous colitis,AMPICILLIN,55,26,28,5,0,0,1,20,3,5,33,17,50
Pseudomembranous colitis,CEFTIN,72,29,39,6,0,0,6,29,5,14,22,36,49
Pseudomembranous colitis,FLAGYL,94,26,65,8,1,0,5,39,10,14,38,42,77
Pseudomembranous colitis,METRONIDAZOLE,86,33,50,6,0,0,0,35,8,15,34,37,68
Pseudomembranous colitis,VANCOCIN,63,30,32,3,0,0,0,21,0,5,36,22,61
Pseudomembranous colitis,VANCOMYCIN HYDROCHLORIDE FOR INJECTION, USP,64,26,37,5,0,0,5,29,7,13,19,32,53
Rectal abscess,REMICADE,134,84,50,0,1,0,3,58,95,13,119,2,134
Respiratory tract infection,XOLAIR,137,63,69,0,0,0,0,64,126,23,81,33,135
Rhinitis,ALLEGRA,52,17,35,0,0,0,0,0,0,21,31,0,0
Rhinitis,DIPHTHERIA AND TETANUS TOXOIDS WITH PERTUSSIS VACCINE ADSORBED,78,49,27,1,0,0,0,13,0,78,0,0,44
Rhinitis,XOLAIR,52,46,6,0,1,0,0,3,51,3,43,6,52
Sepsis,ACETAMINOPHEN,62,33,28,20,0,0,9,32,13,1,32,29,58
Sepsis,ANTIINFECTIVES FOR SYSTEMIC USE,128,62,65,36,0,0,16,68,13,11,73,44,127
Sepsis,ASA,54,40,13,23,1,0,9,38,19,0,21,33,54
Sepsis,CALCIUM,63,20,43,15,0,0,8,46,15,3,32,28,62
Sepsis,CLOZARIL,96,64,31,29,0,0,19,58,25,12,70,14,96
Sepsis,ENBREL,88,40,48,27,3,0,7,44,14,3,43,42,80
Sepsis,FOLIC ACID,86,28,58,27,1,0,10,53,17,7,39,40,81
Sepsis,FUROSEMIDE,55,27,28,28,1,0,7,24,4,2,27,26,52
Sepsis,HUMIRA,92,34,58,10,1,0,3,69,42,21,47,24,91
Sepsis,LASIX,54,27,27,23,0,0,5,32,12,6,27,21,54
Sepsis,METHOTREXATE,114,37,72,26,3,0,11,77,29,17,54,43,111
Sepsis,PREDNISONE,224,104,111,78,3,0,25,124,44,23,117,84,220
Sepsis,REMICADE,212,92,115,35,10,0,26,160,45,10,153,49,212
Sepsis,TYLENOL,51,25,25,15,0,0,13,33,18,3,30,18,51
Septic shock,PREDNISONE,67,30,36,26,0,1,16,39,18,8,34,25,66
Sinusitis,ACTEMRA,141,26,115,0,0,0,4,8,77,5,96,40,117
